bn,school_accessibility_description,school_phone_number,program_highlights,progcount,grade_span_2014_2015_max,boro,grade_span_2014_2015_min,school_type2,communitydistrictnumber,header01,fourth_priority04,campus_name,bbl,longitude,neighborhood,psal_sports_boys,postalcode,overview_paragraph,borough,extra_leadership_support
X141,Not Accessible,718-796-8516,"All high school students take Regents-level English, mathematics, social studies, science and language courses. They also take physical education, music, art and elective classes as needed to meet or exceed state standards for graduation. Qualified students are enrolled in honors or Advanced Placement courses.",1,12,X,6.0,,208,,,,2059180376.0,-73.914128,Riverdale,"Baseball, Basketball, Soccer, Wrestling",10463,"Riverdale/Kingsbridge Academy (RKA) is committed to providing a challenging academic curriculum in a community-based environment. We are a neighborhood 6-12 Academy within a residential zone. Students, families and the community come first!",BRONX    ,"Accreditation Committee, Anime, Architecture, Art, Art Portfolio Preparation, Band, Book, Bronx Student Advisory Council, Chess, Chorus, Conflict Resolution, Crochet, Dance, Dance and Activities Committees, Digital Photography, Dungeons & Dragons, Gay-Straight Alliance, Health Corps/Teen Action, High School Talent Show, Lanyard, Math, Math for SAT Prep, Model United Nations, Multicultural Show, National Honor Society, Newspaper, Nutrition Committee, Office Interns, Online credit recovery, Open Access in the Library, Pioneering, Poetry and Writing Competitions, Poetry Cafe, Quiz Bowl, Regents Prep, RKA Idol, Running, School Leadership Team, Science Olympiad, Scrabble, Screenwriting, Spring Festival, Step, Student Council, Student Organization, Technology Interns, Teen Theater, Video Game, Winter Festival, Yearbook"
Q680,Functionally Accessible,718-969-3155,"PSAT/SAT Prep (students in grades 9-11 must take the PSAT examination at Queens Gateway each October), Extended Day Tutorials, College Now, Hospital Internships, Medical Distinguished Speaker Series, Pharmacy Program, Emergency Medical Services Program, Medical Mentoring for Boys, Medical Mentoring for Girls, Hospital Volunteering, Pre-Nursing Program, College Advisories, Guidance Advisories, Double period science and mathematics",1,12,Q,6.0,,408,,Then to New York City residents,,4068580050.0,-73.8060947,Jamaica Hills,"Cross Country, Outdoor Track",11432,"Queens Gateway to Health Sciences Secondary School (Gateway), “The Public School with a Private Flair,” is committed to discipline and hard work. We are proud of the high academic achievement of our students. We are currently recognized for their performance in mathematics. Our focus is on Health Careers and students are required to participate in the Hospital Experience Program at Queens Hospital Center. Our staff is part of a nurturing school environment that includes involved parents and supportive partners. Together, we hold high expectations for the success of all students.",QUEENS   ,"Academic Intervention Services, After-school Debate, Annual Blood Drive, Arista, Band, Basketball, Boys and Girls Soccer, Breast Cancer Awareness Program, City Harvest, College Prep Workshops, Debate, Disaster Relief Initiatives, Double Dutch, FED Challenge, Feed the Hungry Campaign, Floor Hockey, Girls Volleyball, Guidance Workshops, Haitian Relief Fund, Health and Wellness, Health Science, Independent Study, Leadership Class, Mock Trial, Physics, PM School, Regents Tutoring, Santa's Helpers Toy Drive, Saturday Academy and Journalism Class, Social Wellness, St. Jude Children's Research Hospital, Step Team, Student Government, Teacher Assistant Program (TAP), Theatre Guild, Yearbook"
X452,Functionally Accessible,718-597-1587,"Project-based Learning, Interdisciplinary courses, Extended Time Periods in class",1,12,X,9.0,,209,,Then to New York City residents,Adlai E. Stevenson Educational Campus,2036040039.0,-73.8559569,Unionport,"Baseball, Basketball, Football, Outdoor Track, Soccer",10473,"We are a community of learners engaged in meaningful work. Our mission is to capture the energy and interests of young people by providing apprenticeships in the adult world. Students are required to participate in the apprenticeship program 2-3 days per week and give quarterly public presentations of their learning. Each student's curriculum is determined by his or her unique interests, background and learning style. Each teacher is responsible for only 15 children. Learning Through Apprenticeship (LTA) is the center of the Bronx Guild curriculum. At the worksites, students take on real-world tasks and projects under the supervision of a mentor. Back at school, the students work with their crew leaders building and reinforcing the skills and knowledge needed to complete those projects. Our very successful program has placed students in over 300 apprenticeships since opening our doors in 2002.",BRONX    ,"Student Government, School-based garden, EPIC Theater Ensemble"
M157,Functionally Accessible,347-450-5157,"Regents-prep Curricula, Four Years of Career Coursework with Three Career Pathways, Industry Certification, Career Days, Work Site Visits, Job Shadowing, Paid Internships and Apprenticeships, Daily Advisory Program, Small Group Tutoring, Student Leadership Development, Driver's Education. Language Classes: As we expand, we plan to offer Spanish and Spanish Native Language Arts. Advanced Placement Classes: As we expand, we plan to offer Biology, Calculus AB, Economics: Micro, English Language and Composition, and Physics.",1,10,M,9.0,"CTE, New School",111,,Then to New York City residents,,1017520022.0,-73.9410667,East Harlem,,10035,"The Urban Assembly School for Global Commerce (UASGC) provides students with a career-focused, college preparatory education in the business of global commerce. Our small size ensures that all students are well-known and strongly supported by their teachers both in and out of the classroom. Through frequent field trips and authentic career courses, students learn how to buy, sell and manage the shipment of goods around the world via planes, trains, ships and trucks, completing a full-time apprenticeship in their senior year. At UASGC, all students gain the knowledge, skills and industry certification to graduate with a Regents diploma, enter a two or four year college degree program or begin a high demand and lucrative career in the rapidly growing field of global commerce.",MANHATTAN,"Peer Mentoring, Young Women's Leadership Club, Young Men's Leadership Club, Industry/Business Mentors, Student Advisory Council, Skills USA, Future Business Leaders of America, National Honor Society, Key Club, Peer Tutoring, PM and Saturday School. As the school grows, we expect to offer JROTC programs for interested students."
X473,Not Accessible,718-402-0571,"Peer Education, Educational Counseling, Youth Development, College Now, Community Service, Internships and Internship Seminars, Day and Overnight College Trips, Small Group Advisories, Wireless Computer Network, Cooperative Learning Groups, Peer Mentoring, Project Discovery, Saturday Academy, Regents Preparation and subject specific courses, I Challenge Myself (ICM) Bike and Health Program, Math & Science Program (MSP) in New York City, Summer Search, Working Playground",1,12,X,9.0,,201,,Then to New York City residents,South Bronx Educational Campus,2023590240.0,-73.911633,Longwood,"Baseball & JV Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Indoor Track, Outdoor Track, Soccer, Volleyball",10455,"Mott Haven Village Prep provides students with opportunities for a higher education and a bright future. Our caring school environment gives students immediate and appropriate attention that supports personal progress and advances academic achievement. A challenging academic curriculum inspires students to rise above expected goals and reach for extraordinary excellence. A committed and energetic staff supports this embrace of distinction. Special programs in college readiness and cooperative learning, student-centered thematic units, community service, internships and teacher-student advisories build a solid foundation for future endeavors.",BRONX    ,"""No Place for Hate"" Program, Annual ""World's Fair"" Exhibition, Book Club, College Tours, Community Service, Dance, Discussion Groups, DJ Mixing, Literature Appreciation Program, Museum, Music Production, Newsletter, PSAT/SAT Prep, Readers in Residence, Special Events Committee, Spoken Word, Student Government, Student Leadership Retreats, Visual and Performing Arts Appreciation Program, Writers Club"
X368,Functionally Accessible,718-432-4300,"Students may receive CTE endorsement in the following area: Cisco; Other programs include: Mac & PC Platforms, Computer Repair (A+), Cisco Academy/Networking, Microsoft Office Certification, Computer Graphics, Graphic Design/Video Production, Virtual Enterprise International, Digital Photography, Dream Job, Web Page Design, Engineering, CollegeEd, Forensic Science, Regents Prep, After-school Tutoring, Global Video Conferencing for College Now & JumpStart; Internships, Job Shadowing, SMART Boards & multimedia projectors, video-conferencing with experts around the world, College Bound Initiative, Astronomy",1,12,X,6.0,,208,,Then to New York City residents,,2057160725.0,-73.9096954,Kingsbridge,"Baseball, Basketball",10463,"IN-Tech Academy is the magnet school for applied global technology serving a population of students in grades 6 through 12. We strive to give our students the knowledge needed to become independent learners and original thinkers. We use technology to organize, compile, analyze and create new information which will ensure success in our competitive technological world.",BRONX    ,"After-school Academic Enrichment in Mathematics, Art, Band, Dance, Digital Media, Drama, Guitar, Literacy and Robotics, Media, Microsoft Summer Challenge, MOUSE Squad, Music Appreciation, Musical Productions, National Honor Society, Robotics, School Newspaper, Student Government, Vocal Music, Web Design, Yearbook"
K667,Functionally Accessible,718-840-1900,"Advisory, Drop Everything and Read, Service Learning, Internships, Early College Courses through College Now, Psychology, Environmental Science, Chemistry, Forensic Science, Physiology and Pathology, Astronomy and Meteorology, Visual Art, Music, Dance and Media Studies, American Studies, Contemporary Global Issues, Writing Across the Curriculum",1,12,K,9.0,,307,,Then to Districts 15 and 20 students or residents,,3006880026.0,-74.0051783,Sunset Park,Basketball,11232,"Sunset Park High School is a diverse and inclusive school that prepares all students for post-secondary options and the challenging demands of a changing world. Our school is divided into three small learning communities that use teams of teachers to provide personal attention and Advisory to each student. Daily instruction builds foundational skills while focusing on the habits of critical thinking necessary for success in college and beyond. Our school is committed to college readiness, parent engagement and community involvement.",BROOKLYN ,"Art, Clay Workshop, Creative Writing, Dance, Film, Homework Help, Internship Program, Knitting, National Honor Society, Photography, SAT Prep, Student Government, Theater, Tutoring, Vocal Troupe, Yearbook"
Q650,Functionally Accessible,718-846-6280,"Themed/integrated curriculum and courses geared for college preparation, career opportunities, internships, mentoring, industry certification, postsecondary apprenticeship opportunities; Advisory Board; ACE Mentor Program; Skills USA; Honors courses that offer opportunities for Advanced Placement classes in the 11th or 12th grade and/or College Now (Psychology, Biology, Calculus, English, Statistics); Studio Art; Non-fiction writing",3,12,Q,9.0,CTE School,409,,,,4093810044.0,-73.841461,Ozone Park,"Baseball & JV Baseball, Basketball, Cricket, Cross Country, Indoor Track",11416,"High School for Construction Trades, Engineering and Architecture (CTEA) is a Career and Technical Education (CTE) high school preparing students for college, technical school, and/or apprenticeships in the fields of construction trades, engineering and architecture. The instructional program is supported by state-of-the art facilities that house specialized laboratories for computer-aided design, mechanical drafting, technical drawing, model building and construction technology, as well as electrical installation, digital electronics and engineering. We are partnered with many of New York City's finest construction, architecture and engineering companies, as well as non-profit organizations that support the overall work of our school and the unique experiences of students and teachers. Our school is committed to providing young men and women of diverse cultural, ethnic, and socio-economic backgrounds with a sense of belonging. This is conducted in an educational environment that allows them to explore their talents and interests while receiving a solid academic foundation that prepares them for post-secondary education, as well as careers in construction trades, engineering and architecture. The learning environment is specifically designed to promote academic achievement through the integration of the student's career interests while making connections of that learning to the world in which we live.",QUEENS   ,"Better Earth, Anime Manga, Architecture, Art, Chess, Community Service, SkillsUSA, Construction Challenge, Field Trips, Job Shadowing, Internships, Mentors, Music, National Honor Society, Philosophy, Portfolio Development, Robotics, Student Government, Yearbook"
Q167,Functionally Accessible,718-286-3500,"Four-day wilderness/backpacking adventure, Crew (small Advisory groups), Project-based learning, multiple opportunities for fieldwork. As we expand, we plan to have a Travel Abroad/Cultural Exchange Program and Science & Technology Enrichment Program (STEP).",1,11,Q,6.0,,406,,Then to Queens students or residents,Metropolitan Educational Campus,4038860800.0,-73.8557999,Forest Hills,"Baseball, Basketball, Volleyball",11375,"We follow the Expeditionary Learning model, in which students engage in learning expeditions and have multiple opportunities for hands-on learning. Students participate in fieldwork experiences with civic leaders, industry figures, and environmental scientists who take them outside of the classroom and give them a chance to experience the concepts they are learning. Students receive a strong background in science, technology and sustainability, and have many opportunities after school to apply the ideas learned in class to real-world projects.",QUEENS   ,"Back on Track, Community Service, Crew, ELA support, Health and Fitness, iMovie, Math support, Music, Newspaper, Outdoor Expeditions, Photography, Robotics, Strength and Conditioning, Student Government, Technology, Theatre, Visual Arts, Web Design, Yoga"
K547,Functionally Accessible,718-230-6363,"Field Studies and Project-based Learning, Humanities Curriculum, Science and Social Science Research, Advisories, Internship, College Now",1,12,K,9.0,,309,,Then to New York City residents,Prospect Heights Educational Campus,3011870001.0,-73.960668,Crown Heights,"Baseball, Basketball & JV Basketball, Cricket, Cross Country, Indoor Track, Outdoor Track, Soccer",11225,"Brooklyn Academy of Science and the Environment (BASE) is a small Brooklyn New Century High School. Our mission is to create an active learning community that addresses the needs of young people while embracing environmental science, environmental justice, urban ecology and science research. We use the resources of three campuses (Prospect Park, Brooklyn Botanic Garden and the physical plant of the school) to create a school that is engaging, academically challenging and personally meaningful to our students, their parents, faculty and administration, collaborating organizations and the wider community.",BROOKLYN ,"BASE After-school Learning Support Center, BASE Ambassadors, Chess, Dance, Drama, Food Club, Hair Club, Hiking Club, Junior Achievement, Learning Passport, Model United Nations, Movie Club, Music, Origami, Peer Leaders, Project Read, Recycling Club, Regents Prep Classes, Saturday Classes and Tutoring, Sports, Weight Training"
K429,Not Accessible,718-694-9741,"National and Junior National Honor Societies, Instrumental Music (Learn 1 of 14 Instruments), Drama, Modern Dance, Culinary Arts, Socratic Seminar, SAT Preparation, College Bound one-on one-College Counseling, International Travel Exchange, Advisory, Digital and Classic Visual Arts, Expeditionary Learning, Apple iLife and iWork, Web Design Computer Technology certification programs, Student Government, PLATO online learning, Blended Learning Model",1,12,K,6.0,,306,,Then to New York City residents,,3004020001.0,-73.9934966,BoCoCa,"Baseball, Basketball",11201,"The Brooklyn School for Global Studies is an oasis of learning for grades 6-12 committed to college and career readiness, 21st century learning, performing arts and the inculcation of character development, leadership, and community service. Our school has a uniform policy, is both safe and small, and focuses upon the education of the whole child. We are an iZone Apple school in good standing for federal and state accountability metrics with vibrant art, drama, dance, cinematography, and music programs. Join us for a personal tour of the building by contacting our parent coordinator Kibibi Oyo at 347-563-5393. The Brooklyn School for Global Studies: Illuminating the Path towards Authentic and Dynamic Academic Excellence in the Heart of Cobble Hill, Brooklyn.",BROOKLYN ,"Music: Learn an instrument!, Roundabout Theatre, Academic Enrichment/Intervention and Tutoring, Cheerleading, Chess, Computer Technology, Concert Band, Conflict Resolution, Culinary Arts, Debate Team, Drama, Expeditionary Learning, Graphic Design, Instrumental Music, International Travel, National Honor Society, National Junior Honor Society, Peer Mediation, Peer Tutoring, Poetry/Spoken Word, Student Government, Teen Esteem, Travel, Yearbook"
X511,Not Accessible,718-589-1590,"Small Group Advisory, Off-site and Project-based Learning, Portfolio Development, Career and College Counseling, Partnerships with Arts Institutions, Internships with organizations and businesses, and iLearn technology program Arts electives include: Studio Art, Graphic Design, Modern Dance and Ballet, Theater, and Creative Writing. As Bronx Envision expands, we will offer Advanced Placement and college courses, a music program, and additional sports and extracurricular programs based on our students' interests.",1,12,X,9.0,,203,,Then to New York City residents,Herman Ridder Educational Campus,2029390093.0,-73.8909833,East Morrisania,,10460,"At Bronx Envision Academy (BEA), imagination is the key to success. BEA empowers students by emphasizing artistic and academic achievement. Our arts electives include visual art, dance, creative writing, theater, and graphic design. Student success is promoted by teaching artists working alongside classroom teachers, collaborations with arts organizations and local businesses, and by defining a learning process in all academic disciplines that mirrors the artistic process. Dedicated to providing students with the resources necessary for their success, Bronx Envision Academy will enable students to graduate as creative and analytical thinkers ready for college and beyond.",BRONX    ,"Artist Residencies, Community Service Club, Dance Team, Ballet & Pointe Class, Digital Photography, Drumming, Health and Environment, Curatorial Program, Mural Painting, Japanese Culture and Anime Club, Fitness Club, Newspaper, Creative Writing, Restorative Justice Committee, Mock Trial & Debate, Gay-Straight Alliance, Vocal Team, Yoga."
X547,Functionally Accessible,718-292-4150,"Comprehensive arts program in Drama, Dance, Visual and Graphic Arts, and Music. Additionally, teaching artists and professional arts organizations have residencies in our school throughout the year providing students with hands-on arts experiences. Also, our Community-based Organization (CBO), East Side House Settlement, offers a variety of services, including attendance interventions, counseling, attendance incentives, extra learning time, credit recovery, and game time.",1,12,X,9.0,,204,,,Mott Haven Educational Campus,2024430078.0,-73.9236546,Concourse Village,"Baseball & JV Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Handball, Indoor Track, Outdoor Track, Soccer, Volleyball, Wrestling",10451,"In our state-of-the-art building, our students realize their potential in academics and creativity. Students learn through creative projects and hands-on activities. Students express themselves through our thriving visual art, dance, drama, and music programs. We offer individual attention, guidance, and tutorial assistance in the content areas. We offer additional support to students taking the Regents exams. We promote community involvement and activities, uniting staff, parents, and the community. We offer workshops for students and parents/guardians, as well as guidance and assistance with referrals to the agencies that serve their needs.",BRONX    ,"Ask-A-Teacher, Cheerleading, Dance Team, Drawing, Film, Homework Helpers, Painting, School Newspaper, Service Learning, Student Government, Theater, Tutoring, Water Color, Yearbook"
Q455,Not Accessible,718-595-8400,"Fine Arts (drawing, fashion, graphics, art electives); New York State-approved Career and Technical Education programs in New Media/E-Commerce and Architecture; Pre-Engineering; A+ Certification; Computer Repair; Microsoft Office Specialist (Access, Excel, PowerPoint and Word); Adobe Web Certification, Flash and Dreamweaver; IT Technology; Network Cabling; Robotics; Journalism; Guitar Classes; Piano Keyboard; Spanish Drama; Spanish Heritage; Chinese Heritage",4,12,Q,9.0,,404,Appointments can be arranged by calling 718-595-8550. Please arrive at Room 256 on time and be prepared as outlined above.,,Newtown Educational Campus,4018490001.0,-73.8739856,Elmhurst,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",11373,We are devoted to building a community of critical thinkers. We embrace diversity as an aid to learning and to the development of strong community spirit. We strive to produce graduates with a solid intellectual and ethical foundation. Our proud history of serving the community and our student body provides a school tradition that inspires and cultivates hard work and success.,QUEENS   ,"Arista, Art Portfolio, Art Shows, Bengali Club, Chess, Chinese, Concerts, Dance, Foreign Language Club, History Club, Key Club, Leadership Class, Literary Magazines, Math and Language Magazines, Mediation and Negotiation, Moot Court, Mu Alpha Theta (Math Honor Society), Multicultural Show, Photography, Poetry, Principal's Scholars, Robotics, School Play, Science Fair, Spanish Club, SPARK Peer Helpers, Student Organization, The Tower School Newspaper, Yearbook"
M425,Not Accessible,212-346-0007,"Syracuse University Project Advance: Students have the opportunity to earn Syracuse University credits in grades 11 and 12, College Now courses, Touro College courses in grades 11 and 12; Leadership, Community Service, Art, Chorus, Theater, Dance",1,12,M,9.0,,101,,,,1000510015.0,-74.0123657,Financial District,"Basketball, Soccer, Swimming",10006,"It is our belief that learning is within everyone's grasp and is everyone's right. Our staff exemplifies scholarship and a love of learning, and sets an example for excellence. We acknowledge our enormous responsibility for educating our students, working together with parents/guardians. The curriculum includes athletic, civic and social activities, connecting learning to life beyond the classroom. We believe that through the teaching/learning process we all grow and develop a deeper understanding of ourselves, others and our world.",MANHATTAN,"Art Studio, Band, Book Club, Chess, Chronos History, Community Service, Debate Team, Earth Day, Film, Gay/Straight Alliance, Greenclub, Internships, Kaplan SAT Preparation, Leadership Dance Team, Mentorship, Model United Nations, Moot Court and Mock Trial Teams, Musical Theatre, National Honor Society, Participation in lower Manhattan activities, Percussion, Poetry Club, REACH Advanced Placement Program, Runners, School Newspaper, Student Government, Yearbook"
K569,Functionally Accessible,718-629-1204,"3 times a year students host parents for student led conferences to show their best work and set goals for personal growth. This hallmark of our school builds terrific public speaking skills and self-confidence. All students attend a 5-day Adventure Course during 9th grade to build school culture and promote strong individual leadership development, a trip that alumni call “life changing."" Families follow up-to-date academic progress anywhere using online grading system. Students complete a senior thesis that both teaches college level research skills and promotes students taking action on local issues, which alumni call ""transformative."" College credit is earned through College Now.",1,12,K,9.0,,317,,,Samuel J. Tilden Educational Campus,3047420001.0,-73.922202,East Flatbush,"Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Outdoor Track, Soccer",11203,"The Kurt Hahn Expeditionary Learning School provides a challenging project-based academic curriculum in a supportive environment and prepares students to be our next generation of informed, skilled and courageous leaders. Students engage in a wide range of real-world experiences through a 5-day Outward Bound adventure course, frequent out-of-school fieldwork opportunities in academic classes, public sharing of portfolio work and Crew, a community-based leadership class. Intensive “Explore Week” courses throughout the year introduce students to college and career opportunities. Students, families and staff are committed to academic achievement, leadership development and public service.",BROOKLYN ,"Digital Video Production, Sculpture, Painting and Graphics Arts Program, Meditation, Digital Music and Animation Training, Girls Empowerment Group, Kurt Hahn ""Chronicle"" (Newspaper), Kurt Hahn Radio, Kurt Hahn TV (all linked to school website), Opening Act Drama, Outdoor Adventure, Peer Mediation, Peer Tutoring, Rock Climbing, Student Activities Committee, Brotherhood Young Men's Mentoring Program, Iron Chef Cooking Club, New York Cares Community Service Club, Student Activism Club, Poetry Slam, Gardening Program, Animal Rescue Group, Yearbook"
K586,Not Accessible,718-782-0918,"Field Study Trips throughout New York City, Elective Classes, Arts, Dance, Advisory",1,12,K,6.0,,301,,,,3030250001.0,-73.943723,Williamsburg,"Baseball, Basketball & JV Basketball, Fencing, Soccer",11206,"Lyons Community School provides a broad, stimulating experience in the liberal arts, preparing students for college, healthy adulthood, and lifelong learning. Our Field Studies program integrates weekly field trips for all students into a challenging Regents-based curriculum. Students have regular conferences with their faculty advisor in order to discuss academic goals and progress. A wide array of elective classes allows students to pursue their individual academic interests and goals. Courses taught by visiting artists and a solid physical wellness program (including sports, fitness and dance) support our mission of building ""mens sana in corpore sano"" - a sound mind in a sound body.",BROOKLYN ,"Chess, Community Service, Dance, Homework Help, Justice Panel, Library, Music, Newspaper, Peer Mediation, Peer Tutoring, Rush Teens (arts program), Step, Theater, Yearbook"
Q415,Not Accessible,718-279-6500,"DaVinci Science and Math Institute, Mentor Law and Humanities Institute, Journalism and Media Studies, Performing Dance, Science Olympiad and Envirothon Competition, Physical Science Research, Math Team for New York State Math League, Math Research, Debate Team, Mock Trial, Senior Thesis, Creative Writing, Play Production, Media Studies, Band, Orchestra, Chorus, Guitar, College Now at Queens College and Queensborough Community College, St. John's College Advantage",5,12,Q,9.0,,411,2013 Performing Dance (Q16K) Audition Dates,,,4075290001.0,-73.7553213,Bayside,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football & JV Football, Golf, Handball, Indoor Track, Lacrosse & JV Lacrosse, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",11364,"We are a school of excellence and a school with a heart. College and career preparation for all students is our goal. We offer intensive writing instruction, many advanced and specialty courses and extensive athletic, arts and extracurricular programs.",QUEENS   ,"Arista, Leaders, Yearbook, The Verdict, American Red Cross, International Key Club, Future Business Leaders of America, Bumblebee, Health Occupation Students, Chamber Orchestra, Jazz Band, Science Olympiad, Science Newsletter, Badminton, Black Student Union, Chess, Chinese Club, Christian Seekers, Community Service, Cricket, Debate, Fitness Team, French Club, Gay-Straight Alliance, Jewish Student Union, Korean Club, Mock Trial, Muslim Students Association, South Asian Culture, Stage Crew, Balloon Twisting Club, Table Tennis, Model UN, Anime, A Cappella, Ukulele Club, Autism Speaks, Teens Against Bullying"
M292,Not Accessible,212-406-9411,"Global/International Studies in core subjects, Literacy block schedule, Personalized instruction in small classes, Student Advisories, International travel opportunities, After-school program focused on youth leadership",1,12,M,6.0,,103,,Then to Manhattan students or residents,,1002690041.0,-73.9853212,Lower East Side,Basketball,10002,"Henry Street School for International Studies is a unique small school founded by Asia Society. While in pursuit of knowledge about other world regions, including their histories, economies and world languages, students simultaneously acquire the knowledge and skills to prepare for college and/or careers. Teachers and other adults who make up the learning community forge supportive relationships with students and parents while providing challenging and engaging learning experiences. Our school partners with various community, arts, and business organizations to help students meet success. Our theme of international studies extends beyond the classroom, where students participate in ongoing “Advisory Day Out” excursions where the multiculturalism of NYC becomes the classroom.",MANHATTAN,"Math through Card Play, Poetry Club, Drama Club, Big Brothers/Big Sisters, Student Government, Future Project"
M507,Not Accessible,212-246-1041,"Digital Design & Animation, Information Technology & Systems, Software Engineering & Programming, Video Production & Editing, Interdisciplinary Technology Projects, Creating an ePortfolio, College Visits, Partner Site Visits/Project Days, College & Career Project-based Advisories, free college through College Now with Borough of Manhattan Community College, Baruch & Hunter Colleges, National Honors Society, Work-based Learning Partnerships including Channel Thirteen, Polytechnic Institute of New York University, Hospital for Special Surgery, Iridescent Learning, Educational Video Center, Internship opportunities with corporate partners, Career Day, Summer Opportunities Fair, Peer Mentors",1,12,M,9.0,CTE School,104,,Then to New York City residents,Graphics Educational Campus,1010590015.0,-73.9911482,Hell's Kitchen,"Baseball, Basketball, Bowling, Handball, Outdoor Track",10019,"Our mission is to engage students through inventive problem-solving that integrates exciting technological innovations and the habits of mind that prepare them for college, careers, and life. Our graduates will be innovative thinkers able to use and apply cutting-edge technology. Graduates will be both college and career ready, prepared in one of the three following fields: Digital Animation and Design, Information Technology & Systems, or Software Engineering & Programming. In addition to these specialized areas, students will engage in other fun and innovative technologies, including video filming and editing, audio production, engineering, gaming, software design, and robotics. Teaching and learning take place in a technology-rich environment with laptops available during and after school.",MANHATTAN,"Individualized Peer and Teacher Tutoring, 3-D Modeling, Big Brothers Big Sisters (American Express), CoderDojo, Cooking Club, Drama, Film Production, Gamer Haven, Homework Help, Martial Arts, MMO 3.0 (Massive Multiplayer Online Games) Club, Math Club, Media Crew, Men of Strength, Moth StorySlam, MOUSE Squad - Beginner and Advanced, Regents Preparation, Robotics, JROTC, Skateboarding with Stoke, Student Government, Technovation Challenge (App-Design for Girls), Yearbook"
M412,Functionally Accessible,212-691-6119,"All classes value and teach skills of social and emotional learning; College Now, Methods of Inquiry Qualitative Research course, Human Rights Studies course, Twelfth grade culminates in interdisciplinary Keystone Project; Peer Advisory (older students mentor incoming 9th graders), Tenth grade Advisory, Eleventh and twelfth grade college Advisory",1,12,M,9.0,,104,,,,1007410010.0,-74.0024998,Chelsea,"Baseball, Basketball, Cross Country, Golf, Indoor Track, Soccer",10011,"Collaboration is the key element upon which all of our academic work rests. Students are expected to work in groups, to be reflective of their own and of others' work, to take responsibility for advocating for their own needs and the needs of others, and to support the school community through seriousness of purpose, ongoing engagement and respect for all.",MANHATTAN,"Asian Cultural Club, Black Alliance, Chorus, Classic Literature, Dance, Feminist Focus, Gay-Straight Alliance, Girls Learn International, Graphic Arts, Group Green Club, Instrumental Music, Jewish Cultural Club, Lab Theater Company, Learn Japanese, Literary Magazines, Middle East Studies, Model United Nations, Newspaper, Open Studio Art Workshops, Peer Advisors, Photography, Stand Up to Bullying, Social Action, Student Ambassadors, Student Government, Student Publications, Tech Team"
X241,Functionally Accessible,718-466-7800,"College Now (Hostos Community College), Gaining Early Awareness and Readiness for Undergraduate Programs (GEAR UP) - a comprehensive 7-year College Readiness Program; SAT/ACT Test Preparation, College Counseling, Workplace Internships, Careers in the Mathematical Sciences, Mentoring, Advisory System",1,12,X,6.0,,203,,Then to Bronx students or residents,,2029130001.0,-73.901765,Claremont Village,"Baseball, Basketball, Cross Country, Wrestling",10457,"The Urban Assembly School for Applied Math and Science strives to develop and prepare all of our students to become compassionate, critical thinkers capable of successful pursuits after high school. We expect that all of our students will be prepared for college-level study and will be equipped with the skills to make solid career choices. We operate on the premise that critical thinkers, as they attempt to make sense of the world around them, are led quite naturally to mathematics and that applied mathematics can be a powerful unifying force in the school experience. The mathematical sciences are celebrated at this school.",BRONX    ,"Art Club (Ceramics, Chess, Community Service Projects, Dance (Classical, Digital, Drama, Graphic), Hip-Hop, Japanese, Jazz, Literature Circles, Math League, Mock Trial, Music (Instrumental, Peer Counseling, Piano, Production, Robotics, Siemens Science Research Class, Step), Student Advisory, Student Government, Student Newspaper, Tutoring, Visual Arts, Vocal), Wilderness/Camping."
K745,Not Accessible,718-221-1097,"iZone and iLearnNYC School, Institute of Student Achievement School, Global Kids, Extended Day, Technology, College Counseling, Small Group Advisory, Town Hall Meetings, Saturday Academy, Tutoring, Music, Art, Dance, Leadership, Theatre, Community Service; As the school expands, we plan to offer AP courses.",1,11,K,9.0,,309,,Then to New York City residents,George Wingate Educational Campus,3048110001.0,-73.943838,Prospect-Lefferts Gardens,"Baseball & JV Baseball, Basketball, Bowling, Cross Country, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",11203,"The Brooklyn Institute for Liberal Arts is an ideal school for students who want a solid academic foundation so that they can be prepared for college. Our inquiry-based approach to a rigorous, standards-based liberal arts curriculum and our collaborative approach to the learning environment ensure that our students have the academic knowledge and skills necessary to succeed in college. In addition to being an iZone school which offers students the opportunity to take courses online, we have a student Advisory program, a 9th grade college prep program, and challenging electives and programs that develop the whole student.",BROOKLYN ,"Choir, Dance, Honor Society, School Magazine, Speech/Debate, Student Government, Technology."
