source_relation,amazon_order_id,order_item_id,asin,seller_sku,title,product_info_detail_number_of_items,scheduled_delivery_start_date,scheduled_delivery_end_date,quantity_ordered,quantity_shipped,item_price_amount,item_price_currency_code,item_tax_amount,item_tax_currency_code,shipping_discount_amount,shipping_discount_currency_code,shipping_discount_tax_amount,shipping_discount_tax_currency_code,shipping_price_amount,shipping_price_currency_code,shipping_tax_amount,shipping_tax_currency_code,promotion_discount_amount,promotion_discount_currency_code,promotion_discount_tax_amount,promotion_discount_tax_currency_code,condition_id,condition_note,condition_subtype_id,buyer_requested_cancel_reason,is_buyer_requested_cancel,deemed_reseller_category,ioss_number,is_gift,is_transparency,is_serial_number_required,store_chain_store_id,tax_collection_model,tax_collection_responsible_party
amazon_selling_partner.public,ORDER00137,ITEM00199,B0E7STG5122,SKU-3844,Phone Case,8,2025-01-23,2025-02-02,10,2,100.980000,USD,10.470000,,3.360000,USD,1.430000,USD,7.050000,USD,3.960000,USD,7.950000,USD,2.770000,USD,Used,Note for condition 22,Refurbished,Delayed delivery,t,IOSS,IOSS-12197,t,t,t,Store-76,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00137,ITEM00200,B0E7STG1987,SKU-3187,Bluetooth Speaker,1,2025-01-27,2025-01-29,1,0,130.900000,USD,33.980000,,0.110000,USD,1.610000,USD,0.230000,USD,3.340000,USD,3.980000,USD,4.580000,USD,Used,Note for condition 29,Very Good,Found cheaper,t,IOSS,IOSS-86958,f,t,f,Store-2,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00137,ITEM00201,B0E7STG2156,SKU-5620,Bluetooth Speaker,9,2025-01-26,2025-01-30,10,5,332.950000,USD,6.500000,,9.770000,USD,1.290000,USD,19.810000,USD,3.510000,USD,10.360000,USD,3.690000,USD,Club,Note for condition 53,New,Delayed delivery,f,UOSS,IOSS-29635,t,f,f,Store-89,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00138,ITEM00202,B0E7STG7716,SKU-5372,Phone Case,1,2025-01-26,2025-02-01,7,5,343.720000,USD,41.870000,,-4000.220000,USD,0.010000,USD,-1000.540000,USD,-3123.690000,USD,-19.200000,USD,3000.870000,USD,New,Note for condition 2,Very Good,Changed mind,f,IOSS,IOSS-98378,f,t,t,Store-91,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00138,ITEM00203,B0E7STG4927,SKU-2336,Phone Case,7,2025-01-28,2025-02-01,1,0,230.350000,USD,14.320000,,0.140000,USD,0.210000,USD,11.350000,USD,0.730000,USD,19.820000,USD,-3001.970000,USD,New,Note for condition 5,Club,Delayed delivery,f,IOSS,IOSS-95905,t,t,f,Store-47,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00138,ITEM00204,B0E7STG5949,SKU-8066,Bluetooth Speaker,4,2025-01-24,2025-02-02,1,0,210.370000,USD,46.740000,,4.480000,USD,1.450000,USD,19.770000,USD,2.160000,USD,2.750000,USD,4.480000,USD,Used,Note for condition 20,Warranty,Delayed delivery,f,IOSS,IOSS-40234,t,t,f,Store-23,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00139,ITEM00205,B0E7STG5572,SKU-6072,Wireless Mouse,9,2025-01-28,2025-02-01,1,1,416.830000,USD,9.920000,,9.480000,USD,0.360000,USD,2.640000,USD,2.350000,USD,3.830000,USD,2.620000,USD,Preorder,Note for condition 67,Mint,Found cheaper,t,UOSS,IOSS-89393,f,f,f,Store-60,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00139,ITEM00206,B0E7STG3271,SKU-2630,Wireless Mouse,9,2025-01-28,2025-01-29,3,2,235.000000,USD,31.730000,,7.890000,USD,0.950000,USD,10.860000,USD,3.150000,USD,7.060000,USD,1.050000,USD,Refurbished,Note for condition 48,Refurbished Warrnty,Delayed delivery,t,UOSS,IOSS-49580,f,f,f,Store-36,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00139,ITEM00207,B0E7STG4253,SKU-6982,Laptop Stand,3,2025-01-27,2025-01-30,5,5,11.330000,USD,32.600000,,1.830000,USD,1.760000,USD,12.870000,USD,4.390000,USD,14.460000,USD,0.250000,USD,Used,Note for condition 27,New,Found cheaper,f,IOSS,IOSS-61231,f,f,f,Store-4,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00140,ITEM00208,B0E7STG1958,SKU-3342,Bluetooth Speaker,6,2025-01-26,2025-01-29,8,4,12.340000,USD,32.120000,,6.560000,USD,1.810000,USD,1.390000,USD,0.530000,USD,11.720000,USD,0.730000,USD,Preorder,Note for condition 69,Acceptable,Delayed delivery,f,UOSS,IOSS-58852,f,f,t,Store-84,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00140,ITEM00209,B0E7STG3181,SKU-9676,Bluetooth Speaker,4,2025-01-26,2025-01-30,9,9,28.560000,USD,29.400000,,2.330000,USD,1.180000,USD,11.890000,USD,0.100000,USD,18.730000,USD,0.470000,USD,Club,Note for condition 11,Any,Changed mind,t,IOSS,IOSS-90169,t,f,t,Store-74,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00140,ITEM00210,B0E7STG5293,SKU-1744,Wireless Mouse,9,2025-01-28,2025-01-29,1,0,477.540000,USD,22.510000,,7.890000,USD,0.950000,USD,10.860000,USD,3.150000,USD,7.060000,USD,1.050000,USD,Refurbished,Note for condition 48,Refurbished Warrnty,Delayed delivery,t,UOSS,IOSS-49580,f,f,f,Store-36,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00141,ITEM00211,B0E7STG1037,SKU-2605,Wireless Mouse,5,2025-01-23,2025-01-31,8,0,344.630000,USD,48.830000,,5.770000,USD,0.650000,USD,14.960000,USD,2.940000,USD,8.060000,USD,2.720000,USD,Preorder,Note for condition 68,Very Good,Changed mind,f,UOSS,IOSS-28124,f,t,f,Store-77,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00141,ITEM00212,B0E7STG5418,SKU-8000,Wireless Mouse,1,2025-01-23,2025-01-29,3,1,386.430000,USD,4.490000,,6.960000,USD,0.760000,USD,7.180000,USD,4.290000,USD,18.610000,USD,1.410000,USD,Used,Note for condition 41,Mint,Found cheaper,f,IOSS,IOSS-82549,t,t,f,Store-80,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00142,ITEM00213,B0E7STG9224,SKU-6427,Bluetooth Speaker,5,2025-01-28,2025-02-01,4,4,406.280000,USD,40.130000,,4.420000,USD,1.630000,USD,18.510000,USD,0.460000,USD,16.130000,USD,1.480000,USD,Preorder,Note for condition 82,Acceptable,Found cheaper,f,UOSS,IOSS-11370,f,f,t,Store-81,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00143,ITEM00214,B0E7STG5483,SKU-1018,Wireless Mouse,7,2025-01-25,2025-01-29,3,1,408.570000,USD,47.740000,,4.850000,USD,1.740000,USD,16.330000,USD,0.440000,USD,16.150000,USD,3.670000,USD,Refurbished,Note for condition 49,Refurbished,Changed mind,t,UOSS,IOSS-78419,t,f,f,Store-48,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00144,ITEM00215,B0E7STG6467,SKU-3262,Bluetooth Speaker,4,2025-01-24,2025-01-29,2,1,441.690000,USD,30.520000,,7.800000,USD,0.660000,USD,1.030000,USD,2.320000,USD,13.850000,USD,2.310000,USD,Used,Note for condition 30,Acceptable,Changed mind,t,IOSS,IOSS-41846,f,t,f,Store-84,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00144,ITEM00216,B0E7STG9181,SKU-5554,Phone Case,9,2025-01-25,2025-02-02,8,4,275.770000,USD,26.560000,,7.610000,USD,0.670000,USD,19.400000,USD,4.800000,USD,3.150000,USD,3.730000,USD,Used,Note for condition 44,Poor,Changed mind,f,UOSS,IOSS-72636,f,f,t,Store-66,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00144,ITEM00217,B0E7STG7861,SKU-6702,Bluetooth Speaker,4,2025-01-24,2025-01-29,6,0,86.520000,USD,35.370000,,7.800000,USD,0.660000,USD,1.030000,USD,2.320000,USD,13.850000,USD,2.310000,USD,Used,Note for condition 30,Acceptable,Changed mind,t,IOSS,IOSS-41846,f,t,f,Store-84,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00145,ITEM00218,B0E7STG4206,SKU-8257,Laptop Stand,10,2025-01-25,2025-02-02,2,0,404.820000,USD,19.300000,,0.820000,USD,1.640000,USD,19.350000,USD,1.050000,USD,10.820000,USD,1.070000,USD,Collectible,Note for condition 90,Any,Changed mind,t,UOSS,IOSS-81335,f,t,t,Store-77,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00145,ITEM00219,B0E7STG8759,SKU-8110,Bluetooth Speaker,7,2025-01-23,2025-01-31,3,3,204.910000,USD,20.180000,,1000.010000,USD,1000.130000,USD,1700.760000,USD,2111.190000,USD,3000.750000,USD,-0.320000,USD,New,Note for condition 1,Mint,Found cheaper,t,IOSS,IOSS-11208,f,f,t,Store-83,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00145,ITEM00220,B0E7STG4063,SKU-3966,Wireless Mouse,4,2025-01-24,2025-01-31,6,2,496.240000,USD,24.610000,,3.190000,USD,0.410000,USD,4.290000,USD,0.400000,USD,0.370000,USD,4.340000,USD,New,Note for condition 6,OEM,Found cheaper,t,IOSS,IOSS-74555,f,f,f,Store-92,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00145,ITEM00221,B0E7STG6072,SKU-9986,Wireless Mouse,5,2025-01-23,2025-01-31,5,5,203.390000,USD,47.650000,,5.770000,USD,0.650000,USD,14.960000,USD,2.940000,USD,8.060000,USD,2.720000,USD,Preorder,Note for condition 68,Very Good,Changed mind,f,UOSS,IOSS-28124,f,t,f,Store-77,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00145,ITEM00222,B0E7STG4529,SKU-6737,Wireless Mouse,7,2025-01-24,2025-01-31,5,4,293.470000,USD,47.900000,,1.840000,USD,0.420000,USD,2.010000,USD,1.870000,USD,1.450000,USD,1.790000,USD,Refurbished,Note for condition 46,OEM,Changed mind,f,UOSS,IOSS-16200,f,t,f,Store-82,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00146,ITEM00223,B0E7STG8599,SKU-9895,Phone Case,1,2025-01-28,2025-01-31,2,0,73.740000,USD,44.240000,,0.360000,USD,0.820000,USD,0.940000,USD,0.320000,USD,16.330000,USD,4.420000,USD,Preorder,Note for condition 72,OEM,Found cheaper,t,UOSS,IOSS-18437,f,f,f,Store-74,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00146,ITEM00224,B0E7STG5967,SKU-3995,Laptop Stand,5,2025-01-28,2025-01-31,8,8,164.310000,USD,31.390000,,3.590000,USD,0.930000,USD,0.930000,USD,0.860000,USD,2.860000,USD,4.330000,USD,Collectible,Note for condition 85,OEM,Changed mind,f,UOSS,IOSS-86561,f,f,f,Store-74,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00146,ITEM00225,B0E7STG5747,SKU-6203,Phone Case,10,2025-01-27,2025-02-01,8,8,94.160000,USD,34.040000,,0.950000,USD,1.110000,USD,17.010000,USD,4.460000,USD,17.250000,USD,3.850000,USD,Refurbished,Note for condition 61,Refurbished Warrnty,Delayed delivery,f,UOSS,IOSS-57917,t,f,f,Store-62,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00146,ITEM00226,B0E7STG7871,SKU-3573,Bluetooth Speaker,3,2025-01-28,2025-01-31,5,2,330.320000,USD,15.900000,,7.150000,USD,0.040000,USD,10.580000,USD,4.920000,USD,7.760000,USD,4.160000,USD,Collectible,Note for condition 73,Warranty,Found cheaper,f,UOSS,IOSS-18091,f,t,t,Store-80,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00146,ITEM00227,B0E7STG4185,SKU-8423,Laptop Stand,1,2025-01-25,2025-01-29,7,3,346.530000,USD,32.300000,,2.690000,USD,0.330000,USD,1.110000,USD,0.890000,USD,9.150000,USD,3.590000,USD,Preorder,Note for condition 63,Open Box,Delayed delivery,f,UOSS,IOSS-63406,f,f,t,Store-75,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00147,ITEM00228,B0E7STG9071,SKU-7518,Bluetooth Speaker,3,2025-01-28,2025-02-02,2,0,101.600000,USD,15.560000,,6.610000,USD,0.860000,USD,17.200000,USD,1.160000,USD,3.150000,USD,2.230000,USD,Collectible,Note for condition 77,Any,Delayed delivery,t,UOSS,IOSS-65398,t,f,t,Store-53,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00147,ITEM00229,B0E7STG9484,SKU-1753,Wireless Mouse,7,2025-01-25,2025-01-29,7,4,482.850000,USD,18.570000,,4.850000,USD,1.740000,USD,16.330000,USD,0.440000,USD,16.150000,USD,3.670000,USD,Refurbished,Note for condition 49,Refurbished,Changed mind,t,UOSS,IOSS-78419,t,f,f,Store-48,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00147,ITEM00230,B0E7STG2466,SKU-7073,Bluetooth Speaker,3,2025-01-28,2025-02-02,9,4,292.120000,USD,13.600000,,6.610000,USD,0.860000,USD,17.200000,USD,1.160000,USD,3.150000,USD,2.230000,USD,Collectible,Note for condition 77,Any,Delayed delivery,t,UOSS,IOSS-65398,t,f,t,Store-53,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00147,ITEM00231,B0E7STG3632,SKU-4484,Bluetooth Speaker,3,2025-01-28,2025-01-29,1,0,332.960000,USD,13.160000,,-9.080000,USD,-0.940000,USD,-4.520000,USD,-2.850000,USD,11.010000,USD,-3.030000,USD,New,Note for condition 0,New,Delayed delivery,f,IOSS,IOSS-43539,f,f,t,Store-78,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00148,ITEM00232,B0E7STG5481,SKU-9807,Bluetooth Speaker,10,2025-01-26,2025-02-01,4,0,396.880000,USD,5.320000,,3.210000,USD,0.430000,USD,4.830000,USD,2.980000,USD,9.550000,USD,4.850000,USD,Collectible,Note for condition 79,New,Changed mind,t,UOSS,IOSS-85635,f,f,f,Store-9,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00148,ITEM00233,B0E7STG4557,SKU-3558,Phone Case,7,2025-01-23,2025-02-02,4,4,122.230000,USD,19.880000,,6.830000,USD,1.240000,USD,13.880000,USD,3.630000,USD,2.650000,USD,4.890000,USD,Used,Note for condition 28,Mint,Found cheaper,t,IOSS,IOSS-43779,f,f,t,Store-39,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00148,ITEM00234,B0E7STG1039,SKU-4482,Laptop Stand,2,2025-01-24,2025-01-30,3,2,151.830000,USD,1.560000,,0.300000,USD,0.450000,USD,14.740000,USD,3.280000,USD,0.710000,USD,1.550000,USD,Refurbished,Note for condition 57,Poor,Changed mind,t,UOSS,IOSS-46900,t,f,t,Store-23,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00148,ITEM00235,B0E7STG3659,SKU-5646,Bluetooth Speaker,9,2025-01-24,2025-01-30,1,0,188.570000,USD,6.710000,,3.490000,USD,0.530000,USD,3.390000,USD,4.730000,USD,11.210000,USD,1.350000,USD,New,Note for condition 9,Refurbished,Found cheaper,t,IOSS,IOSS-67162,t,f,f,Store-52,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00148,ITEM00236,B0E7STG5733,SKU-2126,Phone Case,3,2025-01-27,2025-01-31,4,4,424.500000,USD,40.780000,,8.410000,USD,0.040000,USD,14.350000,USD,0.530000,USD,5.290000,USD,3.040000,USD,New,Note for condition 10,Open Box,Delayed delivery,f,IOSS,IOSS-63914,t,f,t,Store-54,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00149,ITEM00237,B0E7STG9337,SKU-9068,Phone Case,6,2025-01-28,2025-01-31,2,2,320.550000,USD,16.450000,,0.020000,USD,1.280000,USD,7.970000,USD,1.260000,USD,10.110000,USD,4.690000,USD,Club,Note for condition 55,Very Good,Changed mind,t,UOSS,IOSS-54204,f,t,f,Store-13,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00149,ITEM00238,B0E7STG9318,SKU-9268,Wireless Mouse,7,2025-01-24,2025-01-31,8,3,398.100000,USD,9.420000,,1.840000,USD,0.420000,USD,2.010000,USD,1.870000,USD,1.450000,USD,1.790000,USD,Refurbished,Note for condition 46,OEM,Changed mind,f,UOSS,IOSS-16200,f,t,f,Store-82,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00149,ITEM00239,B0E7STG5627,SKU-7335,Bluetooth Speaker,5,2025-01-23,2025-01-31,8,6,107.000000,USD,24.450000,,3.060000,USD,0.680000,USD,16.430000,USD,0.620000,USD,17.450000,USD,3.680000,USD,Club,Note for condition 93,Mint,Found cheaper,t,UOSS,IOSS-23538,f,t,f,Store-2,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00150,ITEM00240,B0E7STG1830,SKU-2245,Wireless Mouse,2,2025-01-24,2025-02-01,5,5,350.790000,USD,1.870000,,3.240000,USD,1.050000,USD,13.700000,USD,3.400000,USD,19.920000,USD,1.810000,USD,Used,Note for condition 37,Open Box,Found cheaper,t,IOSS,IOSS-77124,f,t,t,Store-32,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00150,ITEM00241,B0E7STG9886,SKU-2270,Bluetooth Speaker,6,2025-01-24,2025-02-02,6,5,147.540000,USD,28.510000,,1.230000,USD,1.950000,USD,14.050000,USD,1.520000,USD,18.790000,USD,1.290000,USD,Used,Note for condition 35,Refurbished Warrnty,Delayed delivery,t,IOSS,IOSS-23883,t,f,f,Store-2,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00150,ITEM00242,B0E7STG7051,SKU-4058,Bluetooth Speaker,9,2025-01-24,2025-01-30,6,1,312.960000,USD,18.390000,,3.490000,USD,0.530000,USD,3.390000,USD,4.730000,USD,11.210000,USD,1.350000,USD,New,Note for condition 9,Refurbished,Found cheaper,t,IOSS,IOSS-67162,t,f,f,Store-52,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00151,ITEM00243,B0E7STG4387,SKU-9150,Phone Case,7,2025-01-23,2025-02-02,6,0,38.940000,USD,38.440000,,6.830000,USD,1.240000,USD,13.880000,USD,3.630000,USD,2.650000,USD,4.890000,USD,Used,Note for condition 28,Mint,Found cheaper,t,IOSS,IOSS-43779,f,f,t,Store-39,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00151,ITEM00244,B0E7STG7181,SKU-3682,Phone Case,5,2025-01-26,2025-01-30,3,3,69.430000,USD,20.870000,,7.080000,USD,0.250000,USD,0.260000,USD,2.710000,USD,3.120000,USD,0.860000,USD,New,Note for condition 15,Very Good,Found cheaper,f,IOSS,IOSS-27259,t,t,f,Store-82,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00151,ITEM00245,B0E7STG3301,SKU-2867,Bluetooth Speaker,5,2025-01-28,2025-02-01,5,4,314.930000,USD,1.930000,,4.420000,USD,1.630000,USD,18.510000,USD,0.460000,USD,16.130000,USD,1.480000,USD,Preorder,Note for condition 82,Acceptable,Found cheaper,f,UOSS,IOSS-11370,f,f,t,Store-81,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00151,ITEM00246,B0E7STG5021,SKU-6596,Phone Case,6,2025-01-25,2025-02-01,7,6,276.570000,USD,2.880000,,2.150000,USD,0.740000,USD,9.170000,USD,4.960000,USD,18.920000,USD,1.760000,USD,Used,Note for condition 42,Very Good,Changed mind,t,IOSS,IOSS-36633,f,f,t,Store-80,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00151,ITEM00247,B0E7STG2103,SKU-3121,Wireless Mouse,5,2025-01-23,2025-01-31,6,0,245.510000,USD,32.810000,,5.770000,USD,0.650000,USD,14.960000,USD,2.940000,USD,8.060000,USD,2.720000,USD,Preorder,Note for condition 68,Very Good,Changed mind,f,UOSS,IOSS-28124,f,t,f,Store-77,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00152,ITEM00248,B0E7STG1392,SKU-8709,Wireless Mouse,4,2025-01-24,2025-01-31,9,8,373.230000,USD,25.380000,,3.190000,USD,0.410000,USD,4.290000,USD,0.400000,USD,0.370000,USD,4.340000,USD,New,Note for condition 6,OEM,Found cheaper,t,IOSS,IOSS-74555,f,f,f,Store-92,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00152,ITEM00249,B0E7STG8838,SKU-5820,Bluetooth Speaker,6,2025-01-28,2025-01-31,4,4,305.310000,USD,20.300000,,9.810000,USD,0.790000,USD,6.440000,USD,1.720000,USD,2.910000,USD,0.830000,USD,Club,Note for condition 91,Other,Delayed delivery,f,UOSS,IOSS-86984,t,t,f,Store-82,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00152,ITEM00250,B0E7STG1341,SKU-5288,Wireless Mouse,4,2025-01-24,2025-01-31,7,6,303.290000,USD,8.900000,,3.190000,USD,0.410000,USD,4.290000,USD,0.400000,USD,0.370000,USD,4.340000,USD,New,Note for condition 6,OEM,Found cheaper,t,IOSS,IOSS-74555,f,f,f,Store-92,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00152,ITEM00251,B0E7STG4712,SKU-7466,Wireless Mouse,3,2025-01-27,2025-02-01,2,0,12.480000,USD,32.000000,,1.720000,USD,0.150000,USD,13.190000,USD,1.660000,USD,7.450000,USD,0.350000,USD,Refurbished,Note for condition 60,Warranty,Changed mind,f,UOSS,IOSS-74046,t,f,t,Store-89,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00152,ITEM00252,B0E7STG8980,SKU-4340,Laptop Stand,3,2025-01-27,2025-01-30,1,1,48.490000,USD,49.390000,,1.830000,USD,1.760000,USD,12.870000,USD,4.390000,USD,14.460000,USD,0.250000,USD,Used,Note for condition 27,New,Found cheaper,f,IOSS,IOSS-61231,f,f,f,Store-4,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00153,ITEM00253,B0E7STG4252,SKU-8346,Bluetooth Speaker,6,2025-01-28,2025-02-02,5,5,407.490000,USD,31.760000,,5.180000,USD,1.410000,USD,8.870000,USD,4.050000,USD,8.220000,USD,1.530000,USD,Club,Note for condition 14,Mint,Found cheaper,f,IOSS,IOSS-15530,t,f,t,Store-45,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00153,ITEM00254,B0E7STG4293,SKU-7263,Phone Case,7,2025-01-24,2025-02-01,7,4,416.490000,USD,44.210000,,0.150000,USD,1.450000,USD,1.000000,USD,4.080000,USD,7.560000,USD,2.750000,USD,New,Note for condition 19,OEM,Changed mind,t,IOSS,IOSS-91076,t,f,t,Store-71,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00153,ITEM00255,B0E7STG1785,SKU-5177,Laptop Stand,1,2025-01-25,2025-01-29,6,3,466.180000,USD,40.830000,,2.690000,USD,0.330000,USD,1.110000,USD,0.890000,USD,9.150000,USD,3.590000,USD,Preorder,Note for condition 63,Open Box,Delayed delivery,f,UOSS,IOSS-63406,f,f,t,Store-75,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00153,ITEM00256,B0E7STG8808,SKU-3530,Bluetooth Speaker,5,2025-01-28,2025-02-01,8,2,344.950000,USD,38.250000,,4.420000,USD,1.630000,USD,18.510000,USD,0.460000,USD,16.130000,USD,1.480000,USD,Preorder,Note for condition 82,Acceptable,Found cheaper,f,UOSS,IOSS-11370,f,f,t,Store-81,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00153,ITEM00257,B0E7STG3066,SKU-9569,Wireless Mouse,6,2025-01-24,2025-01-31,5,0,253.990000,USD,27.500000,,5.900000,USD,1.010000,USD,18.030000,USD,4.450000,USD,1.150000,USD,3.870000,USD,Club,Note for condition 94,Very Good,Changed mind,f,UOSS,IOSS-39006,f,f,f,Store-24,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00154,ITEM00258,B0E7STG9797,SKU-5573,Phone Case,1,2025-01-25,2025-02-02,5,2,166.360000,USD,46.860000,,8.240000,USD,0.230000,USD,16.040000,USD,2.260000,USD,17.760000,USD,1.310000,USD,Collectible,Note for condition 75,Refurbished,Found cheaper,f,UOSS,IOSS-60489,f,t,f,Store-45,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00155,ITEM00259,B0E7STG7136,SKU-8745,Phone Case,2,2025-01-24,2025-01-31,5,5,405.830000,USD,33.400000,,7.400000,USD,1.590000,USD,13.750000,USD,1.700000,USD,14.950000,USD,2.850000,USD,Used,Note for condition 23,Open Box,Changed mind,f,IOSS,IOSS-19534,t,f,t,Store-37,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00155,ITEM00260,B0E7STG6633,SKU-8604,Bluetooth Speaker,3,2025-01-28,2025-01-29,10,0,330.920000,USD,12.600000,,-9.080000,USD,-0.940000,USD,-4.520000,USD,-2.850000,USD,11.010000,USD,-3.030000,USD,New,Note for condition 0,New,Delayed delivery,f,IOSS,IOSS-43539,f,f,t,Store-78,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00155,ITEM00261,B0E7STG8309,SKU-2307,Phone Case,4,2025-01-24,2025-02-02,8,7,96.230000,USD,2.580000,,4.490000,USD,0.920000,USD,17.120000,USD,4.860000,USD,12.880000,USD,2.120000,USD,Preorder,Note for condition 70,Poor,Found cheaper,f,UOSS,IOSS-55250,f,f,t,Store-14,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00155,ITEM00262,B0E7STG1477,SKU-4996,Laptop Stand,1,2025-01-25,2025-01-29,6,3,208.970000,USD,38.910000,,2.690000,USD,0.330000,USD,1.110000,USD,0.890000,USD,9.150000,USD,3.590000,USD,Preorder,Note for condition 63,Open Box,Delayed delivery,f,UOSS,IOSS-63406,f,f,t,Store-75,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00156,ITEM00263,B0E7STG4500,SKU-5739,Bluetooth Speaker,4,2025-01-24,2025-01-29,6,0,82.980000,USD,26.700000,,7.800000,USD,0.660000,USD,1.030000,USD,2.320000,USD,13.850000,USD,2.310000,USD,Used,Note for condition 30,Acceptable,Changed mind,t,IOSS,IOSS-41846,f,t,f,Store-84,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00157,ITEM00264,B0E7STG6149,SKU-2963,Laptop Stand,5,2025-01-25,2025-01-29,10,1,416.000000,USD,26.040000,,5.110000,USD,0.450000,USD,19.240000,USD,1.340000,USD,6.310000,USD,3.080000,USD,New,Note for condition 8,Refurbished Warrnty,Changed mind,t,IOSS,IOSS-65630,f,f,f,Store-33,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00157,ITEM00265,B0E7STG5052,SKU-7946,Wireless Mouse,3,2025-01-27,2025-02-01,3,1,372.190000,USD,37.750000,,1.720000,USD,0.150000,USD,13.190000,USD,1.660000,USD,7.450000,USD,0.350000,USD,Refurbished,Note for condition 60,Warranty,Changed mind,f,UOSS,IOSS-74046,t,f,t,Store-89,MarketplaceFacilitator,Amazon Services
