latitude,longitude,data_center_gross_floor_area,bar_nightclub_gross_floor,postcode,national_median_site_energy,green_power_offsite_kwh,natural_gas_cost,energy_star_score,medical_office_number_of_1,year_built,museum_gross_floor_area_ft,hospital_general_medical_16,parking_open_parking_lot,bank_branch_number_of,enclosed_mall_gross_floor,retail_store_weekly_operating,county,medical_office_mri_machine,estimated_savings_from_energy,other_water_sources_combined,fuel_oil_no_5_and_no_6_cost,office_worker_density_number,office_number_of_computers,fuel_oil_no_4_cost,data_center_national_median,net_emissions_metric_tons,national_median_source_energy,energy_star_certification_2,municipally_supplied_potable_4,courthouse_gross_floor_area,percent_of_electricity_that,vocational_school_gross_floor,electricity_use_grid_purchase,adult_education_gross_floor,other_weekly_operating_hours,fuel_oil_no_2_cost,parking_gross_floor_area,retail_store_number_of_open,multifamily_housing_number,weather_normalized_source_1,multifamily_housing_maximum,multifamily_housing_primary,energy_alerts,data_center_it_source_energy,green_power_onsite_kwh,estimated_data_flag_district,release_date,national_median_energy_cost,financial_office_weekly,data_center_pue,district_steam_use_kbtu,year_ending,multifamily_housing_percent_2,direct_ghg_emissions_metric
40.758108,-73.96242,Not Available,Not Available,10022,Not Available,0,3083.233827,Not Available,Not Available,1959,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,947.8,Not Available,Not Available,Not Available,Not Available,0,Not Available,2088762.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17131607.2,17,District Steam,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,No,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,8690003,2013-12-31T00:00:00.000,100,8.5
40.767258,-73.960675,Not Available,Not Available,10021,Not Available,0,5619.14551,Not Available,Not Available,1957,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1521.2,Not Available,Not Available,Not Available,Not Available,0,Not Available,4214254.6,Not Available,Not Available,Not Available,10000,Not Available,210,29305502.4,16,District Steam,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,No,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,13050512.8,2013-12-31T00:00:00.000,100,22.9
40.82987,-73.847388,Not Available,Not Available,10462,18300441.6,0,125090.0033,71,Not Available,2007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,986.8,32938071.6,Not Available,Not Available,Not Available,0,Not Available,5600743.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,28001101,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T17:02:25.000,502729.89,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,531.1
,,Not Available,Not Available,11230,Not Available,0,26768.48791,Not Available,Not Available,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,561.5,Not Available,Not Available,5674.6,Not Available,0,Not Available,1266698.2,Not Available,Not Available,Not Available,Not Available,Not Available,100,12936271.3,6,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-28T11:58:40.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,90,458.4
40.711332,-73.787623,Not Available,Not Available,11432,Not Available,0,51080.79576,Not Available,Not Available,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,386.9,Not Available,Not Available,Not Available,Not Available,0,Not Available,1158137.4,Not Available,Not Available,Not Available,Not Available,Not Available,54,9396108.2,6,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-28T18:35:40.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,90,292.7
40.747999,-73.985607,Not Available,Not Available,10001,34054020,0,0,82,Not Available,1914,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,1.50994,500,Not Available,Not Available,1769,90428520,07/31/2014,Not Available,Not Available,0,Not Available,17159246.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,<b>FUEL OIL #6</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.; The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-04-29T12:00:17.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,372.9
40.738669,-73.982744,Not Available,Not Available,10010,Not Available,Not Available,Not Available,Not Available,Not Available,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Manhattan,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>413133639000009</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.; The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T16:39:15.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,Not Available
40.737564,-74.008671,Not Available,Not Available,10014,Not Available,0,0,Not Available,Not Available,1996,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,642.4,Not Available,Not Available,Not Available,Not Available,0,Not Available,3481661.7,Not Available,Not Available,Not Available,Not Available,Not Available,171,18015649.9,9,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-29T14:32:48.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,359.1
40.761302,-73.960188,Not Available,Not Available,10065,3594822,0,24537.7113,Not Available,Not Available,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,496.3,9199652,Not Available,0,Not Available,0,Not Available,4872823.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,<b>42-1027-0775-0100-9</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-25T11:32:31.000,150564.17,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,99.8
40.711537,-74.015673,28981,Not Available,10281,260131423.5,0,Not Available,64,Not Available,1986,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,2.33122,4749,Not Available,Not Available,17688.3,621293142.6,Not Available,26997.4,Not Available,0,Not Available,140445657,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,533825322.9,Not Available,Not Available,Not Available,32056189.8,Not Available,No,2014-04-25T11:50:15.000,29150.63,Not Available,Not Available,51836837.8,2013-12-31T00:00:00.000,Not Available,41.5
40.71708,-73.963962,Not Available,Not Available,11211,Not Available,0,59863.84861,Not Available,Not Available,2009,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,377.2,Not Available,Not Available,4055.2,Not Available,0,Not Available,436779.1,Not Available,Not Available,Not Available,23587,Not Available,246,8074592.5,8,Natural Gas,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,341.7
40.596831,-73.999107,Not Available,Not Available,11214,Not Available,0,0,Not Available,Not Available,1958,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,675.6,Not Available,Not Available,Not Available,Not Available,0,Not Available,2373183,Not Available,Not Available,Not Available,Not Available,Not Available,347,17158443.4,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T11:04:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,482.5
40.70654,-74.009738,Not Available,Not Available,10005,23139529.8,0,Not Available,Not Available,Not Available,1927,Not Available,Not Available,Not Available,Not Available,Not Available,70,Not Available,Not Available,0,Not Available,Not Available,2.03991,687,Not Available,Not Available,2675.1,50545197.1,Not Available,204.5,Not Available,0,Not Available,15933378.3,Not Available,Not Available,Not Available,Not Available,12,Not Available,68414218.2,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-23T15:25:05.000,0,Not Available,Not Available,15572356.6,2013-12-31T00:00:00.000,Not Available,0
,,Not Available,Not Available,10018,14520352,0,0,62,Not Available,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,3.75342,572,Not Available,Not Available,985.2,35648998,Not Available,Not Available,Not Available,0,Not Available,8569045.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,31092597.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-30T16:21:00.000,72805.98,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,288
,,Not Available,Not Available,3318,Not Available,0,0,Not Available,Not Available,1946,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,348,Not Available,Not Available,4311.3,Not Available,0,Not Available,700913.5,Not Available,Not Available,Not Available,Not Available,Not Available,70,6860673.6,7,Natural Gas,The meters associated with the property must account for the total energy consumption of the entire property. Check the meter associations (from the Meters tab for this property) to make sure that your selections are current and accurate for the property.,Not Available,Not Available,Not Available,2014-04-21T12:25:17.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,90,234.1
40.618608,-74.091319,Not Available,Not Available,10301,Not Available,0,0,Not Available,Not Available,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,145,Not Available,Not Available,Not Available,Not Available,0,Not Available,170521.5,Not Available,Not Available,Not Available,Not Available,Not Available,54,3161531.2,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T11:04:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,131.1
40.595105,-74.000904,Not Available,Not Available,11214,11955662.6,0,33978.09154,62,Not Available,2004,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,725.9,28905123.8,Not Available,Not Available,Not Available,0,Not Available,6640015.1,Not Available,Not Available,Not Available,Not Available,0,Not Available,24534074.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-07-15T14:38:42.000,396254.76,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,185.7
40.779031,-73.988229,Not Available,Not Available,10069,Not Available,0,0,Not Available,Not Available,1999,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3629.8,Not Available,Not Available,24674.5,Not Available,0,Not Available,16463655.3,Not Available,Not Available,Not Available,Not Available,Not Available,715,96788471.4,46,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-30T18:57:48.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,2290.3
40.640593,-73.961258,Not Available,Not Available,11226,Not Available,0,Not Available,Not Available,Not Available,1954,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,1447697.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The most recent bill for one or more meters in use in the selected timeframe is either more than 120 days old or prior to your <b>Next Eligible Date</b>.; The meter <b>Natural Gas #004983900 #005066240</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,Not Available,Not Available,Not Available,2014-04-07T11:37:13.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,Not Available
40.603575,-73.942495,Not Available,Not Available,11229,Not Available,0,0,Not Available,Not Available,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,518,Not Available,Not Available,Not Available,Not Available,0,Not Available,2013269.6,Not Available,Not Available,Not Available,Not Available,Not Available,206,13240470.2,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T11:04:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,354.2
40.690189,-73.961745,Not Available,Not Available,11205,6169400,0,0,1,Not Available,1975,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kings,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1239.2,11510400,Not Available,800.4,Not Available,0,Not Available,7536425.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,<b>Electricity</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-29T10:09:41.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,626
40.661812,-73.959371,Not Available,Not Available,11225,Not Available,0,0,Not Available,Not Available,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kings,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,474.9,Not Available,Not Available,Not Available,Not Available,0,Not Available,1275746.7,Not Available,Not Available,Not Available,Not Available,Not Available,93,11299258.1,6,Natural Gas,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T17:27:06.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,371.1
40.758104,-73.979165,Not Available,Not Available,10111,58361730,0,Not Available,57,Not Available,1939,Not Available,Not Available,Not Available,Not Available,Not Available,70,Not Available,Not Available,0,Not Available,Not Available,3.32856,1093,Not Available,Not Available,4194,111276365.2,Not Available,Not Available,Not Available,0,Not Available,20733513.4,Not Available,Not Available,Not Available,Not Available,5,Not Available,102272826.8,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-05-01T15:52:55.000,0,Not Available,Not Available,21425027.2,2013-12-31T00:00:00.000,Not Available,0
,,Not Available,Not Available,10032,54825867,0,25681.44043,Not Available,Not Available,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,USA,Not Available,0,Not Available,Not Available,17.01219,1732,Not Available,Not Available,0,106140011.8,Not Available,Not Available,Not Available,0,Not Available,124205385.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,550409068,Not Available,Not Available,"<b>NYPH Chilled Water</b> measures a type of energy that is not known to Portfolio Manager (i.e., it is set to ""Other""). The type cannot be changed. Either set this meter to ""not in use"" for the selected timeframe or unassociate the meter from the property.; <b>NYPH Steam</b> measures a type of energy that is not known to Portfolio Manager (i.e., it is set to ""Other""). The type cannot be changed. Either set this meter to ""not in use"" for the selected timeframe or unassociate the meter from the property.; One or more of the meters in use in the selected timeframe has estimated bills. Enter actual bills through the Meters tab for this property.",Not Available,Not Available,Not Available,2014-04-29T10:48:49.000,7133295.38,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,Not Available
40.76904,-73.986299,Not Available,Not Available,10019,7913910,0,0,Not Available,Not Available,1972,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3074.5,12903342,Not Available,Not Available,Not Available,0,Not Available,7820128,Not Available,168,Not Available,Not Available,Not Available,Not Available,57207310.1,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-05-20T14:04:16.000,0,Not Available,Not Available,27538934.7,2013-12-31T00:00:00.000,Not Available,0
40.747513,-73.983153,Not Available,Not Available,10016,28526034,0,Not Available,66,Not Available,1926,Not Available,Not Available,Not Available,Not Available,Not Available,60,Not Available,Not Available,0,Not Available,Not Available,1.89079,658,Not Available,Not Available,1973.3,70587950.8,Not Available,Not Available,Not Available,0,Not Available,15437598.4,Not Available,45,Not Available,Not Available,1,Not Available,57953845.2,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-23T18:24:40.000,728817.26,50,Not Available,8101366.9,2013-12-31T00:00:00.000,Not Available,0
40.856704,-73.916191,Not Available,Not Available,10453,Not Available,0,0,Not Available,Not Available,1952,Not Available,Not Available,0,Not Available,Not Available,Not Available,Bronx,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,Not Available,1055.6,Not Available,Not Available,15619.3,Not Available,0,Not Available,3581064.5,Not Available,Not Available,Not Available,17600,Not Available,282,25967663.4,6,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-30T10:01:39.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,764.2
40.753818,-73.985696,Not Available,Not Available,10018,15190416.6,0,0,81,Not Available,1914,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,0,1.97696,250,Not Available,Not Available,789.3,32065613.4,07/31/2014,Not Available,Not Available,0,Not Available,5204437.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,<b>FUEL OIL #6</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.; The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-04-29T12:12:52.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,365.9
40.75483,-73.970334,Not Available,Not Available,10017,Not Available,0,440.880676,Not Available,Not Available,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,481.9,Not Available,Not Available,2400.9,Not Available,0,Not Available,1507108.3,Not Available,Not Available,117793.1887,Not Available,Not Available,68,9551559.8,12,Fuel Oil (No. 2),The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,359.3
40.691731,-73.961773,Not Available,Not Available,11205,8362500,0,0,22,Not Available,2000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kings,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,715.8,13822500,Not Available,2624.9,Not Available,0,Not Available,3375150.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,<b>Electricity</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-29T10:09:41.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,441.2
40.75942,-73.972361,Not Available,Not Available,10022,29817870,0,Not Available,24,Not Available,1952,Not Available,Not Available,Not Available,Not Available,Not Available,93,Not Available,Not Available,0,Not Available,Not Available,1.65717,500,Not Available,Not Available,3323.7,72934790,Not Available,Not Available,Not Available,0,Not Available,25420867.7,Not Available,Not Available,Not Available,Not Available,0,Not Available,96816460.4,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,No,2014-05-01T13:17:18.000,436864.89,Not Available,Not Available,14179048.5,2013-12-31T00:00:00.000,Not Available,0
40.776614,-73.949556,Not Available,Not Available,10028,Not Available,0,0,Not Available,Not Available,1968,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1015802.7,Not Available,Not Available,Not Available,Not Available,0,Not Available,4585808.6,Not Available,Not Available,Not Available,12000,Not Available,103,13725876689,18,District Steam,Not Available,Not Available,Not Available,No,2014-04-30T13:51:25.000,Not Available,65,Not Available,11468417914,2013-12-31T00:00:00.000,100,33.7
,,Not Available,Not Available,11203,Not Available,Not Available,37436.751,Not Available,Not Available,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67,Not Available,Not Available,Not Available,The most recent bill for one or more meters in use in the selected timeframe is either more than 120 days old or prior to your <b>Next Eligible Date</b>.; The meter <b>E-ConEd</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,Not Available,Not Available,Not Available,2014-04-25T12:01:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,218.7
,,Not Available,Not Available,11691,Not Available,0,0,Not Available,Not Available,1952,Not Available,Not Available,0,Not Available,Not Available,Not Available,Queens,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,449.5,Not Available,Not Available,Not Available,Not Available,0,Not Available,641539.8,Not Available,Not Available,Not Available,26700,Not Available,196,9852031.5,6,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-30T10:01:39.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,397.3
40.760703,-73.975634,Not Available,Not Available,10019,27392967,0,Not Available,76,Not Available,1957,Not Available,Not Available,Not Available,Not Available,Not Available,140,Not Available,Not Available,0,Not Available,Not Available,1.69739,291,Not Available,Not Available,1654.4,62658534.6,Not Available,Not Available,Not Available,0,Not Available,10967128.5,Not Available,Not Available,Not Available,Not Available,0,Not Available,44729614.6,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-30T11:08:57.000,935473.38,53.33,Not Available,8607758,2013-12-31T00:00:00.000,Not Available,0
40.782968,-73.950017,Not Available,Not Available,10128,Not Available,0,88428.13428,Not Available,Not Available,1985,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,502.1,Not Available,Not Available,8129.1,Not Available,0,Not Available,1483043.5,Not Available,Not Available,Not Available,Not Available,Not Available,133,12140370.8,13,Natural Gas,Not Available,Not Available,Not Available,Not Available,2014-04-23T12:36:04.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,381.4
40.767824,-73.983408,Not Available,Not Available,10019,Not Available,0,0,Not Available,Not Available,1965,Not Available,Not Available,0,Not Available,Not Available,60,New York,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2227.8,Not Available,Not Available,Not Available,Not Available,0,Not Available,11941886,Not Available,Not Available,Not Available,9788,4,277,61664548.7,20,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-30T10:01:39.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,90,1256.2
40.721422,-74.000152,Not Available,Not Available,10013,4901836.5,0,0,10,Not Available,1874,Not Available,Not Available,Not Available,Not Available,Not Available,65,New York,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,686.4,11514639.5,Not Available,2229.2,Not Available,0,Not Available,5486564.8,Not Available,Not Available,85765.89595,Not Available,0,Not Available,20372258.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-30T15:49:02.000,48164.35,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,240
40.706397,-74.012829,Not Available,Not Available,10006,36093890,0,0,44,Not Available,1983,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,2.3,736.61,Not Available,Not Available,3157.7,95133181.5,Not Available,Not Available,Not Available,0,Not Available,28296096.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100959205.3,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-29T15:11:05.000,359020.62,Not Available,Not Available,9330978.9,2013-12-31T00:00:00.000,Not Available,29.3
40.746918,-74.006301,Not Available,Not Available,10011,1747746,0,7831.365855,Not Available,Not Available,1921,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,117.4,4266292.8,Not Available,Not Available,Not Available,0,Not Available,1085028.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,<b>43-6237-0200-0304-4 531 W21 st STO</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-25T11:32:31.000,72384.11,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,29.1
40.852799,-73.853325,Not Available,Not Available,10461,Not Available,0,0,Not Available,Not Available,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,686.5,Not Available,Not Available,Not Available,Not Available,0,Not Available,1229098,Not Available,Not Available,Not Available,Not Available,Not Available,231,11783207.6,6,Fuel Oil (No. 4),Not Available,Not Available,Not Available,Not Available,2014-04-29T18:58:19.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,20,586.5
40.703973,-74.013164,Not Available,Not Available,10004,41875857.9,0,Not Available,64,Not Available,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Manhattan,Not Available,0,Not Available,Not Available,2.64903,997,Not Available,Not Available,3027.7,91143514.2,Not Available,4232.3,Not Available,0,Not Available,17916666.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,77403033.4,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-30T16:50:23.000,0,Not Available,Not Available,17732354.8,2013-12-31T00:00:00.000,Not Available,0
40.837247,-73.871497,Not Available,Not Available,10460,Not Available,0,68963.5284,Not Available,Not Available,1965,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,339803.333,Not Available,1964.5,Not Available,Not Available,20637.1,Not Available,0,Not Available,4979891.3,Not Available,Not Available,Not Available,Not Available,Not Available,479,39031577.8,17,Fuel Oil (No. 4),The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T11:55:29.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,1559.3
40.8689,-73.917546,Not Available,Not Available,10034,5927332,0,30471.62222,Not Available,10.79,1960,Not Available,Not Available,Not Available,Not Available,Not Available,12,Not Available,0,0,Not Available,Not Available,1.74969,128.62,Not Available,Not Available,1817.8,17309264,Not Available,387.7,Not Available,0,Not Available,20743831.6,Not Available,150.52,0,Not Available,1,Not Available,Not Available,Not Available,Not Available,<b>49-4211-1016-0000-1 (5020 Bway Heat)</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-25T11:32:31.000,167601.32,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,130.1
