maprojid,projectid,adopt_citycost,spent_ccexempt,plannedcommit_noncitycost,allocate_citycost,spent_total_checkbooknyc,spent_noncitycost,magency,adopt_ccexempt,plannedcommit_citycost,plannedcommit_nccother,allocate_nccother,commit_total,allocate_total,adopt_nccfederal,description,spent_nccstate,maxdate,spent_nccfederal,commit_citycost,magencyacro
806NDRAPER,NDRAPER,6000000.0,0.0,0.0,2000000.0,4000000.0,0.0,806,0.0,2000000.0,0.0,0.0,0.0,2000000.0,0.0,"DRAPER HALL - 1918 FIRST AVENUE, MANHATTAN",0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
858DATACENTR,DATACENTR,12556000.0,0.0,0.0,10121150.0,1962514.14,0.0,858,0.0,10121000.0,0.0,0.0,472335.86,10121150.0,0.0,FISA Alternative Data Center,0.0,2032-06-01T00:00:00.000,0.0,472335.86,OTI
826WI-292-L,WI-292-L,251548000.0,7780905.68,0.0,226622601.0,5506862.44,0.0,826,251548000.0,226621000.0,0.0,0.0,17144493.32,226622601.0,0.0,RECONSTRUCTION OF POWER DISTRIBUTION @ THE WARDS ISLAND WWTP,0.0,2035-06-01T00:00:00.000,0.0,17144493.32,DEP
826BB-216-L,BB-216-L,157276000.0,23321345.74,0.0,12655750.28,15341616.8,0.0,826,157276000.0,12650000.0,0.0,0.0,121298903.98,12655750.28,0.0,RECONSTRUCTION OF PRIMARY TANKS AT BOWERY BAY WPCP,0.0,2035-06-01T00:00:00.000,0.0,121298903.98,DEP
856WD77STAR,WD77STAR,350000.0,0.0,0.0,350000.0,0.0,0.0,856,0.0,350000.0,0.0,0.0,0.0,350000.0,0.0,STAR ENGINEERING LAB,0.0,2029-06-01T00:00:00.000,0.0,0.0,DCAS
801P-2BUSHDE,P-2BUSHDE,7226000.0,0.0,0.0,503.39,3169457.91,0.0,801,0.0,0.0,0.0,0.0,3375169.54,503.39,0.0,Bushwick Inlet Park CitiStorage Demo,0.0,2027-06-01T00:00:00.000,0.0,3375169.54,SBS
801NYPDHRP76,NYPDHRP76,607000.0,0.0,0.0,61.2,366363.73,0.0,801,0.0,0.0,0.0,0.0,240575.07,61.2,0.0,Hudson River Park- Segment 6- Pier 76,0.0,2031-06-01T00:00:00.000,0.0,240575.07,SBS
841C5586,C5586,15785000.0,0.0,0.0,13617894.05,265042.31,0.0,841,0.0,12074000.0,0.0,0.0,419986.47,13617894.05,0.0,REPLACEMENT OF COSGROVE FERRY BOAT,0.0,2033-06-01T00:00:00.000,0.0,419986.47,DOT
846P-200PPOP,P-200PPOP,2142000.0,0.0,0.0,1916.53,2049352.04,0.0,846,0.0,3000.0,0.0,0.0,7875.5,1916.53,0.0,PPA - Prospect Park Oriental Pavilion B073-416M,0.0,2030-06-01T00:00:00.000,0.0,7875.5,DPR
806HAM17AHPL,HAM17AHPL,350000.0,0.0,0.0,38712.68,311287.32,0.0,806,0.0,38000.0,0.0,0.0,0.0,38712.68,0.0,ASTORIA HOUSES PLAYGROUND UPGRADE,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
856PW293198X,PW293198X,24453000.0,0.0,0.0,22742000.0,0.0,0.0,856,0.0,22742000.0,0.0,0.0,1711000.0,22742000.0,0.0,198 E 161ST STREET - FIRE ALARM UPGRADE,0.0,2029-06-01T00:00:00.000,0.0,1711000.0,DCAS
850LNCA13MOR,LNCA13MOR,2672000.0,0.0,0.0,40012.98,1838706.7,0.0,850,0.0,40000.0,0.0,0.0,73994.83,40012.98,0.0,MORRISANIA: HVAC and Roof,0.0,2027-06-01T00:00:00.000,0.0,73994.83,DDC
850SE-886,SE-886,148000.0,0.0,0.0,-27.6,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,-27.6,0.0,"NDF -- Storm & Sanitary Sewers in Beach Channel Drive, Qns",0.0,2027-06-01T00:00:00.000,0.0,0.0,DDC
856PWR077MUR,PWR077MUR,50000.0,0.0,0.0,50000.0,0.0,0.0,856,0.0,50000.0,0.0,0.0,0.0,50000.0,0.0,18 RICHMOND TERRACE- STATEN ISLAND COURTHOUSE MURALS,0.0,2029-06-01T00:00:00.000,0.0,0.0,DCAS
801AGDSNAP2,AGDSNAP2,5526000.0,0.0,0.0,2762625.0,2625205.54,0.0,801,0.0,0.0,0.0,0.0,138169.46,2762625.0,0.0,Services Now for Adult Persons (SNAP) Adjustment to cover,0.0,2028-06-01T00:00:00.000,0.0,138169.46,SBS
126PVNYTWEQ,PVNYTWEQ,94000.0,0.0,0.0,1717.92,92282.08,0.0,126,0.0,1000.0,0.0,0.0,0.0,1717.92,0.0,FAB - NY Theatre Workshop - Set Shop Initial Outfitting,0.0,2029-06-01T00:00:00.000,0.0,0.0,DCLA
806HAM13BRPG,HAM13BRPG,460000.0,0.0,0.0,51512.34,408487.66,0.0,806,0.0,42000.0,0.0,0.0,0.0,51512.34,0.0,BRONX RIVER  HOUSES PLAYGROUND RENOVATION,0.0,2031-06-01T00:00:00.000,0.0,0.0,HPD
850LNCA10AGL,LNCA10AGL,4040000.0,0.0,0.0,1325216.59,67574.09,0.0,850,0.0,625000.0,0.0,0.0,1000009.65,1325216.59,0.0,AGUILAR - Facade Restoration,0.0,2026-06-01T00:00:00.000,0.0,1000009.65,DDC
801SANDCD14,SANDCD14,0.0,0.0,106000.0,0.0,85260.88,85260.88,801,0.0,0.0,0.0,0.0,0.01,105739.11,191000.0,PIER 76 ELECTRICAL CONDUIT,0.0,2026-06-01T00:00:00.000,85260.88,0.0,SBS
846ACEDPR408,ACEDPR408,1105000.0,0.0,0.0,872000.0,0.0,0.0,846,0.0,659000.0,0.0,0.0,24544.95,872000.0,0.0,Citywide HVAC Controls Bldng Automation Systems CNYG-1317MA1,0.0,2031-06-01T00:00:00.000,0.0,24544.95,DPR
826PS-304,PS-304,16206000.0,570000.0,0.0,10431599.0,0.0,0.0,826,16206000.0,11884000.0,0.0,0.0,5204401.0,10431599.0,0.0,RECONSTRUCTION AT GLENDALE PUMPING STATION,0.0,2035-06-01T00:00:00.000,0.0,5204401.0,DEP
038LBC17DRBR,LBC17DRBR,1789000.0,0.0,0.0,1789000.0,0.0,0.0,38,0.0,1659000.0,0.0,0.0,0.0,1789000.0,0.0,Dyker Interior Renovation,0.0,2029-06-01T00:00:00.000,0.0,0.0,BPL
850LNEA14VNT,LNEA14VNT,6581000.0,0.0,0.0,2923046.64,149315.56,0.0,850,0.0,2839000.0,0.0,0.0,2361046.99,2923046.64,0.0,HVAC Replacement,0.0,2027-06-01T00:00:00.000,0.0,2361046.99,DDC
826HP-241-L,HP-241-L,0.0,0.0,0.0,0.0,0.0,0.0,826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECONSTRUCTION OF THE FINAL SETTLING STYSTEM @ HUNTS POINT,0.0,2027-06-01T00:00:00.000,0.0,0.0,DEP
850LNCA14MBG,LNCA14MBG,4159000.0,0.0,0.0,378383.11,2469422.96,0.0,850,0.0,379000.0,0.0,0.0,132330.13,378383.11,0.0,HVAC and Related Work,0.0,2026-06-01T00:00:00.000,0.0,132330.13,DDC
126PV274RSRF,PV274RSRF,0.0,0.0,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYHOS -  New York Hall of Science - Air Handlers Replacement,0.0,2027-06-01T00:00:00.000,0.0,0.0,DCLA
806NPELHAM,NPELHAM,1400000.0,0.0,0.0,1400000.0,0.0,0.0,806,0.0,1400000.0,0.0,0.0,0.0,1400000.0,0.0,"1600 PELHAM PARKWAY SOUTH, BRONX, NY",0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
801HRARABAA,HRARABAA,1755000.0,0.0,0.0,1755000.0,0.0,0.0,801,0.0,1755000.0,0.0,0.0,0.0,1755000.0,0.0,FA-Arab American Association of NY Inc.,0.0,2026-06-01T00:00:00.000,0.0,0.0,SBS
850HLDNPLAND,HLDNPLAND,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLANNED PARENTHOOD OF NEW YORK CITY -  OUTFITTING,0.0,2035-06-01T00:00:00.000,0.0,0.0,DDC
