dbn,code1,school_10th_seats,requirement2_8,requirement3_6,bin,admissionspriority15,eligibility6,admissionspriority14,applicants2specialized,requirement1_6,code4,admissionspriority12,requirement2_7,grade9swdfilledflag9,prgdesc4,grade9swdfilledflag2,grade9geapplicantsperseat1,seats9swd8,applicants5specialized,offer_rate3_2,requirement6_6,code5,eligibility1,offer_rate1_3,grade9swdapplicants3,interest9,grade9swdapplicantsperseat10,interest3,seats101,grade9gefilledflag4,grade9swdfilledflag10,grade9gefilledflag3,academicopportunities6,offer_rate1_2,program9,admissionspriority28,requirement5_9,seats9ge2,appperseat2specialized,common_audition4,grade9swdapplicantsperseat2,requirement6_5,seats9ge4,auditioninformation8,code9,offer_rate2_4,grade9swdapplicantsperseat8,psal_sports_girls,academicopportunities4,international,bbl,applicants6specialized,grade9gefilledflag7,admissionspriority11,city,requirement4_9,seats9swd7,overview_paragraph,longitude,:@computed_region_efsh_h5xi,geocoded_column,finalgrades,:@computed_region_sbqj_enih
25Q425,Q14A,Y,,,4439900,Guaranteed offer to students who live in the zoned area,,Open to New York City residents,,,Q14H,Open to New York City residents,,,"Four-year honors program with hands-on competitive scientific research program; college and career preparation in math, science, engineering, technology; internships/mentorships at neighboring colleges/universities; scholarship opportunities; electives in STEM fields such as Health Sciences, Civil Engineering, Robotics, Statistics and Computer Science. STEM students have the opportunity to complete both AP Seminar and AP Research courses culminating in an AP Capstone Diploma.",Y,8.0,,,,,Q14Z,,9% of offers went to this group,127.0,,,Law & Government,Yes,Y,,Y,,,,,,170.0,,,6.0,,102.0,,,,,"Badminton, Basketball, Cross Country, Handball, Indoor Track, Outdoor Track, Soccer, Softball, Table Tennis, Tennis, Volleyball",Our Bowne Law Institute collaborates with the St. John's University Law Program to provide students with law topics in our new model courtroom.,,4065070001,,,Open to New York City residents,FLUSHING,,,"All of our students graduate as literate, committed, inquisitive learners. We provide students with a challenging learning community that prepares them for college and careers. We seek to strengthen our community so that parents are involved in our academic vision. It is our goal to develop strategies which engage in rigorous academics, enhance relations, and improve communication among students of different backgrounds, foster positive attitudes towards school and learning, strengthen community feeling, and propel students into their future aspirations. Each student is motivated to meet the Common Core Learning Standards, to respect and appreciate individuals of different cultures, and to be a contributing citizen to their community.",-73.824944,14509.0,"{'type': 'Point', 'coordinates': [-73.824944, 40.738139]}",9 to 12,65
08X348,X57A,,,,2074045,,,,,,,,,,,,4.0,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,"Basketball, Bowling, Cross Country, Flag Football, Indoor Track, Lacrosse, Outdoor Track, Soccer, Softball, Tennis, Volleyball",College and Career counseling and an advisory program,,2053680001,,,Priority to Bronx students or residents,BRONX,,,"Schuylerville Preparatory High School is a college-preparatory institution that serves scholars from grades 9-12. Our community supports scholars holistically, with specific attention to academics, ethics, and discipline. At SPHS, scholars receive individualized attention that enables them to explore their interests and develop goals while engaging in rigorous curricula across all disciplines. Our course offerings will include Advanced Placement (AP) courses in English, participation in campus-wide AP courses across all subject areas, electives in journalism, communication, environmental science and mathematics, and a partnership with Lehman College and College Now with Bronx Community College.",-73.838545,11270.0,"{'type': 'Point', 'coordinates': [-73.838545, 40.840702]}",9 to 12,28
02M418,M25A,,,,1000849,,,,,,,,,,,,49.0,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,"Basketball, Fencing, Outdoor Track, Soccer, Softball, Swimming, Table Tennis, Volleyball","Science: Advanced Physics, Biology, Chemistry, Engineering, Environmental Studies, Physics",,1000290070,,,Priority to students who live or attend school south of East Houston or West Houston Street,MANHATTAN,,,"Our mission is to provide a challenging academic program. In grades 9 and 10, students take core curriculum courses that include biology, chemistry, English, math, and global studies. In grades 11 and 12, they continue core math and history while choosing from a range of English, science, and elective classes. Every entering 9th grader is assigned an advisor, and an advisory group of 15 to 20 peers, for their four-year arc. We offer a comprehensive college counseling program, which includes direct instruction and individualized support in the college application process from our college counselors. An 18-week college process curriculum, spanning 11th and 12th grades, is delivered to advisory groups during dedicated school-day sessions.",-74.011552,11725.0,"{'type': 'Point', 'coordinates': [-74.011552, 40.704541]}",9 to 12,1
31R445,R10A,Y,,"Standardized Test Scores: English Language Arts, Math",5026076,Priority to Staten Island students or residents,,Priority to Staten Island students or residents,,Attendance,R10K,Priority to Staten Island students or residents,Punctuality,,"A challenging program that immerses students in a CTE instructional model preparing them for business, economics, finance, and career education through the Virtual Enterprise Program and the Hospitality and Tourism Program.",N,2.0,N/A - zoned program,,,,R10L,,91% of offers went to this group,35.0,,,JROTC,Yes,N,,N,,98% of offers went to this group,Port Richmond High School D75 Inclusion Program,Then to New York City residents,,94.0,,,3.0,,52.0,,R10U,,N/A - zoned program,"Basketball, Bowling, Cross Country, Flag Football, Gymnastics, Indoor Track, Outdoor Track, Soccer, Softball, Swimming, Tennis, Volleyball",Community School Partnerships offering one-on-one mentorships for all ninth graders ensuring individualized attention for all students,,5011210001,,N,Priority to Staten Island students or residents,STATEN ISLAND,,8,"Port Richmond High School is a comprehensive Community School that empowers students to reach their highest academic potential in a nurturing environment. Small, interest-based programs and a rigorous honors program are open to all students and offer a variety of services to our students and families through our new Port Richmond High School Health and Wellness Center. During students' first year, the Freshman Academy provides a culture of high standards, advanced courses, and academic support systems that address individual students' needs. Students are exposed to a wide array of extracurricular and athletic activities in combination with a challenging academic program that prepares them for college and the world of work.",-74.141818,10370.0,"{'type': 'Point', 'coordinates': [-74.141818, 40.634573]}",9 to 12,75
25Q281,Q82A,Y,,,4116436,,,,,,,,,,,,8.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Volleyball,"Electives include Judo, Robotics, Law, Theater, and Service Learning.",,4051470001,,,Priority to continuing 8th graders,FLUSHING,,,"East-West is a small, inclusive 6-12 school guided by four pillars: Honor, Excellence, Curiosity, and Celebration. Students are expected to meet College Readiness Performance Standards on Regents exams, and to earn credit in Advanced Placement (AP) and College Now courses. Emphasis is placed on East Asian culture and every student completes a 3-4 year sequence of study in an East Asian language. Through our advisories and clubs, students flourish in a social setting that supports their needs. We are a College Bound Initiative school: Seniors and Juniors attend SAT- and college-prep classes, and parents receive individualized support throughout the college planning process. Our NEST program provides tailored support for students with autism.",-73.822073,14190.0,"{'type': 'Point', 'coordinates': [-73.822073, 40.749545]}",6 to 12,67
09X505,X95A,Y,,,2109459,,,,,,,,,,,,35.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Cross Country, Outdoor Track, Softball, Volleyball",Guest speaker series,,2024450006,,,Priority to continuing 8th graders,BRONX,,,"The Bronx School for Law, Government and Justice (LGJ) is an educational community that believes learning is a product of thinking. Students are engaged in 'hands-on, minds-on' learning in their core classes, as well as through the law curriculum, mentoring, internships, advisory, and extracurricular activities. LGJ is unique in that students have the opportunity to experience our stand-alone law curriculum. We are located on the same city block as the Bronx Criminal Court complex.",-73.918681,10929.0,"{'type': 'Point', 'coordinates': [-73.918681, 40.827607]}",6 to 12,27
17K543,K14A,Y,,,3336215,,,,,,,,,,,,9.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Flag Football, Indoor Track, Outdoor Track, Softball, Swimming, Table Tennis, Tennis, Volleyball",,,3051030010,,,Priority to continuing 8th graders,BROOKLYN,,,"Science, Technology and Research Early College High School at Erasmus (STAR) is a small Early College Network school. Our dynamic team of high school teachers and Brooklyn College professors are eager to prepare students interested in science, mathematics, and technology for college and the world of work. With our partners, we offer a range of challenging academic courses that give students first-hand exposure to the demands of high school and college by using field-based and hands-on methods of instruction. Students use the rich resources on the Brooklyn College and other City University of New York (CUNY) campuses as their learning laboratories. In addition to their high school diploma, students may earn 30 or more college credits.",-73.95855,13510.0,"{'type': 'Point', 'coordinates': [-73.95855, 40.649787]}",6 to 12,43
18K576,L41A,Y,,,3224139,,,,,,,,,,,,3.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Bowling, Cross Country, Handball, Indoor Track, Outdoor Track, Softball, Volleyball","CUNY College Now with: Brooklyn College, John Jay College, Medgar Evers; Monroe College-JumpStart Program",,3079980005,,,Open to New York City residents,BROOKLYN,,,"We provide a challenging academic program that fosters self-awareness and strong work habits. Our graduates are prepared for higher education and careers. We provide opportunities for students to share ideas with each other, the staff, and the community. Our students participate in project-based learning and demonstrate mastery. The advisory program offers students an opportunity for personal development and academic growth while building close relationships within the school community. Our staff makes every effort to know each student and family well through small class sizes and a personalized approach to education which provides a structure for success. Seniors go on internships in their spring semester.",-73.916735,13827.0,"{'type': 'Point', 'coordinates': [-73.916735, 40.633285]}",9 to 12,42
07X551,X27A,Y,,,2000957,,,,,,,,,,,,8.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Flag Football, Softball, Volleyball","Students take part in yearly exhibitions where they present college level research projects to the community, highlighting their learning and skills.",,2023330070,,,Priority to continuing 8th graders,BRONX,,,"Our school was founded on the idea that students who can express themselves in writing can succeed in any path. Writing is another way where we leverage student voice and strengthen social justice! In addition to our inquiry-based college preparatory curriculum, students participate in regular field trips to arts institutions, overnight trips to universities, SAT prep, and enriching community-building activities. Our student services team connects students to jobs, internships, and programs that allow them to travel all over the world. We celebrate hard work, curiosity, self-expression, and service. Our graduates are critical readers and writers, fully prepared to maximize their learning and change the world.",-73.925313,10929.0,"{'type': 'Point', 'coordinates': [-73.925313, 40.813641]}",6 to 12,23
02M544,L75A,Y,,,1026841,,,,,,,,,,,,1.0,,,,,,"For Current 8th Grade Students-Open only to students who are at least 15 years of age and entering high school for the first time. For Other Students-Students must be 17-21 years of age, have a minimum of 10 credits, have passed one Regents exam, and have attended high school for at least one year.",,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,1010650001,,,,MANHATTAN,,,"Independence High School embraces teaching and learning in a small, caring environment with high academic standards. We offer a multicultural, interdisciplinary curriculum with an infusion of arts and technology. Every student receives personalized counseling, with an advisor who helps them achieve goals and set post-secondary plans. Our community is actively engaged in helping students maintain academic excellence, foster self-esteem, and make healthy decisions. We nurture a passion for learning and problem-solving using Restorative Practices in an environment built on high accountability and support. Families maintain a high level of engagement with the school. Students participate in assemblies, college visits, and career fairs.",-73.989108,12081.0,"{'type': 'Point', 'coordinates': [-73.989108, 40.768343]}","School is structured on credit needs, not grade level",10
08X530,X94A,,,,2005616,,,,,,,,,,,,6.0,,,,,,,,,,,,No,,,,"CTE program(s): Digital Communication and Media/Multimedia, Legal Assistant/Paralegal",,,,,,,,,,,,,,,"Basketball, Softball","Overnight College Trips, Online and Blended Learning Classes",,2027100001,,,Priority to Bronx students or residents,BRONX,,,"Mission Statement (What we do, how we do it; our approach) We foster personal growth and academic success by learning and sharing ideas. Educators demonstrate determination, persistence, and academic curiosity by serving as facilitators in scholar's learning process. Scholars and educators are driven by the collaborative work of their peers and hold each other accountable. Families are empowered as school leaders and leveraged as experts of their children's' needs. Educators and school leaders collaboratively build career and college readiness curriculum for students and families. Scholars, educators, and families build trusting relationships to collaborate as equal partners in students' learning process.",-73.898212,10937.0,"{'type': 'Point', 'coordinates': [-73.898212, 40.817512]}",9 to 12,24
18K563,L36A,Y,,,3104598,,,,,,,Open to New York City residents,,,,Y,4.0,,,,,,,,44.0,,,Health Professions,Yes,,,Y,,,,,,22.0,,,13.0,,,,,,,"Basketball, Bowling, Cross Country, Flag Football, Outdoor Track, Soccer, Swimming, Volleyball","Art, Music, Regents Prep, SAT Prep, Early College Program, CUNY College Now, Swimming, Lifeguard Classes, Homework Center, Field trips, Advisory, Restorative Justice classes, Peer Mediation",,3047420001,,,Open to New York City residents,BROOKLYN,,,"It Takes A Village Academy is a supportive learning community that prepares students with the advanced skills, knowledge and confidence to become positive and responsible global citizens by cultivating in them ITAVA's 4 Core Values - Communication, Character, Critical Thinking and Civic Responsibility. Our focus is College and Career Readiness which is facilitated by our Early College programs with Medgar Evers College, LIU, Berkeley, Monroe College and Kingsborough Community College. We provide rigorous curriculum emphasizing; Medical Professions, Sciences and Technology. We currently provide many Advanced Placement (AP) courses, internships and a robust after school and Saturday Academy geared to building critical thinking skills.",-73.922171,16866.0,"{'type': 'Point', 'coordinates': [-73.922171, 40.648657]}",9 to 12,40
18K642,L50A,,,,3230949,,,,,,,,,,,,2.0,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,"Basketball, Indoor Track, Outdoor Track, Rugby, Soccer, Softball, Volleyball, Wrestling",APEX online credit bearing classes,,3082220001,,,Open to New York City residents,BROOKLYN,,,"The focus of Urban Action Academy is to provide students with a holistic college preparatory education that centers on themes of social justice and social action. Our academic program builds and strengthens our students' self-confidence by instilling a sense of civic-minded urgency in each student. Based on social issues they're passionate about, UAA students become public ambassadors and engage in local and broader community social action and change engagements.",-73.898254,13827.0,"{'type': 'Point', 'coordinates': [-73.898254, 40.641474]}",9 to 12,42
