property_id,property_name,percent_of_electricity_that,national_median_reference,financial_office_weekly,national_median_energy_star,office_gross_floor_area_ft,medical_office_percent_that_1,multifamily_housing_number_2,propane_use_kbtu,weather_normalized_site_2,weather_normalized_source,parking_open_parking_lot,data_center_it_source_energy,fuel_oil_1_use_kbtu,estimated_data_flag_fuel_3,electricity_use_grid_purchase_3,hospital_general_medical,annual_maximum_demand_meter,national_median_total_ghg,restaurant_worker_density,outdoor_water_use_all_water,national_median_site_eui,alert_energy_meter_has_less,number_of_active_energy_meters_1,food_service_gross_floor,district_hot_water_use_kbtu,fitness_center_health_club,multifamily_housing_number_7,medical_office_gross_floor,metered_areas_energy,weather_normalized_site_energy,office_worker_density_number,multifamily_housing_percent,source_eui_kbtu_ft,alert_property_has_no_uses,residence_hall_dormitory,parking_gross_floor_area,retail_store_number_of_walk,nyc_building_identification,direct_ghg_emissions_intensity,multifamily_housing_gross,third_party_certification,non_refrigerated_warehouse,alert_energy_no_meters,green_power_onsite_kwh,financial_office_number_of,hospital_general_medical_8,mailing_center_post_office,data_center_it_equipment,restaurant_weekly_operating,performing_arts_gross_floor,alert_energy_meter_has_single,weather_normalized_source_1,medical_office_number_of,parking_partially_enclosed,metered_areas_water,electricity_use_generated,multifamily_housing_resident,city,electricity_use_generated_3,net_emissions_metric_tons,green_power_offsite_kwh,property_gfa_calculated_2,laboratory_gross_floor_area,energy_star_certification_1,parent_property_name,property_gfa_calculated_1,senior_living_community_living,hospital_general_medical_3,total_ghg_emissions_intensity,largest_property_use_type,alert_data_center_issue_with,alert_water_meter_has_less,district_chilled_water_use,hospital_general_medical_5,hospital_general_medical_1,_3rd_largest_property_use,courthouse_gross_floor_area,last_modified_date_property
4403046,Ocean Empire: 75 Ocean Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,48770.6,97.9,Not Available,Not Available,Not Available,Not Available,1010300.7,Not Available,Not Available,495.9,Not Available,Not Available,105.2,Ok,5,Not Available,Not Available,Not Available,1.325,Not Available,Whole Property,5846608.3,Not Available,90,94.1,Ok,Not Available,Not Available,Not Available,3114553,3,80000,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,7835643,Not Available,Not Available,Not Available,Not Available,No specific resident population,Brooklyn,Not Available,323.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,80000.0,Not Available,Not Available,4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,08/23/2022 08:04 AM EDT
6716654,Surf Manor,0,Industry Survey,Not Available,50,Not Available,Not Available,Not Available,Not Available,2127,919.5,Not Available,Not Available,Not Available,Not Available,12726882.8,Not Available,Not Available,265.2,Not Available,Not Available,80.9,Ok,3,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Property,12939584.1,Not Available,Not Available,919.5,Ok,Not Available,Not Available,Not Available,3189629,0.3,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,35858610.4,Not Available,Not Available,Whole Property,Not Available,Not Available,Brooklyn,Not Available,1087.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,39000.0,1.5841,Not Available,27.9,Senior Living Community,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 04:03 PM EDT
4940500,ZARA - 88-09 148 Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,55290.6,131.6,Not Available,Not Available,Not Available,Not Available,883942.4,Not Available,Not Available,336.8,Not Available,Not Available,93.2,Ok,7,Not Available,Not Available,Not Available,1.13324,Not Available,Whole Property,6399214.9,Not Available,10,127,Ok,Not Available,Not Available,Not Available,4207095,4.4,62652,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,8241945.4,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Jamaica,Not Available,352.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,62652.0,Not Available,Not Available,5.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,09/23/2022 01:12 PM EDT
4952360,AKAM - 317-321 East 50th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,67398.4,101.3,Not Available,Not Available,Not Available,Not Available,1130021.3,Not Available,Not Available,511.9,Not Available,Not Available,88,Ok,11,Not Available,Not Available,Not Available,0,Not Available,Whole Property,7834664.7,Not Available,100,95.1,Ok,Not Available,Not Available,Not Available,1039641,3.2,100170,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,10142348.3,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,417.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,100170.0,Not Available,Not Available,4.2,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/25/2022 03:07 PM EDT
21311497,AKAM - Campus - TV3,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,1233856.7,111.7,Not Available,Not Available,Not Available,Not Available,24636390.4,Not Available,Not Available,9284.6,Not Available,Not Available,90.7,Ok,8,Not Available,Not Available,Not Available,0,Not Available,Whole Property,146581173.8,Not Available,100,106.8,Ok,Not Available,Not Available,Not Available,3196586;3196581;3196580,3.4,1741656,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,194502366.9,Not Available,Not Available,Whole Property,Not Available,Not Available,Brooklyn,Not Available,7999.9,0,Not Available,Not Available,No,AKAM - Campus - TV3,1741656.0,Not Available,Not Available,4.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/24/2022 06:10 PM EDT
3111704,DEPM 2840 - 1 West 72nd St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,53,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,6345494.3,Not Available,Not Available,1842.6,Not Available,Not Available,65.3,Ok,7,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,0,86.3,Ok,Not Available,Not Available,Not Available,1028637,2.4,468486,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,1681.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,468486.0,Not Available,Not Available,3.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 07:13 PM EDT
6690534,Stellar - 155 Ridge Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,44895.5,181.1,Not Available,Not Available,Not Available,Not Available,542914,Not Available,Not Available,236.1,Not Available,Not Available,122.1,Ok,9,Not Available,Not Available,Not Available,1.64488,Not Available,Whole Property,5008516.5,Not Available,100,169.9,Ok,Not Available,Not Available,Not Available,1004141,6.3,34045,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,6167138,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,261.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,34045.0,Not Available,Not Available,7.7,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 10:41 PM EDT
6603562,DEPM 2586 - 350 East 57th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,724.3,77.8,Not Available,Not Available,Not Available,Not Available,940500.7,Not Available,Not Available,355.3,Not Available,Not Available,66.2,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,3679323,Not Available,100,74.4,Ok,Not Available,Not Available,Not Available,1039987,0.1,75512,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,5872161.5,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,243.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,75512.0,Not Available,Not Available,3.2,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 03:16 PM EDT
15568357,AKAM - 93 Worth Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,62375.3,122.9,Not Available,Not Available,Not Available,Not Available,5466191.2,Not Available,Not Available,710.2,Not Available,Not Available,58.1,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,11703719.8,Not Available,100,118.7,Ok,Not Available,Not Available,Not Available,1001883,1.7,177850,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,21854739.4,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,756.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,177850.0,Not Available,Not Available,4.3,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,05/14/2022 07:31 PM EDT
3109191,DEPM 1624 - 812 Park Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,34,Not Available,4466.2,129.1,Not Available,Not Available,Not Available,Not Available,3296865.8,Not Available,Not Available,818.2,Not Available,Not Available,72.1,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,12868100.2,Not Available,0,122.4,Ok,Not Available,Not Available,Not Available,1041660,0.1,160160,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,20677461,Not Available,Not Available,Not Available,Not Available,No specific resident population,New York,Not Available,848.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,160160.0,Not Available,Not Available,5.3,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,05/14/2022 07:37 PM EDT
2669232,22-10 80th St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,4,Not Available,104390.7,Not Available,Not Available,Not Available,Not Available,Not Available,1992180.8,Not Available,Not Available,607.4,Not Available,Not Available,80.9,Ok,19,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,80,121.2,Ok,Not Available,Not Available,Not Available,4441819,3.9,128243,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Jackson Hgts,Not Available,672.5,0,Not Available,Not Available,No,Barclay Gardens,128243.0,Not Available,Not Available,5.2,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,08/01/2022 05:55 PM EDT
8102044,Dermot - 220 East 72nd Street,3.092444,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,2153.7,Not Available,Not Available,Not Available,Not Available,Not Available,2848958.6,Not Available,Not Available,982.7,Not Available,Not Available,68.7,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,100,73.8,Ok,Not Available,Not Available,Not Available,1085708,0.1,198113,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Manhattan,Not Available,588.9,25821.4,Not Available,Not Available,No,Not Applicable: Standalone Property,198113.0,Not Available,Not Available,3.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,09/22/2022 08:18 AM EDT
2704680,DEPM 4050 - 205-215 East 22nd St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,25654,93.7,0,Not Available,Not Available,Not Available,2588010.5,Not Available,Not Available,427.7,Not Available,Not Available,58,Ok,10,Not Available,Not Available,Not Available,0.51856,Not Available,Whole Property,5152335.9,Not Available,0,91.9,Ok,Not Available,7448,Not Available,1019668,1.2,106063,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,9937097.5,Not Available,0,Whole Property,Not Available,No specific resident population,New York,Not Available,345.4,0,7448,Not Available,No,Not Applicable: Standalone Property,106063.0,Not Available,Not Available,3.3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/23/2022 01:04 PM EDT
15568369,AKAM - 579 West 215th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,64191.1,117.5,Not Available,Not Available,Not Available,Not Available,924586.1,Not Available,Not Available,424,Not Available,Not Available,94.5,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,7291711.3,Not Available,100,111.8,Ok,Not Available,Not Available,Not Available,1065087,4,78130,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,9183342.8,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,389.0,0,Not Available,Not Available,No,Not Applicable: Standalone Property,78130.0,Not Available,Not Available,5,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/25/2022 02:37 PM EDT
21294054,AKAM - 2100 Bedford Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,9975.9,82.3,0,Not Available,Not Available,Not Available,2200267.8,Not Available,Not Available,337.4,Not Available,Not Available,49.9,Ok,6,Not Available,Not Available,Not Available,0.79245,Not Available,Whole Property,3258516.5,Not Available,100,79.2,Ok,Not Available,2754,Not Available,3421831,0.5,89596,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,7378063.6,Not Available,0,Not Available,Not Available,Not Available,Brooklyn,Not Available,233.5,0,2754,Not Available,No,Not Applicable: Standalone Property,89596.0,Not Available,Not Available,2.6,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 04:48 PM EDT
6811983,AKAM - 333-353 West 56th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,109040,Not Available,Not Available,Not Available,399757.7,113.4,Not Available,Not Available,Not Available,Not Available,10720923.7,Not Available,Not Available,3705.4,Not Available,Not Available,97.6,Ok,22,Not Available,Not Available,Not Available,0,Not Available,Whole Property,50550325.9,2.29274,100,109.8,Ok,Not Available,Not Available,0,1083734;1087148,3.2,509892,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,71583318.3,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,2895.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,631392.0,Not Available,Not Available,4.6,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Retail Store,Not Available,09/13/2022 05:50 PM EDT
20662111,DEPM 1824 - 13 West 13th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,38764.3,89.5,0,Not Available,Not Available,Not Available,1892215.7,Not Available,Not Available,470.4,Not Available,Not Available,71.8,Ok,9,Not Available,Not Available,Not Available,0.85391,Not Available,Whole Property,5696904.7,Not Available,100,88.5,Ok,Not Available,3000,0,1009714,1.9,97200,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,9167577.8,Not Available,0,Whole Property,Not Available,Not Available,New York,Not Available,350.3,0,3000,Not Available,No,Not Applicable: Standalone Property,102400.0,Not Available,Not Available,3.4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Parking,Not Available,05/30/2022 05:59 PM EDT
4952704,AKAM - 34-40 79th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,49140.9,93.3,Not Available,Not Available,Not Available,Not Available,710741.4,Not Available,Not Available,344.6,Not Available,Not Available,79,Ok,5,Not Available,Not Available,Not Available,0.79121,Not Available,Whole Property,5597974.7,Not Available,100,87,Ok,Not Available,Not Available,Not Available,4029134,3.1,75833,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,7074680.2,Not Available,Not Available,Not Available,Not Available,No specific resident population,Queens,Not Available,293.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,75833.0,Not Available,Not Available,3.9,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 04:31 PM EDT
2675987,DEPM 1748 - 179 East 70th St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,33,Not Available,66314.6,105.7,Not Available,Not Available,Not Available,No,2106323.1,Not Available,Not Available,638.1,Not Available,Not Available,87.2,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,8656241.2,Not Available,0,102.3,Ok,Not Available,Not Available,Not Available,1042739,2.7,119550,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,12632417.3,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,498.6,0,Not Available,Not Available,No,Not Applicable: Standalone Property,119550.0,Not Available,Not Available,4.2,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/27/2022 03:50 PM EDT
2665462,Stellar - 1301-13 St. Nicholas Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2146023.8,Not Available,Not Available,412.2,Not Available,Not Available,90.9,Ok,26,Not Available,Not Available,Not Available,1.05932,Not Available,Whole Property,Not Available,Not Available,0,186.3,Ok,Not Available,Not Available,0,1063555,5.4,65136,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,589.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,75600.0,Not Available,Not Available,7.8,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 10:41 PM EDT
6690543,Stellar - 395 East 151st Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,37686.4,194.1,Not Available,Not Available,Not Available,Not Available,1138346.6,Not Available,Not Available,179.3,Not Available,Not Available,81,Ok,12,Not Available,Not Available,Not Available,0.93509,Not Available,Whole Property,4875422.8,Not Available,100,188.1,Ok,Not Available,Not Available,Not Available,2001666,5.1,36360,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,7056067.5,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,Not Available,281.0,0,Not Available,Not Available,No,Not Applicable: Standalone Property,36360.0,Not Available,Not Available,7.7,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,09/13/2022 05:54 PM EDT
4998841,STATEN ISLAND STADIUM 16,0,CBECS - Public Assembly,Not Available,50,Not Available,Not Available,Not Available,Not Available,15932.6,149.6,Not Available,Not Available,Not Available,Not Available,3141637.9,Not Available,700535041300011 (104201392),259,Not Available,Not Available,49.3,Ok,2,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Property,4734899.6,Not Available,Not Available,146.1,Ok,Not Available,Not Available,Not Available,5154385,1,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,10469510.8,Not Available,Not Available,Whole Property,Not Available,Not Available,STATEN ISLAND,Not Available,337.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,70000.0,Not Available,Not Available,4.8,Movie Theater,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,06/17/2022 11:40 PM EDT
2660104,AKAM - 201 East 62nd Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,69,Not Available,447.4,104.2,Not Available,Not Available,Not Available,Not Available,3450688.7,Not Available,Not Available,783.1,Not Available,Not Available,64.1,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,10007182.1,Not Available,0,101.3,Ok,Not Available,Not Available,0,1043826,0,160500,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,17460322,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,695.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,167500.0,Not Available,Not Available,4.2,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 10:20 PM EDT
15569106,DEPM 1348 - 25 Broad Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,16610.1,120.6,Not Available,Not Available,Not Available,Not Available,13554951.3,Not Available,Not Available,1834.9,Not Available,Not Available,56.4,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,26016688.9,Not Available,100,120.7,Ok,Not Available,Not Available,0,1000824,0.2,417263,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,52257671.9,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,1930.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,433463.0,Not Available,Not Available,4.5,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,03/27/2022 05:29 PM EDT
2668685,SW - 350 West 55th St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,50482.3,110.5,Not Available,Not Available,Not Available,No,1267627.9,Not Available,Not Available,461.9,Not Available,Not Available,97.7,Ok,8,Not Available,Not Available,Not Available,1.58302,Not Available,Whole Property,6271966.8,Not Available,0,106.4,Ok,Not Available,Not Available,Not Available,1025420,3.1,78963,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,8727105.3,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,352.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,78963.0,Not Available,Not Available,4.5,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 10:46 PM EDT
3107161,DEPM 1284 - 650 Park Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,98,Not Available,1529.4,120.2,0,Not Available,Not Available,Not Available,4572428,Not Available,Not Available,1210.6,Not Available,Not Available,73.7,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,17161072.8,Not Available,0,124,Ok,Not Available,5000,Not Available,1041176,0,231380,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,27812650.4,Not Available,0,Whole Property,Not Available,No specific resident population,New York,Not Available,1262.9,0,5000,Not Available,No,Not Applicable: Standalone Property,231380.0,Not Available,Not Available,5.5,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 03:05 PM EDT
2693171,DEPM 1946 - 480 Park Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,101,Not Available,195667.4,Not Available,Not Available,Not Available,Not Available,No,7617464,Not Available,Not Available,1801.7,Not Available,Not Available,74.4,Ok,15,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,0,102.8,Ok,Not Available,Not Available,0,1036083,2.4,361542,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,1575.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,386479.0,Not Available,Not Available,4.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/23/2022 03:36 PM EDT
4951946,AKAM - 160 East 38th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,5398.2,146,Not Available,Not Available,Not Available,Not Available,9896714.1,Not Available,Not Available,1562.3,Not Available,Not Available,65,Ok,12,Not Available,Not Available,Not Available,0,Not Available,Whole Property,26947205.9,Not Available,100,144.7,Ok,Not Available,Not Available,0,1019099,0.1,302706,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,48140624.8,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,1937.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,329706.0,Not Available,Not Available,5.9,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 07:17 PM EDT
5864833,AKAM - 145 Park Place,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,47,Not Available,10719.1,81.4,Not Available,Not Available,Not Available,Not Available,1802584.2,Not Available,Not Available,303,Not Available,Not Available,53.1,Ok,7,Not Available,Not Available,Not Available,0.60435,Not Available,Whole Property,2930814.9,Not Available,100,78.4,Ok,Not Available,Not Available,Not Available,3018945,0.7,77770,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,6330435.7,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Brooklyn,Not Available,205.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,77770.0,Not Available,Not Available,2.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 03:15 PM EDT
5864834,AKAM - 181 Clermont Avenue/174 Vanderbilt Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,74,Not Available,41262.9,107.5,0,Not Available,Not Available,Not Available,2558969,Not Available,Not Available,454.6,Not Available,Not Available,65.3,Ok,5,Not Available,Not Available,Not Available,0.69818,Not Available,Whole Property,6650065.7,Not Available,100,105.6,Ok,Not Available,5814,Not Available,3058390;3423539,1.9,105990,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,11399182.7,Not Available,0,Whole Property,Not Available,No specific resident population,Brooklyn,Not Available,420.1,0,5814,Not Available,No,Not Applicable: Standalone Property,105990.0,Not Available,Not Available,4,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 03:15 PM EDT
2672616,DEPM 1674 - 444 Central Park West,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,83,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2256361.1,Not Available,Not Available,1029.2,Not Available,Not Available,83.2,Ok,11,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,0,80.2,Ok,Not Available,Not Available,Not Available,1055495,2.5,210000,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,723.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,210000.0,Not Available,Not Available,3.4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/23/2022 03:30 PM EDT
