account_number,vendor_formal_name,id6_digit_naics_code,name_of_client_job_exp_1,description_of_work_job_exp_2,signatory_to_union_contracts,date_of_establishment,description_of_work_job_exp_1,description_of_work_job_exp_3,largest_value_of_contract,zip,certification,naics_subsector,naics_title,name_of_client_job_exp_2,bbl,aggregate_bonding_limit,census_tract_2020_,business_description,percent_self_performed_job_exp_3
329230,2012 H&A Construction Corp,236118,Associated Blind,"PAINT ENTIRE APARTMENT (STUDIO)
1. General Protection
Protect the floor, Take down window treatments",,2012-07-10T00:00:00.000,"Demolition
* Remove existing partition at long wall of existing bathroom and closet.
• Remove and sa",,18971.0,8629,MBE,Residential Building Construction,Residential Remodelers,TB House LLC,,,,"New Living Space Construction (NLS) is a family owned operated business, established in 1987. NLS operates out of NYC and provides services across the tristate area. We work with everyone from homeowners and contractors to realtors, property management companies, architects, engineers, and the like. With our strong knowledge base and extensive skill set, we help our clients’ dreams come to fruition. NLS contains a seasoned workforce allowing the company to be responsive to the needs of our clients on projects of all sizes and complexities. As a full-service general contracting business, our services include renovations, carpentry, electrical, plumbing, and much more. We strive to complete projects on time, while providing quality craftsmanship for all of our clients.",
697300.00%,"American Sign Language Learning Center, Inc.",611630,Miamonides Medical Center,Providing sign language interpreters for patients who are deaf and hard of hearing. (On-going),,1999-09-29T00:00:00.000,Providing sign language interpreters for patients who are deaf and hard of hearing. (On-going),Providing sign language interpreters for patients who are deaf and hard of hearing. (On-going),,11230,WBE,Other Schools and Instruction,Language Schools,Touro College,3067300031.0,,760.0,"The American Sign Language CTR Inc, provides sign language interpreters for deaf and hard of hearing consumers at various venues (i.e., Hospitals, Doctor Visits, Educational Setting)",
325891,Annex Enterprise Inc,238140,PS 170 Bronx,#NAME?,,2015-10-08T00:00:00.000,#NAME?,#NAME?,300000.0,11001,MBE,"Foundation, Structure, and Building Exterior Contractors",Masonry Contractors,249 Broome Street,,,,"Annex Enterprise Inc. is a general contractor company specializing in masonry, concrete & waterproofing.",100.0
7109,"24/7 HomeCare Agency of NY, Inc",621610,Village Care Maxx,Personal Care Services,,2009-03-01T00:00:00.000,Providing patients with HHA/PCA to assist in personal care services,"Providing HHA/PCA services to assist patients with personal care, ADL and housekeeping",6000000.0,11234,WBE,Home Health Care Services,Home Health Care Services,Village Care Max,3079040049.0,100000.0,688.0,"24/7 HomeCare Agency of NY, Inc is a licensed Home Care Agency servicing elderly patients by providing Home Health Aides and Personal Care Assistants to patients requiring assistance in personal care, activities of daily living, housekeeping, and meal preparation in the comfort of their own homes. We also serve patients in the CDPAS/CDPAP program. We service all 5 boroughs and Nassau County and have aides speaking many languages including English, Spanish, French, Creole, Hebrew and Russian",100.0
3191,Admiral Staffing Inc.,561320,Kawasaki rail car,"CT Technician, nurses, office employees",,2008-01-07T00:00:00.000,"Rail car Tech, Office temps",Warehouse workers,775000.0,10018,MBE,Employment Services,Temporary Help Services,Brookdale Hospital,1007880004.0,15000000.0,113.0,This is a staffing agency that provides temporary employees to various companies in the city and tristate area.,100.0
1.0425E+4,"Allergic to Salad, LLC",611110,CAMBA,Lead cooking classes for PS through MS students in Edge's after-school and Summer Rising programs.,,2013-04-01T00:00:00.000,Allergic to Salad provided trained educators to teach STEM-based cooking classes to after-school pro,Allergic to Salad provided trained educators to teach STEM-based cooking classes in NIA's after-scho,150000.0,11106,WBE,Elementary and Secondary Schools,Elementary and Secondary Schools,Edge NY,4005860019.0,,53.0,"Youth culinary educational service provider. Offering healthy, vegetarian, life-skills, STEM and CORE- based culinary/nutrition classes taught by trained educators. Available to schools, after-school, camps, community-based organizations, libraries, and more. We work to develop a platform of exploration and passion for adventurous eating.",100.0
1746,Alkem Electrical Corp,238210,ALMA REALTY,"ELECT WORK FOR AC, EXIT SIGNS",,2001-09-18T00:00:00.000,"ELECTRICAL- GENERAL WIRING, TELECOMMUNICATION & CAMERAS",IPDVs CAMERA INSTALLATION,1350000.0,11226,MBE,Building Equipment Contractors,Electrical Contractors and Other Wiring Installation Contractors,SCA,3050570024.0,2000000.0,820.0,"ALKEM ELECTRICAL CORP. IS A  LICENSED ELECTRICAL CONTRACTOR PROVIDING ELECTRICAL SERVICES TO RESIDENTIAL, COMMERCIAL & GOVERNMENT PROPERTIES WHICH INCLUDES PARKS. OUR SERVICES INCLUDE GENERAL WIRING, REPAIRS AND INSTALLATIONS, POWER AND LOW VOLTAGE SYSTEMS, FIRE ALARMS ETC. WE ARE CURRENTLY CERTIFIED MBE WITH NYCCSBS, EMPIRE STATE, NYSCA, DBE, MTA, DASNY AND PORT AUTHORITY.",100.0
10572,"Antonio Natale Landscaping, Inc.",541320,J. Pizzirusso Landscaping corp,Planting of bioswales,"Laborers' International Union of North America Highway, Road and Street Construction Laborers' 1010",2003-01-23T00:00:00.000,"site work, planting, drainage, sod","Pavers, Planting, Site Work",891107.0,11596,WBE,"Architectural, Engineering, and Related Services",Landscape Architectural Services,NY Concrete Corp,,,,"Antonio Natale Landscaping, Inc does landscaping and masonry work.",100.0
372745,Alice Colverd Architect PLLC,541310,George Gilpin and Gigi Sharp,Professional Architectural Services. Design Development of Phase 1 and Phase 2 projects as defined i,,,Professional Architectural Services for Alteration Type 1 conversion of a Landmarked carriage house,Professional Architectural Services. Preparation of design and documentation for Alteration Type 2 r,189000.0,11385,WBE,"Architectural, Engineering, and Related Services",Architectural Services,UnionDocs,,,,Architecture office providing professional architectural services.,100.0
3209,Arol Management LLC,541618,The Public Theater,Alterations & Renovations to Unit 3B,,2014-03-19T00:00:00.000,Construction management,HVAC Replacement,2633631.0,10021,"MBE,WBE","Management, Scientific, and Technical Consulting Services",Other Management Consulting Services,Lucas Durst,1014690028.0,,13201.0,"AROL Management, LLC is a full service construction management - providing pre-construction/estimating, construction scheduling services - full service contruction management, site supervision, LEED Process Management.",100.0
324465,Allure Specialty Pharmacy Corporation,621999,IAHD,,,2016-09-16T00:00:00.000,Supplied medications to program participants living in residential housing.,,20000.0,10466,MBE,Other Ambulatory Health Care Services,All Other Miscellaneous Ambulatory Health Care Services,,2050350034.0,,418.0,"Allure Specialty Pharmacy produces all major medications and specializes in HIV, Hepatitis C and psychology medications.",
378203,"Ahwaga Lighting, LLC",238990,,,,2015-08-14T00:00:00.000,,,,10567,WBE,Other Specialty Trade Contractors,All Other Specialty Trade Contractors,,,,,"Lighting fixtures, lighting controls, inverters, lamps",
371194,Amber Contractors Corp.,238350,New York City,"WILSON C.C.-C539**Labor for roof
fan replacement**REQ#1876291",,2020-07-07T00:00:00.000,"Install fire
proof door with locks at
confined space 82x39 at 505
and 445 E 120th st","REPLACE LIGHT BULBS
AND DIFFUSER COVERS
AT 1315 AMSTERDAM",9995.0,11418,"MBE,WBE",Building Finishing Contractors,Finish Carpentry Contractors,New York City,4093480003.0,,122.0,Provide Carpentry work.,100.0
330966,"Aquarius Engineering, PLLC",541330,Hazen and Sawyer,,,2019-09-17T00:00:00.000,"Developed and conducted workshops, meetings, technical analyses, written reports, and project contro",,140757.0,10573,WBE,"Architectural, Engineering, and Related Services",Engineering Services,,,,,"Aquarius Engineering, PLLC focuses on process design for public and private drinking water treatment facilities throughout the northeast.",
10012,149 Street Food Corp.,445240,,,,2016-03-02T00:00:00.000,,,,10455,MBE,Specialty Food Retailers,Meat Retailers,,2022947501.0,,71.0,"Full scale supermarket selling produce, dairy, meat, deli, grocery, hot food.",
4189,"Adrienne Nicole Productions, LLC",512110,PHL,"Shot video, Provided hair and makeup for talent, provided audio services, Managed and coordinated eq",,2010-09-20T00:00:00.000,"We shot, edited and coordinated multiple national shoots. Additionally, some were remote shoots, so","Pre-production management, crew selection & management, shooting, directing, producing, edit deliver",700000.0,11201,"MBE,WBE",Motion Picture and Video Industries,Motion Picture and Video Production,Mob Scene / Apple TV,3002390001.0,,502.0,"Adrienne Nicole Productions (ANP) is a video production company that produces commercials, brand integrations, training videos and still images. We capture the truth in film ensuring our clients' stories are authentic and represent who they truly are.

We shoot, edit, create motion graphics and more.",100.0
309360,Alphaco Sprinkler LLC,238990,Sonesta Hotels,Install entire building fire sprinkler system,,2019-10-03T00:00:00.000,Remove and replace with new fire sprinkler system at the parking structure,Installed fire sprinklers.,52900.0,10455,MBE,Other Specialty Trade Contractors,All Other Specialty Trade Contractors,ABC construction,2023740048.0,,67.0,"Alphaco Sprinkler installs, services, repairs and maintains fire protection systems.",100.0
360731,Air Ideal Inc.,238990,Pfizer,,United Service Workers 355,1969-08-08T00:00:00.000,HVAC Services,,7150000.0,11501,MBE,Other Specialty Trade Contractors,All Other Specialty Trade Contractors,,,,,HVAC Contractor,
10612,Arch Design and Construction Associates LLC,541310,Ahmaddiya Movement IIn Slam,Room Renovation,,2015-04-02T00:00:00.000,Mechanical System Assessment,Review of Bid Documents and On-site construction observsation,1500.0,10573,"MBE,WBE","Architectural, Engineering, and Related Services",Architectural Services,Dr. Yaa Ohene-Fianko,,,,"Architectural design services, construction management services, review and signage of design drawings, building observation and inspection, building code verification.",100.0
1092,A&V STEEL LLC,238120,Innovax-Pillar Inc.,Furnish and install structural & misc steel,"Ironworkers 40, Ironworkers 580, Op Eng 14, Ironworkers 361, Op Eng 15",2009-02-11T00:00:00.000,Structural and misc steel fabrication and installation,Furnish and install miscellaneous steel,1600000.0,11418,MBE,"Foundation, Structure, and Building Exterior Contractors",Structural Steel and Precast Concrete Contractors,Sienia Construction Inc.,4093550008.0,,14202.0,We specialize in structural and miscellaneous steel fabrication and installation.,100.0
1135,"Ajit One Mechanical & General Contracting, Inc.",238220,ELH Construction Co.,"Installed copper line from the basement to the garden. Installed hose bibs, valves, valve boxes, sle",,1995-09-14T00:00:00.000,Replaced the boiler.,,128400.0,11419,MBE,Building Equipment Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",NYCHA,4094350001.0,10000000.0,120.0,Ajit One Mechanical & General Contracting provides general contracting services.,
314409,AO Apparel Inc,424350,General Motors Company,Sold PPE clothing.,,2017-07-27T00:00:00.000,Sold PPE clothing.,,14134907.0,10016,"MBE,WBE","Apparel, Piece Goods, and Notions Merchant Wholesalers",Clothing and Clothing Accessories Merchant Wholesalers,Apple Inc,1009177501.0,,78.0,AO Apparel sells women's clothes.,
2270,Americas Construction Group Inc,238190,B Agosto,Provided flooring services.,,2007-03-07T00:00:00.000,Provided flooring services.,,5000.0,10108,MBE,"Foundation, Structure, and Building Exterior Contractors","Other Foundation, Structure, and Building Exterior Contractors",Ali Moalawi,1010320054.0,,115.0,"Americas Construction Group specializes in flooring, polishing, sheet vinyl, resinous flooring, water proofing, and seam epoxy.",
346725,"Adrii's Kitchen, LLC",722320,Harlem Children Zone,,,2018-04-18T00:00:00.000,Catered a lunch for students and staff.,,885.0,10029,"MBE,WBE",Special Food Services,Caterers,,1017080039.0,,178.0,Adrii's Kitchen is a catering service company.,
379179,A P Lee Product LLC,459210,Bronx Haven High School,,,2017-10-10T00:00:00.000,"Positive Learning Equates Etiquette, People Learning Everyday Etiquette Books",,1651.0,10470,MBE,Book Retailers and News Dealers,Book Retailers and News Dealers,,2050410026.0,,418.0,"My name is PercyLee Anderson, I`m the middle child of five siblings. I was born in the early 60`s during the end of the civil rights movement. I grew up in a time when children respected and greeted their elders. Values, Courtesy, Manners and Respect were a way of life.  It was a set of standards, that were passed down, taught, given and shared from generation to generation.  We were hit with two epidemics in the 80`s, Crack and HIV. A generation got lost, and along with that Values, Courtesy, Manners and Respect were lost too, but not for all.  A negative environment arose through the 80`s, 90`s, into the present and spread from the young to the old.  Me and a partner would discuss issues concerning the values and how they were lost and how they needed to be revived and brought back.  We wrote a few books, that covered some of these issues.  Then after a few years, I sat down and continued to write more on the basic with my first publication, People Learning Everyday Etiquette. Just to get people ( young and old) thinking and behaving in a correct manner. Then I decided to go deeper, it wasn`t just how people acted, it was on how some thought, and like I said from the young to the old.  That’s when I wrote, Positive Learning Equates Etiquette. It’s not only teaching, its reteaching, it`s directing and redirecting, it`s suggesting a better choice and lifestyle that once was, could be again for all. Soft Skills Training. Book Author. NYC Borough Map T-shirts. Personal Etiquette and Manners Books your youth and adults.",
101747,"Artelatam, LLC",711510,City of NY Department of Education,The Introduction to Video and Editing Residency gave students an introductory understanding of Adobe,,2016-06-24T00:00:00.000,Murals painted with students & Hand painted Murals by the artists featuring notable historical figur,"ArteLatAm's STEAM Urban Gardening program combined art and gardening to foster creativity, nature aw",49230.0,11106,"MBE,WBE","Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers",City of NY Department of Education,4005677502.0,,75.0,"Founded in 2016, ArteLatAm is a certified Women's Minority Business Enterprise (M/WBE) in  New York City, New York State, and New Jersey that offers large-scale murals, public art installations & educational art programs. We are a trusted vendor for NYC DOE, MTA & Port Authority. 

Our mission aims to provide a diverse range of art services to both public and private entities while supporting and highlighting the talents of artists and creatives. 

Our bilingual team comprises talented artists, creatives, architects, designers, administrative staff, and project managers who share a passion for creative excellence and exceptional client service. We work closely with our clients to understand their unique needs and deliver tailored solutions that exceed expectations. We take pride in our extensive network of exceptional artists and muralists with over 25 years of experience in the art industry. Our network boasts 1000+ seasoned artists, creators, and trainers qualified to work with students. 

We offer mural and art educational programs for K to 12th-grade students during school hours, after school, summer rising, artist in residency, enrichment, workshops, and more. We are proud to have supported over 4,800 students in all five boroughs of New York in the last four years. 

We prioritize student involvement and specialize in various art disciplines, including visual art classes, murals by the artist, murals painted with students, performing arts, music, theater, singing, and multicultural dance. We have also successfully introduced urban gardening, robotics, and sports programs, which include a range of activities such as multicultural Zumba, yoga, and soccer, all with a creative twist!",100.0
362789,Anelis Consulting LLC,541611,Headquarters Department of the Army,"Providing Executive Coaching, Strategic A3 Coaching/Leadership, and Lean Facilitation/Training",,,Providing LSS MBB Program Support for the  Army Business Transformation Office (BTO) Office,Providing LSS MBB Program Support the  Army National Guard Bureau Business Transformation Office (BT,1200000.0,20659,"MBE,WBE","Management, Scientific, and Technical Consulting Services",Administrative Management and General Management Consulting Services,Rochester Regional Health System,,,,"Anelis Consulting is an industry-leading strategy and technology consulting firm that provides a full range of professional services in strategy, business transformation, and technology. Anelis Consulting has experience providing training, facilitation, consulting, and change management services. These services assist public and private sector clients in delivering quality solutions that are cost-effective, aligned to organizational strategy, and enhance overall productivity and profitability.",100.0
308384,Angelic Kreations Inc.,711510,Save Our Streets,,,2017-06-27T00:00:00.000,"Public Speaking, Poetry, Prose",,3000.0,10001,"MBE,WBE","Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers",,1007510001.0,,97.0,"Teaching and Performing Poetry for over ten years.
Angelic Kreations offers Poet on Demand services for Anniversaries, Birthdays, sweet sixteen, quinceanera, Weddings, Valentine's Day, Loved ones in the hospital, nursing homes, People with disabilities & wheelchair-bound, Memorial, Funeral & Wake services, Cancer Patients, Pregnancy Announcements, Baby Showers, Family & Friends going off to college, Military etc., Mother's & Father's Day, Pod-Cast intros & Outros",
10290,Advanced Resolution Management,611430,New York City Department of Education - Citywide Head Start/Early Head Start Policy Council,,,2010-01-01T00:00:00.000,Did performance evaluation and team building.,,3750.0,10707,"MBE,WBE",Business Schools and Computer and Management Training,Professional and Management Development Training,,,,,"Advanced Resolution Management does leadership development, workforce education, professional development, executive coaching and performance coaching.",
333231,Anaktora Mechanical LLC,238990,E&S Sons Corp.,"Sanitary, Vent & Water Distribution for 1 full bath, bar sink, kitchen sink, ice maker water, coffee",,2020-02-13T00:00:00.000,"Disconnected old plumbing lines. Installed 6 toilets, lavs, drains, pantry sinks. Ran new sanitary &","Plumbing roughing for future cafe, Removal of hot/cold water lines, 2 waste/vent lines.",66000.0,11314,WBE,Other Specialty Trade Contractors,All Other Specialty Trade Contractors,TLC Industries Corp,,,,Anaktora Mechanical is a plumbing contractor company.,100.0
102448,A.H.C. Appliances L.L.C.,449210,ARTIMUS CONTRUCTION,APPLIANCES,,1998-07-01T00:00:00.000,APPLIANCES,APPLIANCES,252352.0,11516,WBE,Electronics and Appliance Retailers,Electronics and Appliance Retailers,UA BUILDERS,,,,"AHC is a NY State Certified WBE company. We sell all major household appliances such as Washers, Dryers, Stoves, Refrigerators, Dishwashers, Microwaves, Air Conditioners, Freezers and Televisions.  We sell small and large quantities, we can supply a single family unit to large multi family buildings. Our prices are competitive and we carry a wide selection of brands and sizes. Customer support and staff are knowledgeable and friendly.  We do next day delivery on many sku's to Manhattan, Queens, Long Island and Brooklyn. We go to New Jersey and Staten Island at least once a week. We aim to provide the best service to our customers.",100.0
3.79009E+5,349 Dino Realty Corp.,423390,Manhattan Constructors,delivered concrete,,1962-01-16T00:00:00.000,Supplied Concrete,Supplied Concrete,7384000.0,11694,WBE,Lumber and Other Construction Materials Merchant Wholesalers,Other Construction Material Merchant Wholesalers,Cross Country Construction,4162800068.0,,928.0,Concrete Supply,0.0
7088,AP-TEK Restoration Inc.,236118,West Harlem Group Assistance Inc,"Did cleaning, priming and painting. Renovated the apartments.",,2004-02-26T00:00:00.000,Did stucco and waterproofing.,,175250.0,11370,MBE,Residential Building Construction,Residential Remodelers,West Harlem Group Assistance Inc,4010330061.0,,30904.0,"AP-TEK Restoration is a general contracting business that specializes in roofing, waterproofing, brick pointing, cement and silicone coating, steam cleaning, window lintels and sills, parapet wall rebuilt, boiler chimneys rebuilt, stucco, apartment renovation, sheetrock and structural work.",
6143,Architectural Flooring Resource Inc.,238330,Jones Lang Lasalle,Labor to install.,,1993-04-25T00:00:00.000,Furnish and install carpet and resilient,Furnish and install carpet and resilient,2107731.0,10001,"MBE,WBE",Building Finishing Contractors,Flooring Contractors,NYS Office of Mental Health,1008030016.0,10000000.0,95.0,"We furnish and install flooring including specialty flooring: wood, cork, ceramic tile, carpet tiles, rubber, sports, flooring, boardroom, vct, mats and floor grates. We provide cleaning of carpet, fabric and hard surface flooring. We offer maintenance programs, as well as SaniGlaze a safe and environmentally friendly tile and grout restoration.",100.0
103516,ANG Business Services LLC,561499,RMA-ADRA,,,,"- Consulting
• Reviewed and maintained current human resources records, including but not limited to",,120000.0,7036,"MBE,WBE",Business Support Services,All Other Business Support Services,,,,,"PROVIDE THE HIGHEST QUALITY OF HUMAN RESOURCES, TRAINING, STAFFING AND ORGANIZATIONAL DEVELOPMENT SOLUTIONS DESIGNED TO HELP BUILD AN EXCEPTIONAL
WORKFORCE AND SUSTAIN HIGH-PERFORMING ORGANIZATIONS.",
373634,“I AM” EHS Management LLC,237310,JJM Construction Services LLC,Safety analysis,,,Development of safety construction work plans,Development of safety checklist,475.0,10980,MBE,"Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction",Puppy Playground LLC,,,,"In 2006, I had the opportunity to join NYC Sandhog Union 147, working in mining and tunneling. Back then, safety practices were minimal, and the culture around workplace safety was not a priority. However, over the years, I witnessed a significant shift—new safety regulations were introduced, management became more engaged, and a stronger emphasis was placed on safe work practices. As a result, injuries decreased, and work became more efficient.

Recognizing this transformation, I felt inspired to be part of the movement. In 2016, I founded “I AM” EHS Management LLC with the goal of contributing to the workforce and supporting businesses in creating safer, more effective work environments.",100.0
333874,ANH Design and Printing LLC,541430,Emergency Management Coordinator,Create a custom illustration for their stationery.,,,"Printing of 33"" Retractable Banners for the Fire and EMS Recruiting department",Design or editing business cards for printing services.,3135.0,7974,"MBE,WBE",Specialized Design Services,Graphic Design Services,Gail Williams,,,,"NK Design Agency is a full-service design agency. We specialize in graphic content such as 2D- 3D motion graphics, Custom Illustrations, Brand Asset Design & Printing Services (logos, banners, marketing materials, etc.), Website Design services, and more.",100.0
363164,Accents Language Services Inc.,541990,SOSi LLC,English <>Yoruba Interpretation for clients on a need-basis.,,2021-04-19T00:00:00.000,"Interpret in on site, telephonic & video remotely to clients with English as the source language to",Transcribed audio files from Swedish <> English and also translated screenshot of text messages from,23645.0,11720,"MBE,WBE","Other Professional, Scientific, and Technical Services","All Other Professional, Scientific, and Technical Services",United State District Court (SDNY),,,,"Accents Language Services Inc. is a woman-owned company located in New York with the aim to bridge the gap in communication between Limited English Persons (LEPs) and different providers in the public and private sectors. The owner has 14 years of experience working with diverse language services providers in the United States and other companies around the world. Leveraging the use of technology for remote, telephonic, and on-site services, our company has the capacity to meet the needs of the different clientele that we serve.",100.0
364598,Admire Landscaping and Lawn Care LLC,541990,Popeyes Louisiana Kitchen,,,2018-01-16T00:00:00.000,"Planted bushes, red stone and flowers. Did clean up.",,4358.0,11236,MBE,"Other Professional, Scientific, and Technical Services","All Other Professional, Scientific, and Technical Services",,3080170062.0,,956.0,"Admire Landscaping and Lawn Care LLC does commercial, residential and government landscaping, The company's services include landscaping design, landscaping maintenance, tree trimming, plant design and installation, tree planting, lawn mowing, weed wracking, sod installation, mulching and clean up.",
10347,Air Round Construction Corp.,236118,Bottomline Construction,Remove all the existing cracked concrete and applied new concrete,,2008-05-09T00:00:00.000,"We have performed pointing, steam cleaning, window caulking and roof king",Complete removal of existing concrete sidewalk and replace with new concrete sidewalk,200000.0,11422,MBE,Residential Building Construction,Residential Remodelers,Kraus Management,4136880050.0,2000000.0,656.0,"This is a general construction business duties such as roofing, sidewalk, painting, power wash, etc., and also provide all of the material, labor, equipment, and services necessary for the construction of the project.",100.0
387759,AB Circus LLC,711190,Black Haus Creative,"Provided circus performers, and costumes for an event.",,2023-11-13T00:00:00.000,"Provided circus performers, costumes, technicians and equipment. Transported items for the performan",,15950.0,11236,WBE,Performing Arts Companies,Other Performing Arts Companies,Chelsea Market,3081440066.0,,970.0,"ABCirque is a place where creativity thrives, connections are made, and the magic of the circus transforms lives.",
332413,AFJ Consulting LLC,541910,Scientific Games,,,2019-10-15T00:00:00.000,Market research services.,,180000.0,30223,"MBE,WBE","Other Professional, Scientific, and Technical Services",Marketing Research and Public Opinion Polling,,,,,"AFJ Consulting (AFJC) is a woman-owned, minority-owned consultancy that provides adaptive research, education, and strategic services designed to meet the evolving needs of public agencies, nonprofit organizations, and mission-driven businesses. Founded and led by Ambika McGee, M.Ed., a seasoned market research expert and Certified Capture Manager, AFJC blends rigorous data collection with culturally responsive approaches to support evidence-based decision-making and sustainable growth.

At our core, we believe that equitable access to insights and information is essential to advancing community well-being. Our work spans the full research lifecycle—from project design to implementation and reporting—ensuring that every study we undertake delivers practical, data-driven results. AFJC’s research practice includes qualitative and quantitative methodologies, such as large-scale surveys, focus groups, key informant interviews, and community needs assessments. We have deep experience exploring complex and sensitive topics like healthcare access, educational equity, workforce development, and the impact of diversity, equity, and inclusion (DEI) programs. Using AI-powered research tools and data visualization platforms, we present findings in a way that is accessible, engaging, and immediately actionable.

In addition to our research capabilities, AFJC delivers tailored education and training programs that support professional development and organizational learning. Grounded in the principles of educational psychology, our training offerings are designed to be interactive, inclusive, and results-oriented. We work closely with school systems, workforce agencies, community-based organizations, and small businesses to create and deliver custom workshops, instructional content, and technical assistance that help teams build capacity and drive change. Whether delivering a single workshop or designing an end-to-end curriculum, we ensure that every training program is informed by best practices in adult learning and grounded in the real-world needs of our clients.

Our government contracting services provide strategic support for public entities and contractors navigating the procurement process. With firsthand knowledge of the challenges involved in winning and managing government contracts, we assist clients with capture planning, proposal development, and subcontractor engagement. AFJC is NYC and NYS MWBE and certified with the MNSDC and WBENC. We actively participate in supplier diversity and set-aside programs at the city, state, and federal levels.

What sets AFJC apart is our commitment to cultural competence, collaboration, and clarity. We understand that each client has unique goals and constraints, and we tailor our approach accordingly, bringing the right mix of tools, talent, and perspective to every project. Whether supporting a city’s public perception survey, designing a community-informed training program, or advising on equitable stakeholder engagement, we approach our work professionally, transparently, and deeply respect our communities.

With a distributed team and operational capacity across the United States, AFJC offers flexible, responsive support to clients wherever they are. Our fully remote infrastructure allows us to serve government agencies, nonprofits, and mission-driven businesses nationwide with the same level of precision, professionalism, and care. Backed by over two decades of experience, we are proud to deliver impactful research, training, and strategic services that help our clients lead with insight and equity.",
332614,A Pure Strive Service LLC,238990,Justo Concepcion,Removed pipe insulation.,,2019-04-22T00:00:00.000,Removed pipe insulation.,Removed pipe insulation.,5000.0,7011,"MBE,WBE",Other Specialty Trade Contractors,All Other Specialty Trade Contractors,Darius George,,,,"A Pure Strive Service does asbestos abatement and clean up, mold remediation, Lead R.R.P, selective demolition services, clean outs, post renovation cleanings and disinfecting and sanitizing.",100.0
955,Adco Electrical Corp.,238210,VRH/Torcon JV,Electrical Contracting,"Electr IBEW 3, Electrical IBEW 3, IBEW #3",1977-03-22T00:00:00.000,"Every aspect of Electrical construction including:
Med & High voltage substation, SW/G, feeders, Eng","Electric & Controls Install for 15 Miles of Conveyor
Project completed in March 2018.",78000000.0,10314,WBE,Building Equipment Contractors,Electrical Contractors and Other Wiring Installation Contractors,Structure Tone Inc.,5017800200.0,250000000.0,29102.0,Adco Electrical Corp. is a full-service Electrical & Telecommunications services firm providing a range of solutions designed to assist our clients in today's rapidly changing environment.  Adco Electrical hands-on involvement throughout each project is fundamental to our business practice and a cornerstone of our philosphy.  Adco Electrical Corp. was established in 1977.,100.0
10678,Ashokkumar Sheth,541211,PRIYA,,,2000-06-16T00:00:00.000,FINNANCIAL ADVISE,,1000.0,11001,MBE,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Offices of Certified Public Accountants,,,,,Certified Public Accountant,
323933,Akte01LLC,541490,Infilm Productions,"Provided design, administration, project management and documentation services for the renovation of",,2011-03-28T00:00:00.000,Provided design and documentation services for an Upper East Side duplex.,"Provided design, documentation and construction administration services for a single family residenc",140000.0,11237,WBE,Specialized Design Services,Other Specialized Design Services,Casa Chaos LLC,3032380028.0,,445.0,"Studio AKTE develops and designs projects for commercial and residential buildings, interior design, exhibition design, urban planning and landscape design.

The founding partner Ms. Sandra Arndt received a Bachelor of Fine Arts from the Academy of Art University San Francisco (2001) and a Master of Architecture from Yale University (2007). She also holds a Master of Economics and is a faculty member at Parsons School of Constructed Environments and School of Design Strategies teaching architecture, design & urban environments.",100.0
340430,AAA Environmental and Construction Services LLC,238990,,,,2019-02-19T00:00:00.000,,,,11101,"MBE,WBE",Other Specialty Trade Contractors,All Other Specialty Trade Contractors,,4004490013.0,,1903.0,"AAA Environmental and Construction Services does asbestos and lead removal, commercial cleaning, waste removal, construction clean up, demolition clean up, environmental clean up, hazard cleaning, home sanitization and COVID-19 sanitization.",
342566,Amaya Pharmacy Corp,456110,Komtur,,,2021-01-01T00:00:00.000,Sold medication.,,50000.0,11355,MBE,Health and Personal Care Retailers,Pharmacies and Drug Retailers,,4051827501.0,,857.0,Amaya Pharmacy provides pharmacy services and the wholesale distribution of pharmaceuticals.,
311311,593 Park Place Management Inc.,531110,Grant Louis & Isabella Hall,"LEASE RENEWAL.  Provided maintenance services for apartment 2R, as needed & requested
Lease Renewal",,2018-03-05T00:00:00.000,"LEASE RENEWAL (2 yr)- Completed repairs in apartment 4R.
Newly updated interior"": cleaning, new pain",LEASE RENEWAL.  Maintenance requests as reported & needed,2839.0,11238,"MBE,WBE",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,Mauricio Orantes,3011630077.0,,305.0,593 Park Place Management is a real estate rental property management company that provides services to residential apartments.,100.0
