code_prog1,selectioncriteria10_prog4,prefnote_prog3,schoolday,selectioncriteria3_prog3,priority6_prog6,activities,borough,priority1_prog6,geseats_prog6,address,selectioncriteria9_prog4,selectioncriteria6_prog5,geappsperseat_prog1,geapps_prog3,neighborhood,geapps_prog6,priority1_prog2,overview,code_prog3,selectioncriteria12_prog1,champscoed,elaprof,priority5_prog2,swdseats_prog3,geappsperseat_prog5,selectioncriteria1_prog2,priority5_prog4,priority6_prog3,revealed_prog6,priority5_prog3,priority4_prog1,accessibility,lowestpriority_prog6,geappsperseat_prog4,selectioncriteria3_prog2,lowestpriority_prog5,code_prog4,selectioncriteria5_prog5,priority4_prog5,priority2_prog1,selectioncriteria2_prog4,selectioncriteria12_prog2,selectioncriteria10_prog2,tophs1,swdfilled_prog6,prefnote_prog2,community_board,nta,selectioncriteria7_prog1,gradespan,othersports,selectioncriteria11_prog3,swdappsperseat_prog4,swdapps_prog4,admissionsmethod_prog6,selectioncriteria1_prog3,selectioncriteria2_prog1,geseats_prog2,selectioncriteria9_prog1,selectioncriteria1_prog6,selectioncriteria8_prog1,lowestpriority_prog2,languageclasses,swdseats_prog1,bin,swdseats_prog5,electiveclasses,selectioncriteria8_prog6,name_prog6
Q111U,.,.,8am-4pm,,.,Alvin Ailey DanceKids; Annual School Art Fair; Art Club; CitiBank Field Day; Middle School Community Service Program; St. John’s University Tutors; Technology Science Fair,QUEENS,.,.,"37-15 13th Street, Queens NY 11101",.,.,3,,Long Island City,.,Priority to continuing 5th grade students,"Community School 111Q has achieved success on the path to demonstrable improvement. A forerunner in Renewal efforts, we are implementing cutting edge educational programs that are supporting our scholars, parents, teachers, staff members, and the community. Our scholars engage in discussions with their peers and staff as they study academic and social theories and writing in all of the core subjects. We have implemented the Teacher's College Writing Curriculum, evaluative portfolios in core subject areas, the use of daily formative assessments to monitor progress, independent reading, myON, and Mathletics computer-based interventions and a balanced approach to literacy, science, social studies, and math instruction.",,.,,22.0,.,,.,,.,.,.,.,,Not Accessible,.,.,,.,.,.,.,Then to students and residents of Queens.,.,.,.,Flushing High School,.,.,401.0,Queensbridge-Ravenswood-Long Island City,,Gr K-8,"Basketball, Cheerleading, Step",.,.,.,.,,,,.,.,,"Last year, this program only admitted students from priority group 1.",,11,4004419.0,.,"Alvin Ailey Dance Class, ARMOR Chorus, City Harvest Cooking, Community Word Project-Spoken Word, Lincoln Center Theater, Living Environment Regents, Mock Trial-Debate, Mustang Basketball Team, Scholar Government, Science; Our school is fully equipped with two science labs, a computer lab, a theater auditorium, a full-sized gymnasium, a mirrored dance room with a hard wood dance floor, a library, a cafe, and a Family Room",.,.
Q128Z,.,.,8:10am-2:30pm,.,.,Academic Field Trips; Dance; National Junior Honor Society; Robotics; Theater,QUEENS,.,.,"69-10 65th Drive, Queens NY 11379",.,.,,,Middle Village,.,,Our mission is to enable each student to attain his or her highest potential and prepare students to become successful and productive members of society. We firmly believe that all students have the ability to attain significant progress through a school-wide culture of learning. We challenge all students through a rigorous academic environment which promotes college- and career-readiness.,,.,"Cross Country, Developmental Basketball, Track and Field",63.0,.,,.,,.,.,.,.,,Fully Accessible,.,.,.,.,,.,.,Then to students residing in the zone.,.,.,.,Maspeth High School,.,.,405.0,Middle Village,,Gr K-8,"Basketball, Soccer",.,.,.,.,,,,.,.,,,Spanish,,4070445.0,.,"Art, Drama, Library, Music, Foreign Language, Technology",.,.
Q560S,.,.,8:30am-2:51pm,.,.,Anime; Art; College Readiness; Comic Book; Gardening; Foreign Film; Field Trips to Museums and Galleries; Music Composition; National Honor Society/ARISTA; Robotics; School Leadership Team; Student Talent Showcases; Theater Program; Tutoring; SAT Prep; Student Government; Tech Team; Yearbook; Yoga,QUEENS,.,.,"47-07 30th Place, Queens NY 11101",.,.,23,,Hunters Point-Sunnyside,.,,"Our school is known for being academic, artistic, and athletic while providing a warm and welcoming community. Our teachers meet weekly to create rich, meaningful curricula. All students have a CORE teacher responsible for monitoring their progress. Our college- and career-readiness curriculum helps our students become competitive candidates for college and prepares them for the rigors of life after high school. Come to a place where people know you well and are dedicated to supporting your future goals. Many of our staff members have been here for more than 10 years and our graduates often come back and visit. Once you are part of the Wagner family, you will always be a part of the Wagner family!",,.,"Developmental Basketball, Fitness Club, Soccer",74.0,.,,.,,.,.,.,.,,Partially Accessible,.,.,.,.,,.,.,,.,.,.,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",.,.,402.0,Hunters Point-Sunnyside-West Maspeth,,Gr 6-12,Running Club,.,.,.,.,,Final 4th Grade Report Card,,.,.,,,Spanish,10,4003540.0,.,"Art, Music, Technology",.,.
M397L,.,.,8:15am-2:35pm,,.,Extracurricular activities and clubs will be formed based on student interests,MANHATTAN,.,.,"12 Spruce Street, Manhattan NY 10038",.,.,5,,Lower Manhattan,.,,"As a pre-K-8 school, Spruce students can expect many opportunities to build on the successes of elementary school, with an adolescent spin. As a growing school, students and families have a unique opportunity to help shape their education in collaboration with a team of dedicated, talented educators. Our instructional approach emphasizes inquiry and depth. All students engage in daily humanities blocks where they read, write, inquire, debate, and research. Mathematics plays a large role in our curriculum, and happens daily. Our math instruction emphasizes both conceptual understanding and fact fluency. All students engage in science instruction across the week, utilizing our state-of-the-art science lab. Our curriculum also emphasizes social and emotional development through advisory. We offer visual art and music. Students also engage in electives which range from coding to sculpture to dance. At Spruce Street, we expect students to serve as leaders across our school.",,.,,70.0,.,,.,,.,.,.,.,Then to students and residents of District 2 who sign in at an event.,Fully Accessible,.,.,,.,.,.,.,Then to students residing in the elementary school zone who sign in at an event,.,.,.,,.,.,101.0,Battery Park City-Lower Manhattan,,Gr K-8,"We are part of the D2 sports league. This includes soccer, basketball, track and field, etc. As our school grows, we offer sports based on student interest.",.,.,.,.,,,,.,.,,,Spanish,11,1087485.0,.,"All students engage in visual art, music, foreign language, and PE each week. Spruce Street students participate in weekly electives classes, which include band, coding, sculpture, running, blogging, and more. We change our offerings each year to match the interests of the students and talents of our teachers.",.,.
X331U,.,.,8am-2:20pm,,.,"Computer; Dance; Extensive After-School and Saturday Sports, Tutoring, and Arts Classes; Four Super Scholar trips Per Year Including: Snow Tubing, Horseback Riding, Six Flags (special trips for students who score an 85% or higher in four classes, pass all of their classes with at least 70%, and have read the required amount of independent books); Mentoring in Medicine; Mock Trial; Perfect Attendance Classes; Sign Language; Spelling Bee; Thanksgiving Turkey Bowl; Winter Talent Show",BRONX,.,.,"40 West Tremont Avenue, Bronx NY 10453",.,.,8,,Morris Heights,.,,"We offer an academically challenging curriculum that prepares students for high school and beyond. Many of our students have been accepted to prestigious programs, such as TEAK Fellowships. We offer a transitional bilingual program for students who are new to the country (zero to three years in the country). We also offer specific tutoring for students with individual needs. At the Bronx School of Young Leaders our mission is to ""enjoy and improve the world"". We have many special programs aligned to our mission at the school. Students work hard to be Super Scholars and attend special trips when they qualify by having 85% or higher in all of their classes. We have a wonderful attendance rate, higher than the city average, and we take students with perfect attendance on special field trips. So many extracurricular opportunities are available including: dance, music, visual arts, basketball, baseball, soccer, computer science, sign language, spoken word, chess, documentary film, and volleyball. We offer several programs on Saturdays through our CBO, Fordham University. Parents attend classes in English as a New Language and fitness. We are a community school and we always welcome the ideas of parents, students, and community members.",,.,,21.0,.,,,,.,.,.,.,Then to students and residents of the Bronx.,Fully Accessible,.,,,.,,.,.,Then to students and residents of District 10,,.,.,Charter High School for Law and Social Justice,.,.,205.0,University Heights-Morris Heights,,Gr 6-8,"Baseball, Basketball for all levels on Saturdays, Football, Girls Basketball, Soccer, Track and Field",.,,,.,,,,.,.,.,,,26,2098721.0,,"Art, Dance, Digital Literacy, Gym, Health, Spanish as a Foreign Language, In eighth grade we will offer Regents Science",.,.
Q189M,.,.,8:05am-2:25pm,.,.,Beading Club; Chess Club; Cooking Club; Guitar; Movie Club,QUEENS,.,.,"144-80 Barclay Avenue, Queens NY 11355",.,.,11,,Murray Hill,.,Priority to students residing in the zone,"J.H.S. 189 provides opportunities for young people to be engaged in social action/community service projects. In this context, students identify problems as well as needs and seek solutions that make a difference. To that end, every person at J.H.S. 189 is involved in a year-long community service project. Giving back to the community is a core belief in our school's culture. As a result, we have approximately 42 social action projects every year.",,.,"Developmental Basketball, Soccer, Volleyball",45.0,.,,.,Students who apply to this program will be randomly selected,.,.,.,.,,Not Accessible,.,.,,.,.,.,.,,.,.,.,Francis Lewis High School,.,.,407.0,Murray Hill,.,6-8,Basketball,.,.,.,.,,,208,.,.,.,"Last year, this program only admitted students from priority group 1.","Mandarin, Spanish",5,4114763.0,.,,.,.
X190U,.,.,8am-2:20pm,.,.,"Cheerleading Club; Eagle Volunteer Community Service; Educational Trips to Museums, Historical Places, and Colleges/Universities; Specialized High School Test Prep; Sports and Arts in Schools Foundation (SASF); Student Council; Student Light House Team; Urban Advantage; Year Book Club",BRONX,.,.,"1550 Crotona Park East, Bronx NY 10460",.,.,3,,Crotona Park East,.,,"We are a collaborative school community dedicated to improving our students' academic performance while fostering their physical, mental, social, and emotional growth. We provide a nurturing environment, and to address the needs of each student, we offer data-driven instruction that supports college and career readiness. Through continued collaboration with parents, administrators, staff, and community-based organizations, we prepare every student to meet the needs of an ever-changing society. We envision that each student values education, holds high personal and educational expectations, is accountable for his or her learning, communicates effectively, excels in all areas, connects school and real-life situations, and develops into a lifelong learner. To maintain an environment that is safe and conducive to learning, we implement the Positive Behavioral Intervention and Supports (PBIS) and The Leader in Me programs. By developing well-rounded students, we help them unleash their individual worth and potential to lead their own lives.",,.,"Developmental Basketball, Fitness Club",26.0,.,,.,,.,.,.,.,,Not Accessible,.,.,.,.,,.,.,Then to students and residents of District 12.,.,.,.,Explorations Academy H.S.,.,.,203.0,Crotona Park East,,Gr 6-8,"Baseball, Basketball, Soccer, Softball, Football, Track and Field, Volleyball",.,.,.,.,,,,.,.,,,,23,2009865.0,.,"Music, Theater Arts, Visual Arts",.,.
Q093M,.,.,8am-2:20pm,.,.,"Art Club; Drama Club; Music Club; Robotics Club; STEM Builders; Latin Dance, US Navy Armed Guard Cadets Program",QUEENS,.,.,"66-56 Forest Avenue, Queens NY 11385",.,.,10,,Ridgewood,.,,"In carrying out our mission to prepare all of our students for the rigors of high school, college, and 21st century careers, we offer our students opportunities to take selected Regents exams. Our curriculum and instruction in all major subject areas are aligned with the Common Core Learning Standards. Our Spanish Dual Language program and our STEM program are available to incoming students (includes LEGO Robotics, Coding, and our partnership with Urban Advantage, a premier NYC science organization). Additionally, we offer our students a wide variety of activities in the areas of sports, art, music, drama, and community service in partnership with the Greater Ridgewood Youth Council Beacon Program. We offer leadership programs such as Peer Mediation, Beautiful Me, LGBTQ, and Unleashed.",Q093Z,.,"Badminton, Developmental Basketball, Volleyball",37.0,.,,.,Students who apply to this program will be randomly selected,.,.,.,.,,Partially Accessible,.,.,.,.,,.,.,,.,.,.,Grover Cleveland High School,.,.,405.0,Ridgewood,,Gr 6-8,"Basketball, Cheerleading, Martial Arts, Soccer",.,.,.,.,,,96,.,.,,,"Italian, Spanish",5,4083511.0,.,"Art, Drama, Instrumental Music, Robotics, Singing, STEM, Stock Market",.,.
K089M,.,.,8am-2:20pm,,.,"Beginner and Advanced Band, College Access for All (CAFA) lessons and college tours, Learning Center after-school enrichment program (including athletics, dance, visual arts, and academic supports), Peer Mediators",BROOKLYN,.,.,"265 Warwick Street, Brooklyn NY 11207",.,.,4,,East New York,.,,"Cypress Hills Community School (CHCS) is a small, community-based, dual-language school where students learn in Spanish and English. The school's mission is for all students to become fully bilingual and bi-cultural, and to be deeply concerned about themselves and each other, their community, and the world. We offer native language instruction to all students, including: Spanish language arts, content area instruction in Spanish, and targeted tutoring groups during the school day and after school. The small environment allows students to develop positive relationships with their teachers, where they benefit from both academic and emotional support. CHCS has developed a philosophy guided by Project CARE (Communication, Accountability, Respect, and Effort). These core values provide a common language we believe is necessary for fostering and maintaining a peaceful and productive environment.",,.,Volleyball,18.0,.,,.,,.,.,.,.,,Partially Accessible,.,.,,.,.,.,.,Then to students and residents of District 19.,.,.,.,Lower Manhattan Arts Academy,.,.,305.0,East New York,,Gr K-8,Track and Field,.,.,.,.,,Entrance Assessment,,.,.,,,,20,3397079.0,.,"Accelerated Courses: Algebra 1 for Grade 8, Specialized High School Admission Test Preparation Courses for math and literacy for Grade 7, Pre-Algebra enrichment course for Grade 6, Electives: Fitness, Greenhouse, Information Studies, Music, Technology, and Visual Art; Service-Learning Advisory (called houses, such as The Phoenix School Newspaper, Mouse Squad Technology House, Recicladores Latinos, Nutrition House, Student Action Club, CARE Bears, among others)",.,.
M209L,.,.,8:40am-3pm,,.,Boys Baseball; Boys JV and Varsity Basketball; Boys JV and Varsity Soccer; Broadway Jr. Musical Production; Chorus; Girls' Softball; Girls Varsity Basketball; Girls Varsity Soccer; Orchestra; New York City Urban Debate League; Urban Word Poetry Slam,MANHATTAN,.,.,"500 West 138th Street, Manhattan NY 10031",.,.,3,,Manhattanville,.,,"Hamilton Grange is founded on the desire to build intelligence and character in our students, because in the words of Dr. King, ""that is the goal of a true education."" We teach argumentative writing throughout all content areas. It is the foundation of each of our classes because we have found that it is the most effective means of supporting college readiness and enabling our students to, in Dr. King's words, ""sift and weigh evidence, to discern the true from the false, the real from the unreal, and the facts from the fiction."" This combination of skills and knowledge will prepare students for both college and active citizenship. We also champion character development and equip students with the skills and behaviors necessary for academic and social success. At Hamilton Grange, we believe that kids do well if they can, and it is up to us as educators, to find the best means of supporting their growth. That means we take a progressive approach to school discipline: we do not believe that punishment is a good teacher.",,.,"Baseball, Fitness Club, Soccer, Track and Field",27.0,.,,.,,.,.,.,.,Then to students and residents of District 6.,Partially Accessible,.,,,.,,.,.,Then to students zoned to or attending P.S. 192 or P.S. 325,,.,.,High School for Media and Communications,.,.,109.0,Manhattanville,,Gr 6-8,"Boxing Club, Cheerleading, Fitness Club",.,,,,,,,.,,.,,,19,1084132.0,.,"Art, Chess, Choral Music, Debate, Ethics, Lego Robotics, Newspaper, Physical Education, Regents Algebra, Regents Living Environment, Service Learning, Spoken Word, Student-Directed Book Circles, Theatre Instrumental Band, Young Activists, Young Women's Literature",.,
Q300A,.,.,8:50am-3:10pm,,.,Global Kids After-School Program; NY ChessKids; Serious Fun,QUEENS,.,.,"31-51 21st Street, Queens NY 11106",.,.,23,,Astoria,.,,"Q300 is one of several NYC citywide gifted and talented schools. We are committed to a high-quality education that strives to cultivate a genuine love for learning in all of our students. Our approach is driven by the national standards of gifted education with the full understanding that we are stewards of our students' cognitive and affective growth. As a result of our strong collaboration with parents and external organizations we are able to offer our students: music, LEGO robotics, dance, debate, second language(s), architecture, and chess, Brain Games, Math Team, Spelling Bee and so much more. Our efforts to shape the whole child scaffold an exposure to rich information and knowledge, critical-thinking skills, and effective and relevant modes of communication.",,.,,87.0,.,,.,,.,.,.,.,,Not Accessible,.,.,,.,.,.,.,Then to New York City residents.,.,.,.,Stuyvesant High School,.,.,401.0,Astoria,,Gr K-8,,.,.,.,.,,Final 4th Grade Report Card: 35%,,.,.,,,Spanish,12,4006382.0,.,"Animation Production, Brain Games, Clay Makers, Debate, MATHCOUNTS and other math competitions, Memory Makers (Yearbook), Musical Theater, Robotics, Spelling Bee, Student Council",.,.
X584M,.,.,8am-3:20pm,,.,Band; Chorus; Coding Club; Debate Club; Magazine Club,BRONX,.,.,"600 Saint Ann's Avenue, Bronx NY 10455",.,.,3,,Melrose,.,,"07X584 is a new middle school located in Melrose and committed to an instructional focus of dual language (Spanish) and STEAM (Science, Technology, Engineering, Arts, and Mathematics). The goal of a dual language program is to educate students to become bilingual and bicultural. STEAM education helps create critical thinkers, increases science literacy, and enables the next generation of innovators. Family and community stakeholders will be key partners in the development of the new middle school. The academic curriculum will be supplemented with activities to further develop student skills, and community organizations will partner with the school to enrich the student experience.",,.,,,.,,.,Students who apply to this program will be randomly selected,.,.,.,.,,Partially Accessible,.,,,.,,.,.,,,.,.,,.,.,201.0,Melrose South-Mott Haven North,,Gr 6-8,,.,,,,,,46,.,,.,,Spanish,12,2004314.0,.,To be determined. Based on student interest,.,
M362M,.,.,8am-2:30pm,.,.,"Biking; Board Games Club; Creative Writing; Extended Day Program (Academic, Arts, and Sports Electives); Fashion Design; Field Trips; Knitting; Music Band; Neuroscience; Newspaper; Robotics; Student Government; Theater Performances; Tinker’s Workshop; Visual Arts",MANHATTAN,.,.,"425 West 123rd Street, Manhattan NY 10027",.,.,17,,Morningside Heights,.,,"Students like our family atmosphere and the creative vibe of our teachers and courses. Students also like the opportunities to take courses at Columbia University in high school. Parents like the availability of the teachers and the cultural events that celebrate the diverse community, like our yearly musical, Black History Month celebration, and Hispanic Month celebration. Parents also appreciate the quality of the teachers and the breadth and depth of the curriculum. Columbia Secondary School for Math, Science, and Engineering has one of the only middle to high school engineering sequences in the state as well as a seven-year philosophy curriculum. We created our own community garden in partnership with the New York City Department of Parks & Recreation, which has become an integral part of our community. Our school focuses on hands-on, inventive learning experiences, and our teachers develop field experiences that bring coursework into an authentic setting without losing rigor.",,.,Flag Rugby,85.0,.,,.,,.,.,.,.,,Partially Accessible,.,.,.,.,,.,.,Then to students and residents of District 3 south of 96th Street.,.,.,.,Columbia Secondary School,.,.,109.0,Morningside Heights,,Gr 6-12,"Basketball, Swimming, Track and Field",.,.,.,.,,Attendance,,.,.,,,"Latin, Spanish",19,1059526.0,.,"Art, Engineering, Latin, Philosophy, Physical Education, Spanish",.,.
Q053U,.,.,8am-3:20pm,,.,"Academic Intervention Services, All Boy's Forum, All Girl's Forum, Broadway Junior Theater Arts, College Access for All with College Trips, Community Mediation Services, Mindfulness Program, PBIS Initiatives, Performing Arts Program, SONYC, Spirit Days, Sports and Arts in School Foundation (SASF), Student Council, Success Mentor Program, Tutoring, Urban Arts, We Got Game–Game Truck for Conflict Resolution, Yearbook, Zion Cradles to Career STEM Program (Robotics & Coding)",QUEENS,.,.,"10-45 Nameoke Street, Queens NY 11691",.,.,2,,Far Rockaway,.,,"Brian Piccolo M.S. 53 is the school of choice for the new millennium. Our community school is truly a school for the 21st century that provides a state of the art Zion Cradle to Career STEM Academy (robotics and coding). Through rigorous coursework we challenge our scholars academically while providing a safe and supportive learning environment. Our family-oriented school strives to give back to our community through supports we receive from our strategic partnerships, which include but are not limited to, the Sports and Arts in School Foundation (SASF), Urban Arts, and Life Changing Music that provides a well-rounded extracurricular program for our students. Additionally, our small community school services multi-talented scholars and we pride ourselves on educating the mind, body, and soul of each scholar in preparation for entrance into high school. Our scholars have access to numerous in-school and after-school programs that are available through our partnerships which are designed to enrich and compliment their learning style and experiences. Our families appreciate both our open-door policy and our welcoming environment. Here at M.S. 53 we believe that Education Saves Lives!",,.,,16.0,.,,.,,.,.,.,.,,Partially Accessible,.,,,.,,.,.,Then to students and residents of District 27,,.,.,"Queens High School for Information, Research, and Technology",.,.,414.0,Far Rockaway-Bayswater,,Gr 6-8,"Basketball, Dance, Martial Arts, Soccer, Step",.,,,,,,,.,,.,,,10,4298234.0,.,"Art, Dance, Drumming, FYRE Zone Production, Life Changing Music, Martial Arts, Steel Pan, Step, Technology, Visual Arts",.,
M108U,.,.,8:10am-2:30pm,.,.,Art; Band; Book Clubs; Boys Basketball; Chorus; Community Service; Cooking; Double Dutch; Flag Football; GOAL Program; Girls Basketball; Music; Robotics; Soccer; Step Team; Student Government; Technology/Movie Making; Thurgood Marshall Mock Trial Program; Urban Advantage; Digital Storytelling; Young Runners’ Club,MANHATTAN,.,.,"1615 Madison Avenue, Manhattan NY 10029",.,.,2,,East Harlem,.,,"Our vision is to create a community of writers who strive for peace, justice, and dignity for all people. Within the walls of 108 School of Authors, we will nurture all students' emotional growth and instill a lifelong desire to learn through supports and high expectations for all. We are committed to delivering an authentic curriculum focused on real-world issues. Through writing, rich discussions, and a whole child approach, we empower our students to become advocates and role models for our community. Students value and appreciate the sense of community and high academic standards that are provided at the School of Authors. All of our middle school students receive an iPad to use for the years they are at the school. All classrooms are also equipped with interactive whiteboards. Students are also provided opportunities to grow socially and emotionally through an advisory program, restorative practices, student-led conferences, student government, and a variety of other programs that give our students a voice. Parents appreciate how our school provides a nurturing and stimulating learning environment that promotes excellence for all students.",,.,Soccer,12.0,.,,.,,.,.,.,.,,Not Accessible,.,.,,.,.,.,.,Then to students residing in the elementary school zone,.,.,.,"Heritage School, The",.,.,111.0,East Harlem South,.,Gr K-8,"Boys Basketball, Dance, Flag Football, Girls Basketball, Soccer, Volleyball",.,.,.,.,,,,.,.,.,,,23,1051584.0,.,"Crew (Advisory), Health, Music, Technology (iPad for every student), Physical Education, Technology, Visual Art",.,.
X224U,.,.,8am-2:20pm,,.,"AIS, Art, Boys Basketball, Cheerleading, Coding, Coding Scratch, Cooking, Dance, Gaming, Girls Volleyball, Girls' Mentoring, Guppy Tank Challenge, Media Arts, Music, Saturday Test Prep Academy, Sea Perch- aqua robotics, Technology, Teen Entrepreneurship, Teen Thursdays",BRONX,.,.,"345 Brook Avenue, Bronx NY 10454",.,.,4,,Mott Haven,.,,"At M.S. 224, collaboration is vital to the success of the school. Family outreach is fully integrated into our teachers' schedules. Our parent coordinator also holds monthly workshops that vary from informational to recreational. The School Leadership Team and our online grading system, Jupiter Grades, keep our parents well-informed. Our guidance team works to strengthen the bond with our community through special events for students and families. We expect our students to become caring, respectful, productive, and informed members of society as they move through their middle school careers. M.S. 224 has created an exceptional learning environment due to a dedicated faculty, hardworking students, and a supportive parent association. The rigorous curriculum focuses on integrating skills across ELA, social studies, math, science, art, music, and technology. There are opportunities for students to participate in the 21st Century After-School Program: cooking, visual arts, coding, dance, theater, and boys and girls mentoring. Weil Law Firm provides college and career readiness to our mentees. Students participate in the Mock Trial Competition, Underwater Robotics, and the Guppy Tank App Challenge-which we won in 2016.",,.,,11.0,.,,.,,.,.,.,.,,Not Accessible,.,,,.,,.,.,,,.,.,Mott Haven Village Preparatory High School,.,.,201.0,Mott Haven-Port Morris,,Gr 6-8,"Baseball, Basketball, Soccer, Volleyball",.,,,,,,,.,,.,,Spanish,22,2000391.0,.,"Art, Dance, Music, Technology, Spanish",.,
X005U,.,.,8:20am-2:40pm,,.,"Academic After-School Programs, Advisory, Arts and Crafts; ASPIRA; Ballroom Dancing; Chess; Chorus; Community Outreach; Computer Literacy; Dance; Debate; Doing Art Together; Drama; Fashion Design; High School Orientation; Internships; Leadership/ Government; Mentoring; Public Speaking; Technology; Visual and Graphic Arts",BRONX,.,.,"564 Jackson Avenue, Bronx NY 10455",.,.,2,,Melrose,.,,"Students love our small learning environment where teachers are able to give them individualized attention. They enjoy participating in community activities. Students also benefit from the use of our constantly expanding access to technology resources including ActivPanels in classrooms, computers, iPads and laptops, as well as a new multimedia technology laboratory. In addition, they have the opportunity to learn to read music and play an instrument, as well as to participate in chorus and performing arts-related activities. Parents and guardians appreciate the instructional, cultural, and motivational programs that are the centerpieces of our students' middle school experiences and which also provide many leadership development opportunities.",,.,"Developmental Basketball, Soccer, Volleyball",19.0,.,,.,,.,.,.,.,,Not Accessible,.,,,.,,.,.,Then to students and residents of District 7.,,.,.,University Prep Charter High School,.,.,201.0,Melrose South-Mott Haven North,,Gr K-8,"Basketball, Track and Field",.,,,,,,,.,,.,,Spanish,21,2004548.0,.,"Advisory, Foreign Language, Music, STEM Courses, Student Government, Technology, Test Preparation, Visual Art",.,
