property_id,address_1,non_refrigerated_warehouse,census_tract,city,other_number_of_computers,hospital_general_medical_6,multifamily_housing_gross,self_storage_facility_gross,percent_better_than_national_1,address_2,college_university_gross,electricity_use_generated_2,senior_care_community_gross,repair_services_vehicle_shoe,data_center_it_site_energy,hotel_room_density_number,water_alerts,egrid_output_emissions_rate,multifamily_housing_government,percent_of_recs_retained,hospital_general_medical_9,multifamily_housing_number_5,lifestyle_center_gross_floor,data_center_ups_system,hotel_gym_fitness_center,energy_cost,energy_cost_intensity_ft,financial_office_gross_floor,weather_normalized_site_eui,estimated_data_flag_fuel_1,estimated_data_flag_fuel,medical_office_percent_that_1,distribution_center_gross,custom_property_id_1_name,hospital_general_medical_7,bowling_alley_gross_floor,multifamily_housing_number_2,municipally_supplied_potable_2,national_median_total_ghg,hotel_worker_density_number,office_number_of_workers,hospital_general_medical,multifamily_housing_percent_1,custom_property_id_1_id,stadium_open_gross_floor,convention_center_gross_floor,retail_store_walk_in,laboratory_number_of_computers,energy_power_station_gross,hotel_percent_that_can_be,library_gross_floor_area,hospital_general_medical_10,number_of_buildings
2597503,625 WEST 55TH STREET,15000,135.0,NEW YORK,Not Available,Not Available,Not Available,Not Available,-32.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>10001-23306-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,754,Not Available,110,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1577267,689 FIfth Avenue,Not Available,102.0,New York,Not Available,Not Available,Not Available,Not Available,37,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,414878.32,4.610886,Not Available,129.8,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,722.6,Not Available,200,Not Available,Not Available,1035741,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2388674,44 West 62nd Street,Not Available,145.0,New York,Not Available,Not Available,208567,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water Meter</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,7,Not Available,Not Available,Not Available,349894.49,1.63658098,Not Available,92.6,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3,Not Available,90,1027365,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2614195,344 West 38th Street,Not Available,111.0,New York,Not Available,Not Available,80392,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>20008-32404-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,94.7,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42,Not Available,100,1013628,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2009074,77 W 24th Street,Not Available,58.0,New York,Not Available,Not Available,269610,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Starbucks</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,14,Not Available,Not Available,Not Available,282226.42,0.9919702,Not Available,89.6,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1085951,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2554215,676 Riverside Drive,Not Available,229.0,New York,Not Available,Not Available,102068,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,100% Yes,Not Available,Not Available,7,Not Available,Not Available,Not Available,0,0,Not Available,65.2,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2556696,65-75 West 96th Street,Not Available,181.0,Manhattan,Not Available,Not Available,296779,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,100% Yes,Not Available,Not Available,16,Not Available,Not Available,Not Available,282962.39,0.9320697,Not Available,70.9,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80,1055254,Not Available,Not Available,0.14693,Not Available,Not Available,Not Available,Not Available,Not Available,1
2595913,111 East 30th St.,Not Available,72.0,New York,Not Available,Not Available,65112,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,46.9,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1018349,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2634011,309 west 104th St,Not Available,191.0,NY,Not Available,Not Available,62605,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Public Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,80.8,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1057241,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1423560,55 Broad Street,Not Available,9.0,New York,10,Not Available,Not Available,Not Available,-18.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,104,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,4403.1,Not Available,1042,Not Available,Not Available,1000821,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2612655,174 Hudson Street,Not Available,33.0,New York,Not Available,Not Available,Not Available,Not Available,-26.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,52.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,298.5,Not Available,145,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2563032,1919 Williamsbridge Road,Not Available,250.0,Bronx,Not Available,Not Available,144000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,No,Not Available,Not Available,0,Not Available,Not Available,Not Available,0,0,Not Available,133.4,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,Not Available,0,2007988,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2610348,2111 Albermarle Rd.,Not Available,51002.0,Brooklyn,Not Available,Not Available,129817,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>House Meter</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,0,Not Available,Not Available,Not Available,86950,0.669789,Not Available,71.3,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,3117183,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2598278,29 W 57th St,Not Available,11201.0,New York,Not Available,Not Available,Not Available,Not Available,0.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,122610.72,2.0840826,Not Available,104,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,410.2,Not Available,119.37,Not Available,Not Available,1035070,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2638880,66 Overlook Terrace,Not Available,281.0,New York,Not Available,Not Available,133920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>70001-53276-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,10,Not Available,Not Available,Not Available,0,0,Not Available,94.4,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1064447,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2506979,1015 Gerard Avenue,Not Available,195.0,Bronx,Not Available,Not Available,59446,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>water 1</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,0,Not Available,Not Available,Not Available,0,0,Not Available,107.9,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1720205,1250 Broadway,Not Available,76.0,New York,0,Not Available,Not Available,Not Available,-31.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,5682,98.6,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,8788.1,Not Available,3510,Not Available,Not Available,1015805,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2563484,121 EAST 24TH STREET,Not Available,68.0,NEW YORK,Not Available,Not Available,Not Available,Not Available,-40,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>70001-18244-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,499.3,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2609568,435 West 238th Street,Not Available,335.0,Bronx,Not Available,Not Available,Not Available,Not Available,-20.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Potable All Meter #3</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,132802.47,1.1933546,Not Available,71.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,602.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2630978,50 ARLO RD ENT,Not Available,39.0,Staten Island,Not Available,Not Available,22033,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Allocated Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,113.9,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,5117074,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2605947,49 Fulton Street,Not Available,1501.0,New York,Not Available,Not Available,223674,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,100% Yes,Not Available,Not Available,15,Not Available,Not Available,Not Available,0,0,Not Available,109,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20,1001290,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2615091,11 Park Place,Not Available,21.0,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,300,Not Available,Not Available,Building Identification Number (BIN): 1001399,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2595904,288 Lexington Ave.,Not Available,80.0,New York,Not Available,Not Available,65000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1018952,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2630958,2038 CROPSEY AVE PLPM,Not Available,286.0,Brooklyn,Not Available,Not Available,316890,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>00004-24164-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,98.2,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3328504,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2639045,255-257 Clinton St,Not Available,6.0,New York,Not Available,Not Available,273601,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>257 Water AMR</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,100% Yes,Not Available,Not Available,24,Not Available,Not Available,Not Available,238104.38,0.8702614,Not Available,83.2,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60,1084530,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2608157,2112 Starling Ave,Not Available,222.0,Bronx,Not Available,Not Available,51565,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,No,Not Available,Not Available,8,Not Available,Not Available,Not Available,0,0,Not Available,87.9,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,2028977,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2608484,647-651 West 171st St.,Not Available,253.0,New York,Not Available,Not Available,33605,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>647-651 West 171st Street Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,0,Not Available,Not Available,Not Available,0,0,Not Available,121.1,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,1063482,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1356549,470 Park Avenue South,Not Available,74.0,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,52510,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,741,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2598414,51 West 81st Street,Not Available,165.0,New York,Not Available,Not Available,94145,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59082.1,0.5841326,1750,80.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2608476,3085-3097 Brighton 13th St.,Not Available,61004.0,Brooklyn,Not Available,Not Available,32175,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,No,Not Available,Not Available,0,Not Available,Not Available,Not Available,0,0,Not Available,154.9,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,3245643,Not Available,Not Available,0.43478,Not Available,Not Available,Not Available,Not Available,Not Available,1
2595881,209 Lincoln Place,Not Available,159.0,Brooklyn,Not Available,Not Available,57700,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,86,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3024466,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2384169,50 Park Avenue,Not Available,82.0,New York,Not Available,Not Available,129565,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,1017205,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2383146,30 East 37th Street,Not Available,82.0,New York,Not Available,Not Available,92697,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,10,Not Available,Not Available,Not Available,109679.43,1.18320343,Not Available,68.7,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,1017185,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2386826,215 East 73rd Street,Not Available,126.0,New York,Not Available,Not Available,82199,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,16,Not Available,Not Available,Not Available,120834.51,1.47002404,Not Available,90.6,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1043990,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2586431,16 West 36th Street,Not Available,84.0,NEW YORK,Not Available,Not Available,Not Available,Not Available,-25.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,506.3,Not Available,136,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0
2546474,20 East 92 Street,Not Available,16001.0,New York,Not Available,Not Available,Not Available,Not Available,9.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,134832.25,1.586262,Not Available,76.3,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,406.8,Not Available,Not Available,Not Available,Not Available,1083912,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2555557,1370 Dr M.L. King JR Blvd,Not Available,201.0,Bronx,Not Available,Not Available,58560,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7807.05,0.133317,Not Available,1.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1839071,315 Hudson St,Not Available,37.0,New York,Not Available,Not Available,Not Available,Not Available,-41.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Firewater and Sewer (H04209229)</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,2712.2,Not Available,793,Not Available,Not Available,1010362,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2637863,101 Clark St,Not Available,1.0,Brooklyn,Not Available,Not Available,516000,Not Available,Not Available,aka 10 Clinton St,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>80002-41044-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,100% Yes,Not Available,Not Available,23,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3001727;3319420,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2638789,322 W 72 Street,Not Available,159.0,New York,Not Available,Not Available,107376,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,4,Not Available,Not Available,Not Available,0,0,Not Available,71.7,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1030969,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2565405,365 West 28th st.,Not Available,97.0,New York,Not Available,Not Available,50000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2.63e+06,23 ARLO RD OM,Not Available,39.0,Staten Island,Not Available,Not Available,39667,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Allocated Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,33549.89,0.8457884,Not Available,124.9,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,5117034,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2638808,350 E 77 Street,Not Available,134.0,New York,Not Available,Not Available,66162,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>40001-33178-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,6,Not Available,Not Available,Not Available,0,0,Not Available,99,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1045178,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2266206,39 Park Row,Not Available,1501.0,New York,Not Available,Not Available,Not Available,Not Available,-29.5,Not Available,128572,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,73.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,1130.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2638778,29 Tiffany Place,Not Available,47.0,Brooklyn,Not Available,Not Available,83954,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>10002-43090-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,4,Not Available,Not Available,Not Available,0,0,Not Available,83,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3345585,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2546572,1160 5th Avenue,Not Available,16002.0,New York,Not Available,Not Available,90849,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,6,Not Available,Not Available,Not Available,0,0,Not Available,83.2,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,30,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2364085,620 Fifth Avenue,Not Available,104.0,New York,Not Available,Not Available,Not Available,Not Available,137.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,221.6,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,1001.3,Not Available,53,Not Available,Not Available,1075692,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
