mandt,vbeln,kostl,mahza,msr_id,_dataaging,taxk5,kvgr4,amtbl,trvog,hb_resdate,fmbdat,fsh_vrsn_status,upd_tmstmp,auart,hb_expdate,scheme_grp,smenr,taxk6,fsh_transaction,kvgr5,gskst,vkgrp,pay_method,ktext,ps_psp_pnr,faksk,bnddt,cmwae,kokrs,kunnr,betc,fsh_rereg,tas,cancel_allow,fkara,taxk7,gwldt,psm_budat,objnr,autlf,stwae,abhov,logsysb,fsh_kvgr6,bname,taxk8,xblnr,mtlaur,augru,stafo,swenr,_xlso_trans_ctxt,abruf_part,cmngv,knkli,spart,proli,enqueue_grp,vzeit,kalcd,bukrs_vf,fsh_kvgr7,vprgr,crm_guid,hityp_pr,taxk9,vgbel,erzet,ihrez,submi,vdatu,_xlso_variant_id,abdis,fsh_kvgr8,ernam,hb_cont_reason,netwr,vbkla,vgtyp,sbgrp,stceg_l,fsh_kvgr10,knuma,fsh_ss,fsh_cq_check,xegdr,bstnk,multi,sppaym,lifsk,fsh_kvgr9,aedat,wtysc_clm_hdr,dat_fzau,awahr,kurst,gueen,_xlso_so_vald_to,cmnup,abhod,vkorg,audat,zuonr,angdt,vsbed,_xlso_payment_op,rep_freq,handle,_xlso_so_vald_fm,bstzd,taxk1,mahdt,bstdk,vbeln_grp,handoverloc,qmnum,kalsm_ch,cont_dg,cmfre,vtweg,telf1,aufnr,phase,taxk2,kvgr1,grupp,fsh_os_stg_change,abhob,landtx,kalsm,erdat,bpn,stage,kkber,taxk3,abrvw,vbtyp,kvgr2,knumv,guebg,fsh_vas_cg,waerk,vkbur,ctlpc,vsnmr_v,rplnr,vbklt,mod_allow,taxk4,_xlso_catalog_id,kvgr3,fsh_candate,agrzr,mill_appl_id,bsark,tm_ctrl_key,gsber,_fivetran_deleted,_fivetran_synced,_fivetran_sap_archived
194,VB0010,COST63,MAH130,MsR0048,9,tAXk5_01,KVGR4_2746,aMT122,Trv17,2025-01-20,2025-01-19,INActIVE4,2025-06-01 12:00:42,oR827,2025-12-30,GRP29,sM716,TAXK6_697,TXN8627,KvGR56_23,GsK7,vKG510,Pm049,Sales ordEr 29,pSP005,Fk32,2025-01-19,EUR7,KOKr624,CUST0029,9,rEG058,taS014,-7,FKR0283,tAXK74_022,2025-02-03,2025-01-24,Obj0020,-10,USD349,ABH99,sYs014,KVGR1_1,UsER009,TaXK4_018,xBL401,mTL7010,AGr09,STA07,SW026,ctX0024,PARt070,1727.0,kNK0055,Sp03,PRL02233,eNQ102,3,kAlC16,bKvF020,KVGR1_3,VPr067,CRM_GUid_026,HitYP19,TaXK1_01,vGb0011,2025-10-27T14:46:21.082854,IHReZ72,SUbm0023,2025-02-05,vAR428,-10,KVGR8_1422,ERNAM024,DELAyeD0,8215.0,vBKlA1,VtYp16,SBGRP13,STcL052,KVGR104_11,KNUMA16,Ss045,CQCHK364,xEGDR41,BST4616,3,2,LIFSk626,kVGR92_1,2025-01-09,WCLhDr1,2025-01-13,aw012,KURS2709,2025-12-04,2025-12-17,9,ABHod012,VKO019,2025-01-13,zUoNR18,2025-01-14,vs020,PMOP056,MoNThLY5,haND028,2025-01-24,BSTZd11,TaxK1_018,2025-01-29,2025-02-16,GRp06,HLoc01,qM21,KALSM17,N6,Y823,VTw082,1176831276,oRd002,PHasE2,tAXk2_026,KVGR1_19,gRP99,-4,aBHoB27,US2,KaL728,2025-01-06,bPN310,StG53,KKbEr23,TAXk3_728,ABRVW10,C0,KVGr26_21,KNUM029,2025-01-01,CODEgRp18,euR5,VkBUr2,ctLP29,VsN514,Rpl012,VBKlT89,-4,TAXk4_427,CAt059,KvGR31_13,2025-07-11,AGrZR01,MILL522,bSARK043,CTRl06,GSB035,t3,2025-06-01 12:01:39,-2
97,VB0027,CoST91,MaH22,MSr0427,9,TAXK11_020,kVGr4_21,AMT029,trV2,2025-01-06,2025-01-29,INaCTIvE9,2025-06-01 12:01:58,oR061,2025-12-19,gRp23,sm01,TAxK6_071,TXN0090,KVGR5_1785,GSK2749,VKG015,PM018,SalEs ORder 12,PSP0409,Fk073,2025-01-26,uSd3,kOKr022,CUsT602,-6,REG074,tAS618,8,fKR228,TaXK1_014,2025-01-31,2025-02-05,oBJ0017,5,usD1,ABH016,SYs114,kVGR6_46,USER023,TAXK38_027,Xbl0012,MTL2019,AgR02,sTA919,SW253,ctX0029,PArT077,1218.0,kNk0023,Sp52,PRL222,ENQ5059,24,KaLc1,BkVf028,KVGR753_18,vpR020,CRM_GUID_065,hiTYP28,tAXK99_01,VGb0327,2025-10-27T15:06:24.646922,IHrEZ84,SubM0013,2025-02-10,VAr062,7,KVGR828_1,ERNAm11,No2_REASON4,6454.0,VBkLA59,VTyP67,SBGrp2,STCL3816,kVgR10_28,KnUmA1,Ss081,CQCHK01684,XEGdR91,Bst001,4,4,LIFsK711,KvGR94_1,2025-01-30,WcLHdR20,2025-01-23,AW427,KURs9,2025-12-08,2025-12-10,0,AbHOd015,VKO622,2025-01-21,ZuoNR14,2025-01-22,vS081,pmOP02,wEeKLY4,hAND128,2025-01-25,BSTZD023,TAXK7_113,2025-02-09,2025-02-05,GRP439,hLOC060,Qm00,KALsm21,Y1,Y9,Vtw022,1154003428,ORD4048,PHaSE46,TAxK5_01,KvgR1_2,Grp12,-3,ABHob1,de0,kAl013,2025-01-17,BPN022,Stg2,KkbER14,TaXK7_02,aBRvW15,C2,KVGR8_8,KNUM119,2025-01-07,CODEGRP2193,eUr,vKBuR28,CtLP56,VSN25,rPL00,VBKLt75,9,TAxK44_029,cAT00,KvGR37_2,2025-07-18,AgRzR015,mILL055,bSaRK024,CTrL61,Gsb017,t8,2025-06-01 12:01:49,7
207,VB0060,cOST000,mAH123,mSr0028,-8,TAxK5_081,KvgR4_23,AMT001,TRv8,2025-01-03,2025-01-25,ActIVE2,2025-06-01 12:02:55,Or099,2025-12-29,gRP78,SM04,TAXk6_328,TXN0016,KVGr5_1,GSK35,vKG011,pm029,Sales1 order 14,PSP5021,FK08,2025-01-28,USD3,KOKR02884,CuST0023,3,ReG090,TAS014,-6,fKR21,TAXk7_011,2025-02-08,2025-02-12,ObJ0619,-8,Usd1,ABh21,SYS02557,KVGr0_25,USER0254,TaXK8_313,xBL0095,MTL0010,AgR425,StA919,sw01,cTX0925,PARt04,1036.0,KNk0031,SP025,prL01,ENQ0634,17,kALC85,BKVF75,KvGR7_82,vPr020,CRM_GUiD_615,HItYp1,TAXK5_02,VgB032,2025-10-27T13:58:25.971401,IHREz03,sUBM0010,2025-02-13,VAR52,1,KVGr8_9,eRNAM085,deLAYED3,7445.0,VbKLa12,VTyP83,sBGRp29,StCL0040,KVgr10_14,KNUMA2314,SS012,CQCHK014,XEGdR75,BSt0615,-7,11,LIFSk046,KVGR38_17,2025-01-24,WCLHDR02,2025-01-15,aW01,kURS9,2025-12-14,2025-12-10,-9,ABhOD06,VKo05,2025-01-12,zuONR16,2025-01-28,vS040,pMOP089,wEEKLy,HAnD72,2025-01-14,BsTZd020,TAXK14_035,2025-01-21,2025-02-02,GRP024,HLOC21,qm020,KALSM91,N0,N2,VTW211,1102161832,ORD3078,PHAsE74,TAxK2_013,KVGR0_19,gRp20,-2,ABHOB2220,US8,KAl082,2025-01-19,BPn824,STg11,KKbEr17,taXK3_025,ABRVw6,C949,KVGR2_1666,KnUM01,2025-01-10,CODEGRP05,Usd7,VKBUR1667,CTlP2,vSN628,RpL097,VBKLt66,6,TAXK4_01564,CaT002,KvGR3_09,2025-07-22,AgRzR027,MILL714,BSArK810,cTRL05,GSb036,f7,2025-06-01 12:03:26,-7
154,VB0061,cOsT020,MAH04,MSR2091,-9,TAXK5_790,KVGR42_6,Amt01,tRV68,2025-01-28,2025-01-15,ACtIVe0,2025-06-01 12:00:02,oR091,2025-12-04,GRP2523,sM715,TaXK6_030,TXN0722,KvGR58_2,GSK20,vkG02,pm015,SaleS order 11,Psp002,fK418,2025-02-06,usD,KOkR06,cUST000,-2,reG012,Tas025,4,FkR09,TAXK75_227,2025-01-20,2025-02-10,oBJ0813,4,euR1,ABH895,SyS084,KVGR3_7,USeR815,TaXK2_026,XBl082,MTL5006,Agr02,StA051,sw015,CTX900,ParT02,1722.0,KNk0002,Sp04,pRL05,eNQ0411,2,KAlC21,BKVF010,KVGR7_60,VPR012,CRm_gUID_018,HITyP70,tAXK4_024,VGb0059,2025-10-27T15:01:39.958128,iHREz26,SUBM0082,2025-01-28,vAR011,4,KVGR81_87,eRNAm013,DELAYED306,8085.0,VBklA1,VtYP9,sBGRP59,sTCL5014,KVGr100_17,kNUMa25,SS55,CqcHK02,xEgDR12,BsT201,7,-7,LiFsK015,KVgr9_2,2025-02-03,WCLHDR26,2025-01-15,AW026,KuRS9,2025-12-12,2025-12-21,4,ABHOD021,VKO619,2025-01-05,ZuOnR12,2025-01-21,VS025,PMOP229,MoNtHLY4,hAnD02,2025-01-17,bSTZD025,TAxK16_025,2025-02-11,2025-02-20,Grp030,HlOC321,Qm928,KAlSm11,N5,N5,vtW025,1188399481,ORd0054,phASE28,TAXK2_010,KVgr1_29,GRp0,-7,ABhOb2,DE8,kaL02,2025-01-05,bPN060,sTG44,KKBER11,TAXk3_05,aBRVW50,C1,KvGr2_2,KnUm02,2025-01-15,CoDEGRp12,uSd,VKbUr21,cTLP07,VSN612,RPL04,VBKLT1821,-7,TAxK4_227,cAT071,kVGr3_27,2025-07-08,AGRZr511,MIlL823,BsArK025,CTRl820,gSb016,t1,2025-06-01 12:03:40,-10
173,VB0077,COST079,mAH725,MSR0894,5,tAXK5_92,KVGR98_1,AmT033,TrV1,2025-01-19,2025-01-07,InACTIvE4,2025-06-01 12:02:14,OR096,2025-12-21,GRp6,sm027,TaXK6_52,TxN0000,KVGR5_2192,GSK135,VKg013,PM467,SAles ORder 2,PSP067,Fk428,2025-01-28,USD9,KoKR003,CUsT0712,-7,REg727,TAs09,-3,fkR029,TAXK0_61,2025-01-18,2025-01-28,OBJ0639,1,USD5,ABh00,SyS123,KVGr6_97,USer018,TAXk88_029,XBl0614,MTl0061,Agr014,Sta012,SW867,CTX0418,ParT02,1319.0,kNK5021,sP036,PRl038,enQ0026,14,KAlC69,BKVf925,KVgR7_61,VPR555,CrM8_GUID_027,HITYP20,TAxK9_091,vGB071,2025-10-27T14:43:24.052059,IHREz5,SUBM002835,2025-02-03,VaR720,1,KVGR81_30,ERNaM009,DElAyED7,7025.0,vBKLa22,VTyP3,sBGRP08,StCl0013,KVGR003_1,KNUMa8,Ss033,CqCHK91,xeGDR28,BST005,-8,0,LIFsK922,kVGR9_10,2025-01-22,wClHDR21,2025-01-08,Aw112,kUrS1,2025-12-07,2025-12-15,-6,ABHOd52,vKO044,2025-01-15,ZuoNR14,2025-01-28,vS525,PmoP020,MONTHly1,hAND22,2025-01-24,BsTzD029,TAXk1_061,2025-01-21,2025-02-19,GRp231,HLOc829,qM006,KALsm24,Y8,N5,VtW11,1187293044,ORD005,PhAsE16,TAXK0_071,KVGr4_13,GrP66,-2,aBhOB2,DE1,KAL029,2025-01-24,BPn728,STg84,KKBER21,TAxK3_02,ABrVW9,C0,KvGR2_44,KNuM826,2025-01-31,COdEGrP1,EUR1,VKBUr74,CtlP2,vSN063,rPL091,VBKLt84,5,TAXK437_017,CAT017,KvGR0_13,2025-07-20,AGRZr08,MIlL412,BsARk023,cTRL829,GsB52,t733,2025-06-01 12:02:49,3
113,VB0029,COSt06,MAH017,MSR0414,1,TAXK54_026,kVGr4_13,amT028,trV17,2025-01-01,2025-01-08,iNACTIVe7,2025-06-01 12:00:52,Or31,2025-12-17,gRp25,SM385,TAXK6_027,TXN024,KVGr8_24,gSk17,vKG426,PM532,Sales Order 2106,PsP0066,fK083,2025-01-29,Eur9,KoKR000,CusT001,7,REG279,TAS51,-9,Fkr011,TAXK7_015,2025-02-06,2025-02-06,obJ0021,8,euR7,Abh02,Sys028,KVgR6_32,UsER083,TaXK2_013,XBL6727,MTL001978,aGR421,STA02843,SW659,CTx5026,PaRT421,1749.0,KNk6015,SP011,pRL72,ENQ001213,4,KAlc2,bkVF018,kVgR7_22,vPR027,CRM_GUID_269,HITyP38,TAxk9_023,VGB002634,2025-10-27T14:34:55.695897,IHrEz1,SUBM088,2025-02-03,VaR21,-10,KvGR1_27,ERNam020,DeLAyED3,5936.0,vbKLA17,VTYP63,sBgRP13,StCL0311,KVGR1074_28,KnUmA11,ss025,cQCHK218,XEGdr18,BSt6022,-10,0,lIFSK034,KVGR80_12,2025-01-10,WCLhDR32,2025-01-29,Aw11,KURS2551,2025-12-27,2025-12-15,-3,ABHOD222,VkO039,2025-02-01,ZUONR10,2025-01-28,vS080,PMOP720,MOnTHlY9,hAND04,2025-01-24,bSTZD083,TAXK1_012,2025-02-13,2025-02-07,GrP061,HLOc629,qM00,kALSM7,N8,Y6,VTW792,1168620145,ORD0015,PHaSE41,TAXK2_021,KVgR8_17,GRP1675,2,ABHob19,US8,KAL509,2025-01-12,BpN42,STg0,KkBEr23,TAXK39_014,AbRVW24,C3,kvGR2_1,KnUM009,2025-01-21,CoDEGRP21,usD,VKBUR2164,CTLp97,vSN04,Rpl024,vBKlT11,-10,TAXk48_013,CAT01455,KvGR1_2,2025-07-05,AGRzR923,MILl421,BSARk614,CtRL721,gsB02,f1,2025-06-01 12:03:06,5
180,VB0001,CoST719,MAh06,mSR5022,-10,tAXK5_009,KvGR4_66,amT019,Trv2,2025-01-27,2025-01-17,INacTIVE,2025-06-01 12:01:07,OR012,2025-12-16,GRp54,SM088,TAXk62_02,TXn0078,KVgR9_27,Gsk23,vKG097,PM617,Sales ORDer 19,pSP0216,FK02564,2025-01-11,euR,kOKR033,CUSt501,12,rEg017,tAS823,-1,FkR91,TAXK7_023,2025-02-11,2025-02-02,OBJ4068,9,USD4,AbH000,SyS32,KvGR6_05,uSER053,TaXK84_02,XbL2013,MTl5015,AGr047,STa039,Sw511,CTX0017,PARt124,1167.0,kNK000,sP038,PRL604,ENQ106,15,KALC19,BKVf513,KVGR1_3,vPr01,cRM_gUID_02,hITYP30,tAXK9_01,VgB0127,2025-10-27T14:02:17.376867,iHrEZ28,SUBM1612,2025-01-18,Var026,-5,KVGr6_2,ERNam018,DELayED3,7826.0,vBKLa20,vTYP72,SbGRP0,STCL5091,KVGR1007_2,kNUmA1,Ss824,CQcHk012,XeGDR41,bSt002,7,-7,liFSK027,KVgr9_1,2025-02-03,wCLHdR2,2025-01-08,aW032,KuRS51,2025-12-30,2025-12-12,3,ABhOd01,vkO02,2025-02-01,ZuOnR24,2025-01-28,Vs055,PMOP011,WEeKlY,HanD022,2025-01-22,BStZD05,tAXK1_086,2025-02-02,2025-01-30,Grp03,hLOC513,qm027,KAlSm18,Y549,Y5,vTW025,1117833682,ORD002811,PhaSE22,tAXK4_01,KVGR1_19,GRp9,-6,AbhOB25,de7,KAL054,2025-01-30,Bpn02,sTg27,kKBEr12,TAxK3_12,aBRVw1,C8,kvGR2_2,KnUm026,2025-01-14,CODEGRP16,uSd,vKBuR20,CTLP11,vsN022,Rpl010,VBKlt14,-1,TaXK48_01,CAt226,KvgR3_26,2025-07-28,AGRZR01198,MilL02,BSARk04,cTRl01,GSb41,t0,2025-06-01 12:01:56,3
94,VB0070,COsT81,mAH049,MSr2013,2,tAXK5_319,KVgR4_73,Amt015,TRv97,2025-01-10,2025-01-16,ACTIVE3,2025-06-01 12:02:17,or015,2025-12-19,GRP1337,Sm81,TAXK6_013,TxN9028,KVGR5_22,GSK15,vKG215,Pm526,saLes Order 16,psP001,fK086,2025-01-19,eUr,KoKR050,CUST105,-4,reG012,TAS48,7,fKR039,tAXK7_415,2025-01-16,2025-02-04,OBJ505,0,Usd7,ABH025,SYS026,kVgR6_2,uSEr013,TAXk8_228,XBl302,Mtl0018,AGR88,STA415,SW06,CTX9025,PART138,1118.0,KNk5021,sp021,Prl02,eNQ009,20,kaLC2,bKVF41,kVGR7_48,VPR02943,CRM_GUId_11,HItyP20,TAXK9_029,VGb0219,2025-10-27T14:16:21.124216,IHRez1,SUBM5624,2025-02-13,VAr910,3,kVGr8_15,ERNam018,NO_rEAsON1,7101.0,vbKLA18,VtyP10,SBgrP27,STcl0029,KvGR10_9,KnuMA16,sS51,cQCHk022,XEGDR21,Bst002,0,-9,LIFSk03,KVGR9_62,2025-01-08,WCLHDr71,2025-01-09,AW91,KuRS58,2025-12-19,2025-12-25,-9,ABhoD012,VkO411,2025-01-04,ZUONR1258,2025-01-10,VS69,PMOP099,MOnTHlY9,hAnD01,2025-02-02,BSTzD03,TAXK1_016,2025-02-12,2025-02-15,gRp026,HLOC0133,QM78,KaLSM31,N2,N7,vtW01,1136217657,ORd1010,PhASE9,TAXk2_046,kVGR16_26,gRP19,-7,aBhOB27,US157,KAl031,2025-01-16,BPn079,sTg1,kKBeR25,TaXK34_027,ABRVW10,C7,kVGR6_28,kNuM022,2025-01-03,cODEGRP02,EUR2,VKbuR2,ctLP28,VsN91,RpL00,vBKLt13,10,tAXK6_019,CAt00,KVgR3_7,2025-07-24,AGrzR010,miLL019,BSaRK824,cTrL023,Gsb011,f9,2025-06-01 12:01:12,11
141,VB0042,CoST091,MAH531,mSR0121,-9,TAXk1_01,kVGR49_14,aMT063,Trv15,2025-01-04,2025-01-28,INACTIVE408,2025-06-01 12:00:12,Or058,2025-12-03,GRP2191,sm019,TAxk6_024,TXn008,KVGR4_5,Gsk27,VKG048,PM015,sales order 26,psP001,Fk116,2025-01-16,EUR8,KoKr01,cUsT002,12,REG026,Tas01,6,FKR232,TAXK90_023,2025-01-31,2025-02-08,OBj0040,-9,EUR4,ABH527,sYS095,KVGr6_67,UsER81,TAXk81_02,xBL052,MtL1025,AgR08,STA534,Sw009,CtX0721,PART015,1919.0,KNK091,sp02,PrL917,EnQ0056,19,KalC29,bkVF013,kvGR7_15,VPR025,CRM_GUid_018,HItyP11,tAXK9_00,vgB0022,2025-10-27T15:10:02.666381,IhREZ05,SUbM8016,2025-02-10,vAR06,-7,KVgR88_29,eRNaM029,NO_REASON3,8592.0,VBKlA73,VTyP46,sbGRP1,stCL001,KVGR178_25,KNUMa84,Ss06,CQChK01,XEGDR1532,BsT7029,2,4,LIfsK029,KVGR7_1,2025-01-24,WClHdR26,2025-01-07,aw016,KuRs11,2025-12-25,2025-12-06,-8,AbhOD014,VKo125,2025-01-22,ZUonR22,2025-01-07,VS725,pMOP51,MoNTHlY,HAND044,2025-01-25,BSTZD010,tAXK1_048,2025-02-18,2025-02-08,GRp062,HlOC066,qM085,KaLSM30,Y0,N865,vTW910,1162425152,oRD6019,PHASE21,TaxK2_014,kVGr1_20,gRp1,-10,aBhOB16,US6,kAl029,2025-01-14,BpN044,Stg25,KkBER0,tAXK3_05,AbRVw1,C404,KvgR2_14,KNUM01314,2025-01-13,cODEGRP61,Usd1,VKbUr12,cTLP39,VsN05,rpL02,VbkLT1,7,TAxK49_021,cAT098,KVGR3_1323,2025-07-09,AGrZR03,MILL028,BSArk021,CtrL01,GSB52,f6,2025-06-01 12:03:27,9
178,VB0030,COst025,MaH020,mSr0017,-6,taXK5_023,kVGR2_13,AMT018,TRv98,2025-01-08,2025-02-01,ACTiVe,2025-06-01 12:00:25,Or072,2025-12-13,GRP280,sM096,TAXK82_023,TXN9013,kvGR5_1,GSK1360,vKg016,Pm817,Sales order 74,PSP708,fk028,2025-01-23,EUR6,KoKR82,cUsT0025,-1,REG020,Tas02,-6,fKr025,TAXK73_02,2025-01-14,2025-01-17,OBj0716,-7,euR8,ABH691,SyS428,KVGR6_19,USER61,TAXK82_416,XbL011,mtL001,AgR51,STa018,sW626,CTX0028,PaRt012,1661.0,KNK0626,sP053,PRL85,EnQ1019,12,KALC1938,BkVF32,KVGR29_16,VpR02,CRM_GuID9_028,HITyP5,TAXk93_022,VGB0018,2025-10-27T14:41:57.914232,IhrEZ1,SUBM5029,2025-02-09,VAR70,10,kVgR8_1,ERnaM01,nO_REASoN,8042.0,VBKLa02,VTyp20,SbgRP2,STCL0183,kVGR12_1,KNUMA5,SS81,CqCHk015,xEGDr11,bST4016,-4,6,liFSK016,KVgR0_1,2025-01-07,WCLHdr23,2025-01-21,Aw035,kURS40,2025-12-10,2025-12-06,-6,AbHOD310,vKO09,2025-01-28,ZuONR85,2025-01-30,VS916,PMOP222,WEekLY8,hANd021,2025-01-25,BStzD020,TaXK1_006,2025-02-13,2025-02-10,gRP096,HLOC02378,Qm519,kALsM1,N9,N95,Vtw029,1142781652,OrD000,PhaSE15,TAXk2_62,KvGr1_23,GRP2299,-4,ABHOb76,US47,KaL096,2025-01-18,bPN226,sTg2,kkBER28,TAXK3_073,aBRvW1,C0,KVgR2_83,kNUM038,2025-01-23,CoDeGRP2,USD6,VkBuR27,cTLP91,VSn924,Rpl020,VBkLt2,5,tAxK4_02,CAT091,KVGR3_13,2025-07-26,aGRzR010,miLL015,BsARk029,CTRL023,GSb03,f348,2025-06-01 12:01:40,8
177,VB0050,COsT229,mAH092,msR001,-1,tAXK59_020,KvGR6_2,AMT011,TRv3,2025-01-01,2025-01-15,ACTiVe3,2025-06-01 12:02:30,OR913,2025-11-30,GRP11,SM397,TAxK6_512,TXn0929,KVGR5_12,GSk99,VKg000,PM715,Sales Order 11,PsP0069,fk028,2025-02-05,USD6,KOkR001,CUST202,-5,REG023,TaS076,-10,FKr82,TaXK7_427,2025-01-31,2025-02-05,ObJ0822,-5,EUR2,ABH803,Sys02,kvGR6_21,USEr005,TAXk84_024,xBL601,MTL0328,AGR823,StA822,SW01539,CTX002218,PARt713,997.0,KnK021,Sp412,PRL90,EnQ0054,5,KALC1795,bKvF029,kVGR7_4,vPR07,CrM_GuID_023,HITYP1298,tAXK9_928,VgB6020,2025-10-27T14:09:01.320696,IHrEZ53,SuBM081,2025-02-05,vaR01,4,KVGr6_25,ERNaM037,DeLAYEd4,5067.0,VbkLA16,vTYP34,SbgRP10,STCl071,KVgR10_83,KNUMA20,sS612,CQcHK057,XeGDR8,BST0753,-1,-4,LiFSK127,KVGR9_14,2025-01-07,WcLHdR10,2025-01-19,AW22,KuRS07,2025-12-20,2025-12-11,4,ABHoD815,vkO02,2025-01-19,ZUONR15,2025-01-15,vS054,PMop017,wEEkLY4,hAnD01,2025-02-07,bSTZD41,TAXK19_825,2025-02-06,2025-02-20,GRP030,hlOC01,qm018,KaLSm13,Y804,Y2,VTW086,1183996947,oRD041,PhASe25,TaXK3_018,KVGr11_14,GRP1287,-7,AbHOb18,DE8,KAL010,2025-01-07,BPn080,Stg17,KkBER61,tAxK3_020,ABrVw20,C1,KVGR8_14,KnUM519,2025-01-14,CoDeGRP2,EUR601,vKBUr21,CtLP6,VSN66,RPl072,VbKLT38,7,TaXK4_211,CAt621,kVgR3_25,2025-07-11,AGRzR082,MilL021,BsArK020,CTRL029,gsB010,t42,2025-06-01 12:01:40,3
139,VB0013,COSt825,MAH015,mSR0214,6,TAxK5_41,KVGr4_10,aMT221,TRV63,2025-01-27,2025-01-22,INacTIVE,2025-06-01 12:02:44,oR223,2025-12-11,GRP88,Sm322,TAXk69_02,TXN0023,KVgr5_23,gSk13,VkG325,Pm038,Sales Order 25,PSP002523,fK08,2025-01-29,EUR1,KOKR626,cuST0023,-1,reG02,tAs023,1,fKR056,TAxK7_08,2025-01-22,2025-01-27,OBJ6718,8,USD3,ABH01396,sYS813,KvGR68_27,USEr002,TAXK0_02,Xbl0010,mtL001,AGr094,STa711,Sw079,CtX5015,paRT028,1567.0,knK002,SP605,PRL751,eNQ301,8,KALC20,BKVF548,KVGR77_75,VPr005,CRM2_GuID_010,hITYp1,TAXK9_027,VgB007,2025-10-27T14:09:37.548807,IhReZ24,SUbM502,2025-01-18,VAr03,-5,KvgR8_12,ERNAm528,NO_REaSOn1,7070.0,vBKLA6,VtYp22,sBGRp26,sTCl0024,KVgR102_27,KNUMA27,SS022,CqCHK083,xEgDR24,BST0018,-9,-3,LIFsK034,kVGR9_08,2025-01-12,WcLHDR37,2025-01-28,AW758,KURS16,2025-12-07,2025-12-18,-8,AbHOD618,vKO001,2025-01-15,ZUonR26,2025-01-28,VS860,PmOp01,WEEKly7,HaND616,2025-02-02,BStzD026,TAXK2_02,2025-02-11,2025-01-25,gRP22,hLoC01,qM622,KaLSm27,Y3,Y8,vTW81,1156390576,OrD701,PhASE75,tAXK5_027,kVgR1_12,GRP21,6,AbHOB77,DE347,Kal01,2025-01-09,BPn071,sTg10,kKBeR17,TAXK3_537,ABRVW1601,C0,KVGR28_23,KNum012,2025-01-04,CoDeGRP19,EUR2,VKBUR13,CtLp11,VsN920,RPL029,VbkLT20,-3,TAXK96_014,cAT082,KVGR3_10,2025-07-18,AGrZR61,MiLl013,BSARK01298,CTRL72,GSB080,t0,2025-06-01 12:03:25,-7
90,VB0073,COST01743,MAH015,MSr5029,-5,TAXK55_528,KVGR99_10,AMT743,trV15,2025-01-04,2025-01-10,INACTIVE819,2025-06-01 12:02:52,OR018,2025-12-20,GRp50,sM067,TAXK63_311,TXn005,KVGr5_0,GSk97,VKG029,PM028,Sales ORDer 23,PsP0095,fk01,2025-01-11,USD3,KOKR020,cuST0025,-7,REG078,TAs088,8,FKR025,TAxK7_72,2025-01-29,2025-01-20,OBj062,-2,Eur3,aBH04,SYs035,KVGR6_12,uSER31,TAXK55_026,XBL341,MTL0025,AGr05,StA041,sW625,CTx0120,pARt021,1402.0,KNK0021,SP02159,PRL720,ENq0920,14,kAlC25,BKVf082,KvGR77_12,VPR676,CRM_GuID_629,hITYP55,TAXK9_013,vGB0040,2025-10-27T14:59:21.852940,IHREz61,SubM0029,2025-02-14,vAR825,-7,KvGR8_0,eRNAM04,DeLaYED,9790.0,vbKLA23,vTYp21,SBgRP81,StcL0014,kVGR101_22,KNUmA7,Ss07,CqCHK035,XeGDr25,BST6420,-1,-9,LIFSK02486,KVgR0_11,2025-01-16,WcLHDR5,2025-01-14,AW019,KuRS00,2025-12-21,2025-12-22,-4,ABHOD02250,VKO088,2025-01-07,ZuONR8,2025-01-31,vS627,PmOP42,mONTHlY0,HanD021,2025-01-15,BsTZD914,TAXK4_524,2025-02-03,2025-01-23,GRp530,HLOc310,QM020,KALsM72,Y765,N510,VTw811,1186853229,ORD3121,PhAsE20,TAXK2_027,kvGR1_24,GRP00,5,abHOB23,us6,KAl420,2025-01-22,BPN329,STG96,KKBer26,TAxk3_011,aBrVW18,C3,KVGR23_23,KNUm026,2025-01-12,cODEgRP14,euR6,VKbUr21,cTlP20,VsN063,RpL04,VBkLt18,-4,TaXk4_028,CaT927,KvGR3_09,2025-07-04,AGRZr81,miLL023,bSaRK019,CTrL317,gSb017,t2,2025-06-01 12:01:34,-8
