unnamed_column,unnamed_column_1,q45_in_how_many_of_your,q2_at_this_school_students,q30_there_is_at_least_one_1,q54_at_this_school_students,q58_if_you_are_a_student,q4_my_teachers_use_examples_1,q42_in_how_many_of_your_1,q57_if_you_are_a_student_1,q64_if_you_are_a_student,q27_in_how_many_of_your_1,q32_there_is_time_at_school_1,q62_if_you_are_a_student,q46_i_feel_safe_outside_around_1,q26_in_how_many_of_your_1,q17_in_how_many_of_your,q20_in_how_many_of_your_1,q60_if_you_are_a_student,q21_in_how_many_of_your,q65_if_you_are_a_student,q17_in_how_many_of_your_1,q18_in_how_many_of_your,q1_most_students_at_this_1,q28_i_m_learning_a_lot_in,q27_in_how_many_of_your,q60_if_you_are_a_student_1,q25_in_how_many_of_your_1,q12_during_this_school_year_1,q16_during_this_school_year,q52_at_this_school_students,q39_my_classes_at_this_school,q11_during_this_school_year_1,q65_if_you_are_a_student_1,q52_at_this_school_students_1,q23_in_how_many_of_your_1,q2_at_this_school_students_1,q44_in_how_many_of_your,q31_my_teachers_check_in_1,q62_if_you_are_a_student_1,q61_if_you_are_a_student_1,q37_most_students_treat_1
75M811,P.S. M811 - Mickey Mantle School,0.04,0.0,0.92,0.84,0.0,0.96,0.79,1.0,,0.83,0.92,,0.96,0.92,0.12,0.96,,0.04,,0.88,0.04,0.96,0.04,0.17,,0.96,1.0,0.88,0.88,0.04,1.0,,0.12,0.92,1.0,0.13,0.96,,,0.96
84K712,Excellence Girls Charter School,0.21,0.06,0.73,0.62,,0.87,0.67,,0.12,0.42,0.67,0.21,0.83,0.64,0.27,0.78,0.11,0.13,0.15,0.73,0.15,0.82,0.14,0.58,0.89,0.76,0.91,0.39,0.76,0.11,0.61,0.85,0.24,0.66,0.94,0.57,0.79,0.79,0.82,0.86
08X376,Antonia Pantoja Preparatory Academy: A College Board School,0.25,0.08,0.79,0.67,0.12,0.84,0.47,0.91,0.16,0.52,0.69,0.16,0.79,0.68,0.43,0.71,0.08,0.23,0.18,0.57,0.21,0.77,0.18,0.48,0.92,0.75,0.93,0.48,0.72,0.24,0.72,0.82,0.28,0.76,0.92,0.69,0.8,0.84,0.88,0.85
13K430,Brooklyn Technical High School,0.27,0.1,0.76,0.76,,0.83,0.74,,0.26,0.52,0.64,0.26,0.87,0.63,0.44,0.8,0.08,0.17,0.27,0.56,0.18,0.94,0.19,0.48,0.92,0.56,0.94,0.27,0.81,0.14,0.65,0.73,0.19,0.66,0.9,0.29,0.62,0.74,0.82,0.95
02M427,Manhattan Academy For Arts & Language,0.11,0.07,0.9,0.9,,0.89,0.39,,0.04,0.78,0.82,0.09,0.89,0.9,0.23,0.78,0.05,0.08,0.03,0.78,0.13,0.95,0.1,0.22,0.95,0.94,0.96,0.51,0.87,0.16,0.9,0.97,0.13,0.91,0.93,0.35,0.91,0.91,0.94,0.95
20K445,New Utrecht High School,0.32,0.06,0.82,0.82,,0.92,0.51,,0.25,0.55,0.62,0.21,0.83,0.65,0.4,0.76,0.1,0.21,0.22,0.6,0.22,0.94,0.16,0.45,0.9,0.69,0.93,0.4,0.9,0.15,0.75,0.78,0.1,0.68,0.94,0.52,0.67,0.79,0.83,0.94
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",0.25,0.1,0.8,0.79,,0.84,0.62,,0.23,0.38,0.6,0.18,0.85,0.63,0.41,0.72,0.12,0.19,0.27,0.59,0.19,0.9,0.23,0.62,0.88,0.66,0.93,0.38,0.84,0.18,0.64,0.73,0.16,0.72,0.9,0.56,0.73,0.82,0.84,0.89
75K077,P.S. K077,0.13,0.17,0.87,0.86,0.0,0.83,0.64,0.95,0.11,0.79,0.95,0.16,0.87,0.79,0.17,0.85,0.06,0.05,0.24,0.83,0.12,0.88,0.03,0.21,0.94,0.86,0.91,0.66,0.88,0.21,0.92,0.76,0.12,0.86,0.83,0.19,0.91,0.84,0.77,0.91
05M161,P.S. 161 Pedro Albizu Campos,0.15,0.12,0.82,0.66,0.15,0.94,0.44,0.86,,0.58,0.72,,0.9,0.78,0.38,0.77,,0.15,,0.62,0.19,0.77,0.12,0.42,,0.78,0.95,0.58,0.79,0.23,0.81,,0.21,0.8,0.88,0.49,0.79,,,0.91
27Q124,P.S. 124 Osmond A Church,0.17,0.09,0.81,0.65,0.09,0.9,0.46,0.9,,0.54,0.78,,0.83,0.72,0.35,0.81,,0.15,,0.65,0.15,0.83,0.1,0.46,,0.71,0.93,0.48,0.73,0.19,0.78,,0.27,0.71,0.91,0.33,0.73,,,0.89
23K514,Frederick Douglass Academy VII High School,0.14,0.01,0.89,0.85,,0.9,0.51,,0.12,0.52,0.68,0.16,0.76,0.74,0.28,0.78,0.05,0.12,0.15,0.72,0.09,0.89,0.04,0.48,0.95,0.81,0.9,0.49,0.89,0.1,0.83,0.85,0.11,0.84,0.99,0.42,0.83,0.84,0.92,0.92
84K680,Achievement First Aspire Charter School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84K508,Achievement First Endeavor Charter School,0.09,0.14,0.82,0.74,0.29,0.77,0.57,0.71,,0.47,0.6,,1.0,0.74,0.29,0.68,,0.24,,0.71,0.24,0.71,0.11,0.53,,0.77,0.94,0.69,0.79,0.24,0.59,,0.21,0.62,0.86,0.37,0.76,,,0.91
75K373,P.S. 373 - Brooklyn Transition Center,0.13,0.08,0.84,0.59,,0.88,0.52,,0.2,0.78,0.91,0.13,0.86,0.79,0.22,0.84,0.11,0.14,0.22,0.78,0.12,0.85,0.07,0.22,0.89,0.84,0.96,0.65,0.66,0.21,0.89,0.78,0.34,0.85,0.92,0.34,0.91,0.87,0.68,0.79
23K041,P.S. 041 Francis White,0.1,0.12,0.88,0.8,0.06,0.95,0.67,0.95,,0.66,0.68,,0.88,0.86,0.21,0.83,,0.09,,0.79,0.14,0.81,0.03,0.34,,0.88,0.97,0.64,0.88,0.11,0.88,,0.12,0.82,0.88,0.34,0.84,,,0.89
02M393,Business Of Sports School,0.17,0.06,0.88,0.81,,0.92,0.52,,0.15,0.53,0.67,0.17,0.94,0.75,0.32,0.84,0.07,0.14,0.2,0.68,0.1,0.88,0.15,0.47,0.93,0.81,0.95,0.57,0.84,0.2,0.71,0.8,0.16,0.86,0.94,0.56,0.83,0.83,0.86,0.94
12X286,Fannie Lou Hamer Middle School,0.14,0.09,0.82,0.81,0.09,0.92,0.46,0.91,,0.58,0.7,,0.88,0.78,0.37,0.76,,0.22,,0.63,0.19,0.82,0.12,0.42,,0.75,0.94,0.62,0.86,0.25,0.81,,0.14,0.74,0.91,0.56,0.82,,,0.87
30Q445,William Cullen Bryant High School,0.25,0.07,0.78,0.76,,0.88,0.54,,0.22,0.5,0.55,0.2,0.84,0.69,0.4,0.71,0.08,0.19,0.23,0.6,0.17,0.89,0.19,0.5,0.92,0.71,0.93,0.36,0.81,0.21,0.71,0.77,0.19,0.8,0.93,0.4,0.69,0.8,0.83,0.92
21K288,P.S. 288 The Shirley Tanyhill,0.18,0.13,0.88,0.66,0.08,0.89,0.7,0.97,,0.63,0.71,,0.68,0.79,0.42,0.67,,0.11,,0.58,0.18,0.77,0.07,0.37,,0.68,0.95,0.63,0.82,0.22,0.66,,0.18,0.79,0.88,0.48,0.79,,,0.81
07X223,The Laboratory School of Finance and Technology: X223,0.15,0.06,0.83,0.83,0.09,0.9,0.6,0.95,0.15,0.62,0.75,0.12,0.87,0.81,0.29,0.82,0.06,0.13,0.14,0.71,0.12,0.91,0.07,0.38,0.94,0.81,0.95,0.47,0.86,0.13,0.77,0.86,0.14,0.8,0.94,0.44,0.81,0.88,0.91,0.94
29Q059,I.S. 059 Springfield Gardens,0.11,0.0,0.81,0.77,0.08,0.92,0.36,0.88,,0.52,0.59,,0.93,0.59,0.43,0.7,,0.19,,0.57,0.11,0.83,0.22,0.48,,0.7,1.0,0.84,0.82,0.15,0.93,,0.18,0.71,1.0,0.54,0.59,,,0.88
01M696,Bard High School Early College,0.1,0.05,0.84,0.85,,0.92,0.83,,0.12,0.64,0.71,0.2,0.9,0.77,0.21,0.85,0.04,0.14,0.14,0.79,0.16,0.97,0.13,0.36,0.96,0.77,0.95,0.26,0.92,0.02,0.66,0.86,0.08,0.77,0.95,0.22,0.7,0.8,0.89,0.97
32K403,Academy for Excellence in Leadership,0.19,0.08,0.85,0.87,,0.95,0.33,,0.25,0.68,0.81,0.24,0.86,0.8,0.41,0.75,0.11,0.18,0.22,0.59,0.15,0.92,0.18,0.32,0.89,0.85,0.9,0.52,0.9,0.26,0.81,0.78,0.1,0.88,0.92,0.69,0.89,0.76,0.8,0.91
22K278,J.H.S. 278 Marine Park,0.22,0.13,0.74,0.71,0.18,0.79,0.43,0.84,,0.54,0.59,,0.88,0.69,0.43,0.79,,0.13,,0.57,0.17,0.82,0.15,0.46,,0.68,0.91,0.52,0.76,0.26,0.76,,0.24,0.71,0.87,0.56,0.69,,,0.86
17K646,Aspirations Diploma Plus High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01M292,Orchard Collegiate Academy,0.23,0.0,0.86,0.9,,0.94,0.55,,0.1,0.57,0.71,0.12,0.88,0.68,0.43,0.7,0.04,0.24,0.11,0.57,0.18,0.99,0.18,0.43,0.96,0.69,0.96,0.39,0.9,0.09,0.76,0.89,0.1,0.79,1.0,0.6,0.7,0.88,0.94,0.94
84K956,Lamad Academy Charter School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02M414,N.Y.C. Museum School,0.33,0.05,0.74,0.83,,0.79,0.7,,0.29,0.45,0.6,0.31,0.92,0.57,0.51,0.75,0.09,0.19,0.24,0.49,0.2,0.94,0.25,0.55,0.91,0.54,0.93,0.23,0.9,0.23,0.57,0.76,0.1,0.71,0.95,0.29,0.56,0.69,0.82,0.94
16K498,Brooklyn High School for Law and Technology,0.25,0.07,0.79,0.87,,0.9,0.55,,0.3,0.44,0.67,0.21,0.82,0.61,0.44,0.66,0.1,0.2,0.37,0.56,0.27,0.85,0.2,0.56,0.9,0.69,0.93,0.39,0.88,0.19,0.7,0.63,0.12,0.71,0.93,0.8,0.67,0.79,0.7,0.89
19K661,Vista Academy,0.17,0.08,0.85,0.83,0.1,0.87,0.49,0.91,,0.59,0.77,,0.87,0.78,0.37,0.77,,0.17,,0.63,0.16,0.89,0.1,0.41,,0.74,0.93,0.52,0.86,0.21,0.76,,0.14,0.73,0.92,0.58,0.82,,,0.89
02M347,The 47 American Sign Language & English Lower School,0.09,0.04,0.91,0.74,0.09,0.93,0.4,0.97,,0.72,0.74,,0.95,0.69,0.22,0.86,,0.06,,0.78,0.17,0.77,0.03,0.28,,0.81,0.97,0.66,0.86,0.2,0.81,,0.14,0.92,0.96,0.35,0.86,,,0.89
09X517,Frederick Douglass Academy III Secondary School,0.2,0.03,0.89,0.76,,0.96,0.69,,0.1,0.72,0.86,0.16,0.93,0.75,0.29,0.76,0.07,0.14,0.08,0.71,0.23,0.96,0.11,0.28,0.93,0.76,0.87,0.44,0.73,0.1,0.79,0.92,0.27,0.79,0.97,0.35,0.88,0.84,0.87,0.92
09X227,Bronx Collegiate Academy,0.06,0.06,0.92,0.9,,0.94,0.63,,0.1,0.68,0.89,0.09,0.9,0.84,0.23,0.86,0.03,0.1,0.09,0.77,0.06,0.92,0.03,0.32,0.97,0.85,0.95,0.62,0.91,0.16,0.87,0.91,0.09,0.85,0.94,0.42,0.91,0.91,0.96,0.91
02M422,Quest to Learn,0.19,0.14,0.79,0.76,0.19,0.82,0.41,0.81,0.38,0.63,0.64,0.32,0.86,0.67,0.46,0.8,0.07,0.15,0.52,0.54,0.18,0.78,0.18,0.37,0.93,0.7,0.93,0.53,0.9,0.24,0.74,0.48,0.1,0.64,0.86,0.41,0.69,0.68,0.74,0.91
26Q216,J.H.S. 216 George J. Ryan,0.18,0.09,0.74,0.74,0.1,0.86,0.51,0.9,,0.49,0.53,,0.88,0.69,0.41,0.84,,0.13,,0.59,0.16,0.89,0.11,0.51,,0.69,0.94,0.4,0.82,0.2,0.77,,0.18,0.66,0.91,0.5,0.64,,,0.93
02M438,International High School at Union Square,0.1,0.08,0.8,0.94,,0.92,0.36,,0.18,0.77,0.78,0.13,0.99,0.85,0.28,0.84,0.07,0.11,0.15,0.72,0.08,0.91,0.11,0.23,0.93,0.85,0.87,0.47,0.89,0.25,0.86,0.85,0.11,0.85,0.92,0.44,0.86,0.87,0.88,0.95
09X568,Young Women's Leadership School of the Bronx,0.14,0.04,0.83,0.86,0.13,0.94,0.5,0.91,0.17,0.62,0.79,0.21,0.81,0.74,0.3,0.81,0.05,0.13,0.24,0.7,0.18,0.96,0.16,0.38,0.95,0.79,0.94,0.39,0.96,0.15,0.67,0.76,0.04,0.75,0.96,0.22,0.81,0.79,0.83,0.95
25Q219,P.S. 219 Paul Klapper,0.18,0.05,0.81,0.78,0.11,0.86,0.41,0.89,,0.75,0.77,,0.94,0.74,0.33,0.83,,0.1,,0.67,0.15,0.89,0.07,0.25,,0.77,0.96,0.56,0.86,0.22,0.86,,0.14,0.77,0.95,0.51,0.77,,,0.93
21K559,Life Academy High School for Film and Music,0.33,0.13,0.75,0.77,,0.86,0.5,,0.42,0.39,0.56,0.34,0.84,0.59,0.56,0.59,0.15,0.26,0.38,0.44,0.27,0.83,0.29,0.61,0.85,0.6,0.88,0.37,0.76,0.31,0.61,0.62,0.24,0.61,0.87,0.68,0.63,0.66,0.69,0.83
18K635,Olympus Academy,0.09,0.04,0.92,0.97,,0.94,0.49,,0.06,0.79,0.85,0.06,0.92,0.91,0.18,0.86,0.06,0.14,0.07,0.82,0.08,0.91,0.07,0.21,0.94,0.92,0.94,0.66,0.95,0.11,0.91,0.93,0.05,0.85,0.96,0.53,0.92,0.94,0.95,0.98
27Q323,Scholars' Academy,0.18,0.06,0.83,0.79,0.09,0.89,0.68,0.92,0.16,0.68,0.75,0.15,0.94,0.76,0.34,0.83,0.04,0.1,0.21,0.66,0.11,0.94,0.13,0.32,0.96,0.72,0.96,0.47,0.84,0.12,0.74,0.79,0.16,0.79,0.94,0.12,0.72,0.85,0.9,0.94
27Q053,M.S. 053 Brian Piccolo,0.17,0.09,0.81,0.83,0.09,0.89,0.51,0.94,,0.55,0.66,,0.8,0.75,0.4,0.78,,0.16,,0.6,0.18,0.9,0.08,0.45,,0.81,0.94,0.61,0.87,0.27,0.87,,0.13,0.73,0.91,0.71,0.81,,,0.89
16K057,Whitelaw Reid Academy of Arts and Business,0.21,0.07,0.8,0.72,0.06,0.91,0.58,0.98,,0.67,0.77,,0.85,0.75,0.35,0.75,,0.18,,0.65,0.21,0.89,0.12,0.33,,0.71,0.98,0.71,0.82,0.12,0.81,,0.18,0.75,0.93,0.56,0.79,,,0.92
11X462,Cornerstone Academy for Social Action Middle School (CASA),0.16,0.1,0.82,0.72,0.12,0.88,0.53,0.9,,0.5,0.64,,0.76,0.7,0.31,0.83,,0.18,,0.69,0.17,0.78,0.11,0.5,,0.79,0.94,0.63,0.8,0.19,0.8,,0.2,0.73,0.9,0.4,0.73,,,0.9
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),0.29,0.13,0.72,0.64,0.18,0.76,0.55,0.8,0.31,0.45,0.47,0.31,0.88,0.62,0.46,0.73,0.13,0.17,0.37,0.54,0.19,0.8,0.23,0.55,0.87,0.6,0.92,0.46,0.73,0.3,0.66,0.63,0.27,0.67,0.87,0.68,0.52,0.69,0.75,0.86
13K691,Fort Greene Preparatory Academy,0.17,0.09,0.85,0.67,0.09,0.86,0.46,0.89,,0.46,0.67,,0.82,0.74,0.42,0.75,,0.22,,0.58,0.22,0.66,0.09,0.54,,0.69,0.92,0.5,0.8,0.23,0.78,,0.2,0.61,0.91,0.53,0.78,,,0.9
24Q153,P.S. 153 Maspeth Elem,0.1,0.06,0.8,0.76,0.09,0.9,0.3,0.86,,0.8,0.87,,0.89,0.9,0.3,0.88,,0.06,,0.7,0.13,0.91,0.03,0.2,,0.89,0.96,0.59,0.88,0.26,0.89,,0.12,0.92,0.94,0.49,0.89,,,0.94
84K037,Beginning with Children Charter School II,0.09,0.08,0.81,0.77,0.05,0.93,0.61,0.94,,0.59,0.69,,0.9,0.71,0.38,0.79,,0.13,,0.62,0.12,0.88,0.05,0.41,,0.82,0.94,0.56,0.91,0.18,0.8,,0.09,0.81,0.92,0.45,0.81,,,0.93
10X315,P.S. 315 Lab School,0.11,0.06,0.78,0.75,0.1,0.88,0.45,0.91,,0.68,0.64,,0.95,0.78,0.39,0.76,,0.06,,0.61,0.08,0.86,0.13,0.32,,0.88,0.93,0.51,0.85,0.24,0.83,,0.15,0.83,0.94,0.28,0.83,,,0.91
15K462,John Jay School for Law,0.26,0.03,0.78,0.75,,0.92,0.43,,0.28,0.54,0.82,0.2,0.9,0.66,0.37,0.75,0.11,0.23,0.26,0.63,0.17,0.91,0.22,0.46,0.89,0.66,1.0,0.45,0.88,0.16,0.73,0.74,0.13,0.77,0.97,0.7,0.77,0.8,0.8,0.91
84K791,Brooklyn Dreams Charter School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12X682,Fannie Lou Hamer Freedom High School,0.11,0.02,0.88,0.87,,0.93,0.41,,0.15,0.81,0.77,0.13,0.94,0.91,0.19,0.82,0.04,0.12,0.16,0.81,0.07,0.91,0.07,0.19,0.96,0.93,0.97,0.6,0.89,0.13,0.87,0.84,0.11,0.93,0.98,0.43,0.91,0.88,0.83,0.91
11X498,P.S./M.S. 11X498 - Van Nest Academy,0.1,0.09,0.79,0.73,0.11,0.89,0.53,0.94,,0.68,0.68,,0.88,0.83,0.31,0.83,,0.12,,0.69,0.13,0.86,0.08,0.32,,0.87,0.92,0.59,0.89,0.14,0.84,,0.11,0.77,0.91,0.12,0.77,,,0.96
03M494,High School of Arts and Technology,0.21,0.04,0.88,0.79,,0.9,0.54,,0.11,0.55,0.78,0.09,0.89,0.72,0.42,0.71,0.06,0.19,0.12,0.58,0.17,0.86,0.21,0.45,0.94,0.76,0.9,0.4,0.81,0.21,0.71,0.88,0.19,0.76,0.96,0.61,0.82,0.91,0.93,0.91
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",0.21,0.04,0.84,0.9,0.13,0.83,0.49,0.86,0.12,0.61,0.65,0.17,0.91,0.74,0.38,0.83,0.04,0.12,0.15,0.62,0.1,0.93,0.16,0.39,0.96,0.76,0.98,0.48,0.92,0.17,0.78,0.85,0.08,0.8,0.96,0.41,0.75,0.83,0.91,0.95
02M416,Eleanor Roosevelt High School,0.25,0.06,0.79,0.83,,0.77,0.84,,0.23,0.58,0.64,0.31,0.99,0.65,0.45,0.82,0.06,0.12,0.34,0.55,0.17,0.94,0.12,0.42,0.94,0.55,0.96,0.32,0.87,0.17,0.67,0.66,0.13,0.72,0.94,0.28,0.61,0.69,0.81,0.94
19K452,Frederick Douglass Academy VIII Middle School,0.19,0.04,0.81,0.78,0.14,0.81,0.5,0.91,,0.54,0.78,,0.77,0.61,0.4,0.66,,0.18,,0.6,0.18,0.81,0.11,0.46,,0.66,0.9,0.53,0.86,0.24,0.77,,0.14,0.66,0.96,0.38,0.76,,,0.85
02M529,Jacqueline Kennedy Onassis High School,0.24,0.02,0.88,0.86,,0.91,0.59,,0.12,0.59,0.61,0.13,0.91,0.73,0.41,0.78,0.05,0.18,0.12,0.59,0.16,0.9,0.25,0.41,0.95,0.78,0.93,0.34,0.91,0.2,0.65,0.88,0.09,0.82,0.98,0.51,0.74,0.87,0.94,0.91
10X549,Discovery High School,0.19,0.04,0.84,0.82,,0.92,0.4,,0.19,0.62,0.66,0.17,0.85,0.78,0.36,0.79,0.07,0.14,0.16,0.64,0.14,0.9,0.12,0.38,0.93,0.83,0.94,0.53,0.86,0.18,0.73,0.84,0.14,0.84,0.96,0.7,0.85,0.83,0.87,0.91
18K211,I.S. 211 John Wilson,0.13,0.09,0.84,0.72,0.13,0.83,0.46,0.89,,0.52,0.68,,0.83,0.78,0.44,0.69,,0.17,,0.56,0.13,0.73,0.1,0.48,,0.69,0.92,0.62,0.77,0.24,0.73,,0.23,0.67,0.91,0.45,0.73,,,0.84
11X144,J.H.S. 144 Michelangelo,0.11,0.12,0.79,0.77,0.14,0.9,0.5,0.9,,0.65,0.71,,0.79,0.83,0.29,0.8,,0.13,,0.71,0.13,0.87,0.08,0.35,,0.83,0.95,0.62,0.87,0.24,0.83,,0.13,0.79,0.88,0.53,0.83,,,0.87
11X019,P.S. 019 Judith K. Weiss,0.16,0.1,0.85,0.77,0.11,0.86,0.4,0.88,,0.65,0.58,,0.93,0.68,0.39,0.8,,0.08,,0.61,0.12,0.9,0.08,0.35,,0.71,0.93,0.54,0.8,0.2,0.79,,0.2,0.81,0.9,0.37,0.69,,,0.88
75X811,P.S. X811,0.05,0.06,0.95,0.89,,0.97,0.61,,0.2,0.91,0.96,0.04,0.97,0.98,0.1,0.93,0.03,0.04,0.16,0.9,0.04,0.96,0.04,0.09,0.97,0.95,1.0,0.67,0.91,0.09,0.93,0.84,0.09,0.97,0.94,0.14,0.99,0.96,0.83,0.98
75K370,P.S. 370,0.33,0.27,0.92,0.91,0.2,0.82,0.55,0.8,0.5,0.77,0.92,0.43,0.88,0.83,0.23,0.77,0.29,0.15,0.33,0.77,0.23,0.92,0.08,0.23,0.71,0.85,0.83,0.64,0.75,0.25,0.92,0.67,0.25,0.69,0.73,0.31,0.77,0.57,0.67,0.92
09X232,I.S. 232,0.18,0.16,0.82,0.75,0.15,0.86,0.49,0.88,,0.5,0.58,,0.81,0.74,0.36,0.74,,0.21,,0.64,0.22,0.78,0.11,0.5,,0.71,0.91,0.59,0.79,0.32,0.77,,0.21,0.67,0.84,0.57,0.73,,,0.78
84K879,Brooklyn Prospect Charter School Downtown,0.15,0.04,0.88,0.83,0.17,0.9,0.57,0.82,,0.7,0.66,,0.77,0.72,0.4,0.83,,0.14,,0.6,0.15,0.94,0.1,0.3,,0.81,0.97,0.68,0.88,0.21,0.78,,0.12,0.84,0.96,0.31,0.77,,,0.95
06M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,0.19,0.09,0.8,0.85,0.14,0.93,0.37,0.91,,0.53,0.64,,0.92,0.75,0.35,0.75,,0.21,,0.65,0.16,0.91,0.11,0.47,,0.73,0.95,0.56,0.87,0.31,0.84,,0.13,0.73,0.91,0.69,0.73,,,0.89
15K592,Khalil Gibran International Academy,0.17,0.02,0.78,0.88,,0.96,0.56,,0.09,0.65,0.78,0.1,0.86,0.85,0.25,0.76,0.08,0.21,0.11,0.75,0.14,0.91,0.1,0.35,0.92,0.75,0.97,0.52,0.92,0.12,0.85,0.89,0.08,0.77,0.98,0.5,0.83,0.9,0.92,0.93
15K448,Brooklyn Collaborative Studies,0.12,0.04,0.87,0.85,0.16,0.9,0.49,0.82,0.22,0.65,0.74,0.26,0.98,0.75,0.39,0.81,0.1,0.16,0.26,0.61,0.17,0.92,0.16,0.35,0.9,0.81,0.99,0.53,0.92,0.2,0.72,0.74,0.08,0.81,0.96,0.3,0.8,0.74,0.79,0.95
10X020,"PS/MS 20 P.O.George J. Werdann, III",0.18,0.15,0.81,0.64,0.13,0.84,0.51,0.85,,0.5,0.66,,0.88,0.71,0.45,0.69,,0.17,,0.55,0.19,0.66,0.13,0.5,,0.76,0.9,0.41,0.79,0.27,0.75,,0.21,0.68,0.85,0.54,0.73,,,0.84
25Q499,"The Queens College School for Math, Science and Technology",0.18,0.08,0.81,0.82,0.15,0.75,0.53,0.87,,0.57,0.73,,0.86,0.7,0.35,0.76,,0.12,,0.65,0.11,0.86,0.11,0.43,,0.73,0.91,0.42,0.92,0.14,0.79,,0.08,0.63,0.92,0.41,0.76,,,0.92
27Q260,Frederick Douglass Academy VI High School,0.2,0.11,0.85,0.73,,0.82,0.53,,0.28,0.58,0.67,0.26,0.7,0.67,0.4,0.67,0.13,0.19,0.26,0.6,0.21,0.73,0.22,0.42,0.87,0.72,0.83,0.44,0.79,0.25,0.73,0.74,0.21,0.73,0.89,0.69,0.81,0.74,0.77,0.81
27Q302,"Queens High School for Information, Research, and Technology",0.19,0.02,0.93,0.89,,0.94,0.67,,0.07,0.78,0.86,0.08,0.96,0.86,0.24,0.84,0.04,0.13,0.06,0.76,0.11,0.95,0.09,0.22,0.96,0.84,0.99,0.34,0.94,0.09,0.89,0.94,0.06,0.85,0.98,0.44,0.9,0.92,0.94,0.96
04M495,Park East High School,0.13,0.03,0.91,0.87,,0.96,0.59,,0.1,0.76,0.91,0.17,0.84,0.8,0.18,0.85,0.05,0.07,0.07,0.82,0.05,0.98,0.16,0.24,0.95,0.93,0.98,0.48,0.91,0.11,0.82,0.93,0.09,0.93,0.97,0.41,0.84,0.83,0.91,0.95
14K478,"The High School for Enterprise, Business and Technology",0.25,0.06,0.76,0.74,,0.84,0.62,,0.16,0.46,0.6,0.22,0.81,0.62,0.47,0.69,0.12,0.21,0.23,0.53,0.2,0.84,0.24,0.54,0.88,0.68,0.93,0.33,0.83,0.26,0.63,0.77,0.17,0.68,0.94,0.56,0.73,0.78,0.85,0.86
75Q224,P.S. Q224,0.33,0.22,1.0,0.75,0.17,0.92,0.58,0.75,,0.92,0.83,,1.0,0.75,0.42,0.83,,0.08,,0.58,0.08,1.0,0.25,0.08,,0.5,1.0,0.58,0.83,0.25,0.92,,0.17,0.75,0.78,0.58,0.83,,,0.83
32K349,"I.S. 349 Math, Science & Tech.",0.19,0.12,0.77,0.79,0.06,0.87,0.38,0.93,,0.53,0.66,,0.84,0.7,0.37,0.76,,0.19,,0.63,0.22,0.89,0.12,0.47,,0.7,0.94,0.49,0.86,0.29,0.85,,0.14,0.7,0.88,0.75,0.74,,,0.85
09X263,Validus Preparatory Academy,0.24,0.06,0.82,0.8,,0.92,0.45,,0.1,0.57,0.71,0.14,0.85,0.71,0.45,0.74,0.07,0.27,0.19,0.55,0.19,0.88,0.21,0.43,0.93,0.71,0.93,0.47,0.82,0.19,0.78,0.81,0.18,0.81,0.94,0.7,0.81,0.86,0.89,0.88
11X249,Bronx Health Sciences High School,0.24,0.0,0.59,0.94,,0.87,0.65,,0.08,0.59,0.76,0.12,0.89,0.71,0.24,0.82,0.06,0.18,0.25,0.76,0.06,0.94,0.12,0.41,0.94,0.82,0.94,0.35,0.88,0.06,0.76,0.75,0.12,0.76,1.0,0.53,0.65,0.88,0.82,0.94
84K782,Bedford Stuyvesant New Beginnings Charter School,0.17,0.13,0.82,0.6,0.13,0.87,0.53,0.92,,0.49,0.68,,0.89,0.68,0.46,0.71,,0.2,,0.54,0.32,0.64,0.08,0.51,,0.7,0.91,0.46,0.7,0.27,0.7,,0.3,0.67,0.87,0.77,0.72,,,0.86
09X229,I.S. 229 Roland Patterson,0.23,0.03,0.87,0.8,0.09,0.89,0.6,0.96,,0.66,0.81,,0.8,0.72,0.32,0.76,,0.22,,0.68,0.2,0.78,0.07,0.34,,0.75,0.91,0.35,0.85,0.2,0.86,,0.15,0.76,0.97,0.45,0.85,,,0.89
07X427,Community School for Social Justice,0.1,0.03,0.92,0.82,,0.97,0.72,,0.07,0.82,0.89,0.09,0.88,0.9,0.22,0.9,0.04,0.11,0.12,0.78,0.09,0.92,0.04,0.18,0.96,0.83,0.99,0.48,0.86,0.12,0.91,0.88,0.14,0.92,0.97,0.32,0.9,0.91,0.95,0.96
06M211,Inwood Early College for Health and Information Technologies,0.17,0.03,0.87,0.86,,0.92,0.57,,0.13,0.64,0.7,0.16,0.99,0.77,0.26,0.77,0.06,0.14,0.12,0.74,0.1,0.95,0.2,0.36,0.94,0.77,0.96,0.3,0.9,0.11,0.72,0.88,0.1,0.82,0.97,0.52,0.82,0.84,0.88,0.94
